rank,ja_value,count,sample_path,sample_ns,proposed_ko
339,パフォーマンスセンター,2,ruleEnginePage.gNav.performanceHub,ruleEnginePage,
340,パフォーマンス指標,2,crm.email.ds.secPerfMetrics,crm,
341,ビジネス目標を選択,2,pages.marketingIntel.marketingIntel.channelKpiPage.guideGoalDesc,pages,
342,ビューティー・コスメ,2,ruleEnginePage.marketing.cat_beauty,ruleEnginePage,
343,ピッキングエラー率0.08%以下,2,pages.marketingIntel.onboarding.kpiWMS,pages,
344,ファーストタッチ,2,pages.marketingIntel.attrData.firstTouch,pages,
345,フィットネス,2,ruleEnginePage.operations.ai_cat_fitness,ruleEnginePage,
346,フォーマット,2,ruleEnginePage.marketing.csKpiFormats,ruleEnginePage,
347,フォーマル,2,crm.aiHub.reviews.toneFormal,crm,
348,ブログ分析,2,pages.marketingIntel.marketingIntel.channelKpiPage.guideContentDesc,pages,
349,ブロック済み,2,crm.email.pxl.secBlocked,crm,
350,プラットフォーム別コンテンツ管理·ステータス追跡·AI分析·リアルタイム同期,2,crm.aiHub.catalogSync.contentCal.subtitle,crm,
351,プラットフォーム精算内容と実際入金額を自動マッチングし、未払い・誤払いを即座に検知します。,2,pages.marketingIntel.onboarding.stepReconciliationDesc,pages,
352,プラットフォーム選択,2,ruleEnginePage.operations.ai_selectPlatform,ruleEnginePage,
353,プレビューを閉じる,2,crm.email.catalogSync.closePreview,crm,
354,ベイジアンMMM,2,pages.marketingIntel.attrData.badgeMmm,pages,
355,ベイズ最適化で勝者バリアントを統計的に95%信頼度で自動確定します。,2,pages.marketingIntel.onboarding.stepABTestDesc,pages,
356,ペイロードエディタ,2,pages.writeback.payloadEditor,pages,
357,ホームダッシュボード,2,pages.marketingIntel.pricingDetail.free_s1,pages,
358,ポップアップ名,2,crm.aiHub.catalogSync.webPopup.popupName,crm,
359,ポップアップ編集,2,crm.aiHub.catalogSync.webPopup.editPopup,crm,
360,ポリシー検証,2,pages.writeback.policyValidate,pages,
361,ポリシー発見事項,2,pages.writeback.policyFindings,pages,
362,マッチング率97.6%,2,pages.marketingIntel.onboarding.kpiReconciliation,pages,
363,マルチチャネル、注文、WMS、決済、アラート。,2,pages.marketingIntel.onboarding.guideSecCommerce,pages,
364,マルチチャネル注文・在庫・WMS・返品統合管理,2,pages.marketingIntel.onboarding.roleCommerceDesc,pages,
365,マークアップ(%),2,crm.email.catalogSync.markupLabel,crm,
366,マーケター,2,pages.marketingIntel.onboarding.roleMarketer,pages,
367,マーケティング成果,2,pages.marketingIntel.marketingIntel.tabs.marketing,pages,
368,メッセージタイプ,2,crm.aiHub.journey.kakaoMsgType,crm,
369,メッセージテンプレート管理,2,crm.aiHub.catalogSync.sms.guideTemplatesDesc,crm,
370,メトリクス,2,crm.email.aiPolicy.metric,crm,
371,メトリクスカタログ,2,crm.email.ds.tabMetrics,crm,
372,メール通知,2,pages.marketingIntel.marketingIntel.approvals.cfgEmailNotify,pages,
373,ライトバックジョブなし,2,pages.writeback.noJobs,pages,
374,ライトバックジョブログ,2,pages.writeback.tabJobsDesc,pages,
375,ライトバック操作を実行するとジョブ履歴が表示されます。,2,pages.writeback.noJobsDesc,pages,
376,ライトバック設定・ログ,2,pages.marketingIntel.pricingDetail.pro_s5i4,pages,
377,ライブテスト,2,crm.aiHub.catalogSync.webPopup.tabLive,crm,
378,ラストタッチ,2,pages.marketingIntel.attrData.lastTouch,pages,
379,ラベル,2,pages.graphScore.label,pages,
380,リアルタイムソース,2,crm.email.dt.lineageRealSources,crm,
381,リアルタイムデータ検証,2,pages.marketingIntel.onboarding.kpiDataSchema,pages,
382,リアルタイムログ,2,crm.email.alertAuto.tabHistoryDesc,crm,
383,リアルタイム同期有効,2,crm.aiHub.crm.email.liveSyncStatus,crm,
384,リアルタイム在庫監視,2,crm.aiHub.omniChannel.tabInventoryDesc,crm,
385,リスト,2,crm.aiHub.catalogSync.contentCal.tabList,crm,
386,リストビュー,2,crm.aiHub.catalogSync.contentCal.guideListName,crm,
387,ルール保存,2,crm.email.alertAuto.saveRule,crm,
388,ルール同期,2,crm.email.aiPolicy.badgeRules,crm,
389,ルール追加,2,ruleEnginePage.supplyChain.addRule,ruleEnginePage,
390,レビュー & UGC,2,crm.aiHub.catalogSync.root_pageTitle_reviewsUgc,crm,
391,レビュー管理,2,crm.aiHub.reviews.tabFeed,crm,
392,レビュー管理設定,2,crm.aiHub.reviews.settingsTitle,crm,
393,レポート,2,crm.aiHub.catalogSync.recon.tabReports,crm,
394,レポート作成時間90%削減,2,pages.marketingIntel.onboarding.kpiReportAuto,pages,
395,レポート自動化,2,pages.marketingIntel.onboarding.stepReportAuto,pages,
396,レート制限,2,pages.writeback.cfgRateLimit,pages,
397,下の入力欄にIDを入力,2,crm.email.dt.googleStep3,crm,
398,予想所要: 役割あたり30分以内,2,pages.marketingIntel.onboarding.estimatedTime,pages,
399,交渉ヒント,2,crm.aiHub.aiNegTip,crm,
400,今すぐ購入,2,crm.aiHub.catalogSync.webPopup.buyNow,crm,
401,他の役割を探索,2,pages.marketingIntel.onboarding.exploreOtherRoles,pages,
402,件の脅威,2,crm.aiHub.catalogSync.pnl.threats,crm,
403,低リスク自動承認,2,pages.marketingIntel.marketingIntel.approvals.cfgAutoApprove,pages,
404,低優先度リクエストを自動承認,2,pages.marketingIntel.marketingIntel.approvals.cfgAutoApproveDesc,pages,
405,作成済み,2,ruleEnginePage.marketing.created,ruleEnginePage,
406,保留中のリクエスト,2,pages.marketingIntel.marketingIntel.approvals.tabQueueDesc,pages,
407,保留中の承認時にメール送信,2,pages.marketingIntel.marketingIntel.approvals.cfgEmailNotifyDesc,pages,
408,入庫・ピッキング・出庫・棚卸をバーコードスキャンベースで自動化します。,2,pages.marketingIntel.onboarding.stepWMSDesc,pages,
409,全5ステップ完了！,2,pages.marketingIntel.onboarding.allComplete,pages,
410,全エッジをテーブル形式で閲覧し、ノードIDで検索・フィルタリングする探索ツールです。ソースノード、ターゲットノード、重み、ラベルを確認できます。,2,pages.graphScore.guideBrowserDesc,pages,
411,全キャンペーン,2,crm.email.campaignMgr.kpiTotal,crm,
412,全チャネル注文を一カ所で処理し、配送会社自動割当ルールを設定します。,2,pages.marketingIntel.onboarding.stepOrderHubDesc,pages,
413,全レビュー,2,ruleEnginePage.marketing.kpiTotal,ruleEnginePage,
414,分析ジャーニー,2,pages.marketingIntel.attrData.analysisJourney,pages,
415,分析ダッシュボード,2,crm.email.pxl.tabDashboard,crm,
416,利用可能なノードタイプ,2,crm.aiHub.journey.guideNodesTitle,crm,
417,効率低下。クリエイティブ更新,2,ruleEnginePage.accountPerf.aiInsightLow,ruleEnginePage,
418,収集される全イベント・注文・顧客データのスキーマと正規化ルールを確認します。,2,pages.marketingIntel.onboarding.stepDataSchemaDesc,pages,
419,商品JSONを入力し、プレビューで実行前に検証。,2,pages.writeback.payloadEditorDesc,pages,
420,商品JSONを入力してください。,2,pages.writeback.errNoPayload,pages,
421,商品ページ,2,crm.aiHub.productPage,crm,
422,商品・SKU,2,ruleEnginePage.operations.thProductSku,ruleEnginePage,
423,商品別コンバージョン貢献度,2,pages.graphScore.topSku,pages,
424,在庫アラート設定,2,pages.marketingIntel.onboarding.stepInventoryAlert,pages,
425,在庫切れを事前防止,2,pages.marketingIntel.onboarding.kpiInventoryAlert,pages,
426,失敗ジョブの自動再試行,2,pages.writeback.cfgAutoRetryDesc,pages,
427,安全在庫以下で即時アラート、需要予測ベースの自動発注推奨を受けます。,2,pages.marketingIntel.onboarding.stepInventoryAlertDesc,pages,
428,完了/失敗時にWebhook送信,2,pages.writeback.cfgWebhookNotifyDesc,pages,
429,完了マーク,2,pages.marketingIntel.onboarding.markComplete,pages,
430,実行ログ,2,crm.email.alertAuto.tabFiredDesc,crm,
431,実質マージン,2,crm.email.catalogSync.actualMarginLabel,crm,
432,実際のAPI呼び出しなしにシミュレーション,2,pages.writeback.cfgDryRunDesc,pages,
433,対象チャネル,2,crm.aiHub.catalogSync.targetChannel,crm,
434,専用スタートガイド,2,pages.marketingIntel.onboarding.exclusiveGuide,pages,
435,平均30分以内に初回データ収集,2,pages.marketingIntel.onboarding.kpiAdsIntegration,pages,
436,平均マージン率,2,ruleEnginePage.operations.avgMargin,ruleEnginePage,
437,広告イベント,2,crm.email.ds.adEvents,crm,
438,広告チャネル連携,2,pages.marketingIntel.onboarding.stepAdsIntegration,pages,
439,広告パフォーマンス分析、AIキャンペーン自動化、CRMセグメント,2,pages.marketingIntel.onboarding.roleMarketerDesc,pages,
440,強み,2,crm.aiHub.aiStrengths,crm,
441,役割と指標を定義,2,pages.marketingIntel.marketingIntel.channelKpiPage.guideRoleDesc,pages,
442,役割を選択してください,2,pages.marketingIntel.onboarding.selectRole,pages,
443,役割を選択すると、30分以内に最初のインサイトを得るためのカスタマイズされた5ステップパスをご案内します。,2,pages.marketingIntel.onboarding.welcomeDesc,pages,
444,役割選択に戻る,2,pages.marketingIntel.onboarding.backToRoles,pages,
445,悪意ある入力が検出されブロックされました。,2,crm.aiHub.catalogSync.pnl.securityDesc,crm,
446,悪意のある入力が検出され、ブロックされました。,2,ruleEnginePage.supplyChain.securityDesc,ruleEnginePage,
447,承認が必要です。承認管理で承認してください。,2,pages.writeback.approvalCreated,pages,
448,承認に2段階認証が必要,2,pages.marketingIntel.marketingIntel.approvals.cfgRequire2faDesc,pages,
449,承認決定と実行ログがリアルタイムで表示されます。,2,pages.marketingIntel.marketingIntel.approvals.noAuditDesc,pages,
450,指標カタログ,2,crm.aiHub.catalogSync.ds.tabMetricsDesc,crm,
451,接続チャネルの手数料を反映した純貢献度です。,2,pages.graphScore.channelFeeDesc,pages,
452,接続ノード,2,pages.graphScore.nodes,pages,
453,接続済みSKU,2,pages.graphScore.connectedSku,pages,
454,接続済みインフルエンサー,2,pages.graphScore.connectedInfluencers,pages,
455,接続済みクリエイティブ,2,pages.graphScore.connectedCreatives,pages,
456,接続済み注文,2,pages.graphScore.connectedOrders,pages,
457,推定ソース,2,crm.email.dt.lineageEstSources,crm,
458,最も効果的なクリエイティブ,2,pages.graphScore.topCreative,pages,
459,最高スコア,2,crm.email.dt.historyPeakScore,crm,
460,期限切れ,2,crm.aiHub.expired,crm,
461,未テスト,2,crm.aiHub.omniChannel.statusUntested,crm,
462,未マッピング,2,crm.email.catalogSync.unmapped,crm,
463,未払い,2,crm.aiHub.stUnpaid,crm,
464,棚卸し,2,ruleEnginePage.wms.tabAudit,ruleEnginePage,
465,決定ログ,2,pages.marketingIntel.marketingIntel.approvals.tabAuditDesc,pages,
466,注文ハブ設定,2,pages.marketingIntel.onboarding.stepOrderHub,pages,
467,注文重み,2,pages.graphScore.weightOrder,pages,
468,海外配送エラー78%減少,2,pages.marketingIntel.onboarding.kpiAsiaLogistics,pages,
469,炭素排出・持続可能性指標を自動集計し、投資家・規制対応レポートを生成します。,2,pages.marketingIntel.onboarding.stepESGDesc,pages,
470,物流パートナーを登録し、自動配車ルールを設定します。,2,pages.marketingIntel.onboarding.step3PLDesc,pages,
471,特定SKUに貢献したクリエイティブ数、注文数、インフルエンサーランキングを分析します。メダル表示（🥇🥈🥉）で最大貢献者を可視化します。,2,pages.graphScore.guideSkuDesc,pages,
472,特定インフルエンサーのGraph Score、接続SKU数、接続注文数をKPIカードで表示。貢献パステーブルで完全な変換経路を追跡します。,2,pages.graphScore.guideInfluencerDesc,pages,
473,特定クリエイティブのGraph Score、接続SKU、関連インフルエンサー、派生注文数を分析します。クリエイティブ別ROI最適化に活用できます。,2,pages.graphScore.guideCreativeDesc,pages,
474,画像アップロード,2,crm.aiHub.catalogSync.uploadImage,crm,
475,異常なアクセスが検出され、ブロックされました。しばらくしてから再試行してください。,2,pages.graphScore.secLockDesc,pages,
476,異常なアクセスが検出されブロックされました。,2,crm.aiHub.crm.secLockDesc,crm,
477,異常アクセス検出,2,crm.aiHub.crm.email.secLockDesc,crm,
478,目標値を管理,2,pages.marketingIntel.marketingIntel.channelKpiPage.guideSetupDesc,pages,
479,精算データなし,2,ruleEnginePage.super.emptyTitle,ruleEnginePage,
480,経営陣用週次/月次レポートをPDF・Excelでスケジュール自動送信設定します。,2,pages.marketingIntel.onboarding.stepReportAutoDesc,pages,
481,統合ハブへ,2,crm.aiHub.crm.email.goHub,crm,
482,総エッジ数：,2,pages.graphScore.totalEdge,pages,
483,総リクエスト,2,pages.marketingIntel.marketingIntel.approvals.badgeTotal,pages,
484,自動エスカレーション,2,crm.aiHub.reviews.autoEscalateLabel,crm,
485,自動リトライ,2,pages.writeback.cfgAutoRetry,pages,
486,自動ルーティングエンジン,2,ruleEnginePage.guideStep8Title,ruleEnginePage,
487,行クリックでドリルダウン,2,ruleEnginePage.accountPerf.hierarchyDesc,ruleEnginePage,
488,財務・経営者,2,pages.marketingIntel.onboarding.roleFinance,pages,
489,販売チャネル連携,2,pages.marketingIntel.onboarding.stepChannelConnect,pages,
490,返信を表示,2,crm.aiHub.reviews.showReply,crm,
491,返信を隠す,2,crm.aiHub.reviews.hideReply,crm,
492,返品ポータル設定,2,pages.marketingIntel.onboarding.stepReturns,pages,
493,連携ハブでチャネルを接続すると精算データが自動収集されます,2,ruleEnginePage.super.emptyDesc,ruleEnginePage,
494,運営アラート設定,2,pages.marketingIntel.onboarding.stepOpsAlert,pages,
495,運用チーム,2,ruleEnginePage.accountPerf.defaultTeam,ruleEnginePage,
496,過払い,2,crm.aiHub.stOverpaid,crm,
497,配送遅延、在庫切迫、システムエラー発生時に即座にSlack・Emailアラートを受け取ります。,2,pages.marketingIntel.onboarding.stepOpsAlertDesc,pages,
498,重み設定,2,pages.graphScore.weightSettings,pages,
499,重み適用,2,pages.graphScore.weightApply,pages,
500,開始する,2,pages.marketingIntel.onboarding.btnStart,pages,
