path,ko_current,ja_value,proposed_ko,source,ns
crm.aiHub.catalogSync.ihub.licCurrentPlan,現在のプラン,現在のプラン,현재 플랜,top500,crm
crm.aiHub.catalogSync.ihub.licUpgrade,アップグレード,アップグレード,업그레이드,auto,crm
crm.aiHub.catalogSync.ihub.nextStep,次へ,次へ,다음,auto,crm
crm.aiHub.catalogSync.ihub.prevStep,戻る,戻る,뒤로,auto,crm
crm.aiHub.catalogSync.ihub.memberEmail,メール,メール,이메일,auto,crm
crm.aiHub.catalogSync.ihub.secBlocked,ブロック済み,ブロック済み,차단됨,top500,crm
crm.aiHub.catalogSync.caseStudy.badgeLive,リアルタイム同期,リアルタイム同期,실시간 동기화,auto,crm
crm.aiHub.catalogSync.caseStudy.badgeChannels,チャネル連携,チャネル連携,채널 연동,top500,crm
crm.aiHub.catalogSync.caseStudy.badgeSecurity,セキュリティ有効,セキュリティ有効,보안 활성화,top500,crm
crm.aiHub.catalogSync.caseStudy.tab_guide,📖 利用ガイド,📖 利用ガイド,📖 사용 가이드,top500,crm
crm.aiHub.catalogSync.caseStudy.kpi_connectedChannels,連携チャネル,連携チャネル,연동 채널,auto,crm
crm.aiHub.catalogSync.caseStudy.industry_beauty,ビューティー・コスメ,ビューティー・コスメ,뷰티·코스메틱,top500,crm
crm.aiHub.catalogSync.caseStudy.solution_attribution,アトリビューション,アトリビューション,어트리뷰션,top500,crm
crm.aiHub.catalogSync.caseStudy.solution_omniChannel,オムニチャネル,オムニチャネル,옴니채널,top500,crm
crm.aiHub.catalogSync.caseStudy.goIntegrationHub,連携ハブへ移動,連携ハブへ移動,연동 허브로 이동,top500,crm
crm.aiHub.catalogSync.caseStudy.connectedChannelsTitle,連携チャネル,連携チャネル,연동 채널,auto,crm
crm.aiHub.catalogSync.caseStudy.statusConnected,連携済み,連携済み,연동 완료,top500,crm
crm.aiHub.catalogSync.caseStudy.platformFee,プラットフォーム手数料,プラットフォーム手数料,플랫폼 수수료,auto,crm
crm.aiHub.catalogSync.caseStudy.securityTitle,セキュリティ脅威検知,セキュリティ脅威検知,보안 위협 감지,auto,crm
crm.aiHub.catalogSync.caseStudy.securityDesc,悪意のある入力が検知されブロックされました。,悪意のある入力が検知されブロックされました。,악성 입력이 감지되어 차단되었습니다.,top500,crm
crm.aiHub.catalogSync.contentCal.registerTitle,コンテンツ登録,コンテンツ登録,콘텐츠 등록,top500,crm
crm.aiHub.catalogSync.contentCal.fieldTitle,タイトル,タイトル,제목,top500,crm
crm.aiHub.catalogSync.contentCal.fieldCampaign,キャンペーン,キャンペーン,캠페인,auto,crm
crm.aiHub.catalogSync.contentCal.fieldPlatform,プラットフォーム,プラットフォーム,플랫폼,auto,crm
crm.aiHub.catalogSync.contentCal.fieldStatus,ステータス,ステータス,상태,auto,crm
crm.aiHub.catalogSync.contentCal.btnCancel,キャンセル,キャンセル,취소,auto,crm
crm.aiHub.catalogSync.contentCal.tabCalendar,カレンダー,カレンダー,캘린더,top500,crm
crm.aiHub.catalogSync.contentCal.tabList,リスト,リスト,목록,top500,crm
crm.aiHub.catalogSync.contentCal.title,コンテンツカレンダー,コンテンツカレンダー,콘텐츠 캘린더,auto,crm
crm.aiHub.catalogSync.contentCal.subtitle,プラットフォーム別コンテンツ管理·ステータス追跡·AI分析·リアルタイム同期,プラットフォーム別コンテンツ管理·ステータス追跡·AI分析·リアルタイム同期,플랫폼별 콘텐츠 관리·상태 추적·AI 분석·실시간 동기화,top500,crm
crm.aiHub.catalogSync.contentCal.btnRegister,コンテンツ登録,コンテンツ登録,콘텐츠 등록,top500,crm
crm.aiHub.catalogSync.contentCal.statusLabel,ステータス,ステータス,상태,auto,crm
crm.aiHub.catalogSync.contentCal.st_draft,下書き,下書き,임시 저장,top500,crm
crm.aiHub.catalogSync.contentCal.st_review,レビュー,レビュー,리뷰,auto,crm
crm.aiHub.catalogSync.contentCal.st_cancelled,キャンセル,キャンセル,취소,auto,crm
crm.aiHub.catalogSync.contentCal.liveSyncMsg,リアルタイムクロスタブ同期有効 — 全モジュールデータがリアルタイム反映,リアルタイムクロスタブ同期有効 — 全モジュールデータがリアルタイム反映,실시간 크로스탭 동기화 활성화 — 모든 모듈 데이터 실시간 반영,top500,crm
crm.aiHub.catalogSync.contentCal.exportCsv,CSVエクスポート,CSVエクスポート,CSV 내보내기,top500,crm
crm.aiHub.catalogSync.contentCal.guideCalName,カレンダービュー,カレンダービュー,캘린더 보기,top500,crm
crm.aiHub.catalogSync.contentCal.guideListName,リストビュー,リストビュー,목록 보기,top500,crm
crm.aiHub.catalogSync.contentCal.guideGuideName,利用ガイド,利用ガイド,이용 가이드,auto,crm
crm.aiHub.catalogSync.devHub.badgeChannels,チャネル連携,チャネル連携,채널 연동,top500,crm
crm.aiHub.catalogSync.devHub.tab_guide,📖 利用ガイド,📖 利用ガイド,📖 사용 가이드,top500,crm
crm.aiHub.catalogSync.devHub.epCampPost,キャンペーン作成,キャンペーン作成,캠페인 생성,top500,crm
crm.aiHub.catalogSync.devHub.cancel,キャンセル,キャンセル,취소,auto,crm
crm.aiHub.catalogSync.devHub.ev_campaign_approved,キャンペーン承認,キャンペーン承認,캠페인 승인,top500,crm
crm.aiHub.catalogSync.devHub.copied,コピー済み,コピー済み,복사됨,auto,crm
crm.aiHub.catalogSync.devHub.copy,コピー,コピー,복사,auto,crm
crm.aiHub.catalogSync.devHub.securityTitle,セキュリティ脅威検知,セキュリティ脅威検知,보안 위협 감지,auto,crm
crm.aiHub.catalogSync.devHub.securityDesc,悪意のある入力が検知されブロックされました。,悪意のある入力が検知されブロックされました。,악성 입력이 감지되어 차단되었습니다.,top500,crm
crm.aiHub.catalogSync.dt.liveData,リアルタイム,リアルタイム,실시간,auto,crm
crm.aiHub.catalogSync.dt.srcConversion,コンバージョン,コンバージョン,전환,auto,crm
crm.aiHub.catalogSync.dt.srcAttribution,アトリビューション,アトリビューション,어트리뷰션,top500,crm
crm.aiHub.catalogSync.dt.lineageSources,データソース,データソース,데이터 소스,top500,crm
crm.aiHub.catalogSync.dt.lineageDashboard,ダッシュボード,ダッシュボード,대시보드,auto,crm
crm.aiHub.catalogSync.dt.lineageRealSources,リアルタイムソース,リアルタイムソース,실시간 소스,top500,crm
crm.aiHub.catalogSync.dt.lineageEstSources,推定ソース,推定ソース,추정 소스,top500,crm
crm.aiHub.catalogSync.dt.historyPeakScore,最高スコア,最高スコア,최고 점수,top500,crm
crm.aiHub.catalogSync.dt.historyDataPoints,データポイント,データポイント,데이터 포인트,top500,crm
crm.aiHub.catalogSync.dt.auditTitle,監査ログ,監査ログ,감사 로그,auto,crm
crm.aiHub.catalogSync.dt.secLockTitle,セキュリティ脅威検知,セキュリティ脅威検知,보안 위협 감지,auto,crm
crm.aiHub.catalogSync.graph.contribPath,🛤 貢献パス,🛤 貢献パス,🛤 기여 경로,top500,crm
crm.aiHub.catalogSync.graph.inf,インフルエンサー,インフルエンサー,인플루언서,auto,crm
crm.aiHub.catalogSync.graph.crt,クリエイティブ,クリエイティブ,크리에이티브,auto,crm
crm.aiHub.catalogSync.graph.pathW,パス重み,パス重み,경로 가중치,top500,crm
crm.aiHub.catalogSync.graph.noPath,接続された貢献パスなし,接続された貢献パスなし,연결된 기여 경로 없음,top500,crm
crm.aiHub.catalogSync.graph.contribCreative,貢献クリエイティブ,貢献クリエイティブ,기여 크리에이티브,top500,crm
crm.aiHub.catalogSync.graph.contribInfluencer,貢献インフルエンサー,貢献インフルエンサー,기여 인플루언서,top500,crm
crm.aiHub.catalogSync.graph.sourceNode,ソースノード,ソースノード,소스 노드,top500,crm
crm.aiHub.catalogSync.graph.targetNode,ターゲットノード,ターゲットノード,타겟 노드,top500,crm
crm.aiHub.catalogSync.graph.weight,重み,重み,가중치,top500,crm
crm.aiHub.catalogSync.graph.noEdge,エッジなし — 統合ハブでチャネルを接続してください,エッジなし — 統合ハブでチャネルを接続してください,연결 없음 — 통합 허브에서 채널을 연결해주세요,top500,crm
crm.aiHub.catalogSync.pnl.wfPlatformFee,プラットフォーム手数料,プラットフォーム手数料,플랫폼 수수료,auto,crm
crm.aiHub.catalogSync.pnl.margin,マージン,マージン,마진,auto,crm
crm.aiHub.catalogSync.pnl.colMargin,マージン,マージン,마진,auto,crm
crm.aiHub.catalogSync.pnl.colChannel,チャネル,チャネル,채널,auto,crm
crm.aiHub.catalogSync.pnl.connected,接続済み,接続済み,연결됨,auto,crm
crm.aiHub.catalogSync.pnl.realtimeSync,リアルタイム同期,リアルタイム同期,실시간 동기화,auto,crm
crm.aiHub.catalogSync.pnl.securityNormal,セキュリティ正常,セキュリティ正常,보안 정상,top500,crm
crm.aiHub.catalogSync.pnl.securityAlert,セキュリティ脅威検知,セキュリティ脅威検知,보안 위협 감지,auto,crm
crm.aiHub.catalogSync.pnl.securityDesc,悪意ある入力が検出されブロックされました。,悪意ある入力が検出されブロックされました。,악성 입력이 감지되어 차단되었습니다.,top500,crm
crm.aiHub.catalogSync.pnl.threats,件の脅威,件の脅威,건의 위협,top500,crm
crm.aiHub.catalogSync.pnl.dateCustom,カスタム,カスタム,사용자 설정,top500,crm
crm.aiHub.catalogSync.pnl.guideTabsTitle,タブ別機能案内,タブ別機能案内,탭별 기능 안내,auto,crm
crm.aiHub.catalogSync.pxl.tabEvents,イベント,イベント,이벤트,top500,crm
crm.aiHub.catalogSync.pxl.heroDesc,API キーを登録し接続状態を管理します。,API キーを登録し接続状態を管理します。,API 키를 등록하고 연결 상태를 관리합니다.,auto,crm
crm.aiHub.catalogSync.categoryLabel,カテゴリ,カテゴリ,카테고리,auto,crm
crm.aiHub.catalogSync.uploadImage,画像アップロード,画像アップロード,이미지 업로드,top500,crm
crm.aiHub.catalogSync.cancel,キャンセル,キャンセル,취소,auto,crm
crm.aiHub.catalogSync.targetChannel,対象チャネル,対象チャネル,대상 채널,top500,crm
crm.aiHub.catalogSync.cancelBtn,キャンセル,キャンセル,취소,auto,crm
crm.aiHub.catalogSync.colChannels,チャネル,チャネル,채널,auto,crm
crm.aiHub.catalogSync.actualMarginLabel,実質マージン,実質マージン,실질 마진,top500,crm
crm.aiHub.catalogSync.backBtn,戻る,戻る,뒤로,auto,crm
crm.aiHub.catalogSync.markupLabel,マークアップ(%),マークアップ(%),마크업(%),top500,crm
crm.aiHub.catalogSync.statusError,エラー,エラー,오류,auto,crm
crm.aiHub.catalogSync.allChannel,全チャネル,全チャネル,전체 채널,auto,crm
crm.aiHub.catalogSync.allStatus,全ステータス,全ステータス,전체 상태,auto,crm
crm.aiHub.catalogSync.excelExport,Excelエクスポート,Excelエクスポート,Excel 내보내기,top500,crm
crm.aiHub.catalogSync.csvExport,CSVエクスポート,CSVエクスポート,CSV 내보내기,top500,crm
crm.aiHub.catalogSync.csvImport,CSVインポート,CSVインポート,CSV 가져오기,top500,crm
crm.aiHub.catalogSync.colMargin,マージン,マージン,마진,auto,crm
crm.aiHub.catalogSync.colCategory,カテゴリ,カテゴリ,카테고리,auto,crm
crm.aiHub.catalogSync.colStatus,ステータス,ステータス,상태,auto,crm
crm.aiHub.catalogSync.prevPage,前へ,前へ,이전,auto,crm
crm.aiHub.catalogSync.nextPage,次へ,次へ,다음,auto,crm
crm.aiHub.catalogSync.close,閉じる,閉じる,닫기,auto,crm
crm.aiHub.catalogSync.schedFreq30m,30分ごと,30分ごと,30분마다,top500,crm
crm.aiHub.catalogSync.schedFreq1h,1時間ごと,1時間ごと,1시간마다,top500,crm
crm.aiHub.catalogSync.schedFreq6h,6時間ごと,6時間ごと,6시간마다,top500,crm
crm.aiHub.catalogSync.schedFreq12h,12時間ごと,12時間ごと,12시간마다,top500,crm
crm.aiHub.catalogSync.schedSaveBtn,スケジュール保存,スケジュール保存,일정 저장,top500,crm
crm.aiHub.catalogSync.targetChannels,対象チャネル,対象チャネル,대상 채널,top500,crm
crm.aiHub.catalogSync.errors,エラー,エラー,오류,auto,crm
crm.aiHub.catalogSync.exchangeRate,為替レート,為替レート,환율,top500,crm
crm.aiHub.catalogSync.closePreview,プレビューを閉じる,プレビューを閉じる,미리보기 닫기,top500,crm
crm.aiHub.catalogSync.type,タイプ,タイプ,타입,auto,crm
crm.aiHub.catalogSync.catMapTitle,カテゴリマッピング,カテゴリマッピング,카테고리 매핑,top500,crm
crm.aiHub.catalogSync.mappingStatus,マッピング状況,マッピング状況,매핑 현황,auto,crm
crm.aiHub.catalogSync.mapped,マッピング済み,マッピング済み,매핑됨,auto,crm
crm.aiHub.catalogSync.unmapped,未マッピング,未マッピング,미매핑,top500,crm
crm.aiHub.catalogSync.tabCategoryMapping,カテゴリマッピング,カテゴリマッピング,카테고리 매핑,top500,crm
crm.aiHub.catalogSync.pageTitle,カタログ同期,カタログ同期,카탈로그 동기화,top500,crm
crm.aiHub.catalogSync.tabCategories,カテゴリ,カテゴリ,카테고리,auto,crm
crm.aiHub.catalogSync.activeLabel,アクティブ,アクティブ,활성,auto,crm
crm.aiHub.catalogSync.connectedLabel,接続済み,接続済み,연결됨,auto,crm
crm.aiHub.catalogSync.cat_all,全カテゴリ,全カテゴリ,전체 카테고리,auto,crm
crm.aiHub.catalogSync.colStatusHeader,ステータス,ステータス,상태,auto,crm
crm.aiHub.catalogSync.customCategoryLabel,カスタム,カスタム,사용자 설정,top500,crm
crm.aiHub.catalogSync.reportBuilder.pageTitle,レポートビルダー,レポートビルダー,리포트 빌더,top500,crm
crm.aiHub.catalogSync.reportBuilder.tabTemplates,テンプレート,テンプレート,템플릿,auto,crm
crm.aiHub.catalogSync.reportBuilder.tabScheduled,スケジュール,スケジュール,일정,top500,crm
crm.aiHub.catalogSync.reportBuilder.tabSaved,保存済みレイアウト,保存済みレイアウト,저장된 레이아웃,top500,crm
crm.aiHub.catalogSync.reportBuilder.widgetConversion,コンバージョン,コンバージョン,전환,auto,crm
crm.aiHub.catalogSync.reportBuilder.clearCanvas,キャンバスクリア,キャンバスクリア,캔버스 초기화,top500,crm
crm.aiHub.catalogSync.reportBuilder.savedLayouts,保存済みレイアウト,保存済みレイアウト,저장된 레이아웃,top500,crm
crm.aiHub.catalogSync.reportBuilder.noData,データなし,データなし,데이터 없음,auto,crm
crm.aiHub.catalogSync.reportBuilder.realtimeSync,リアルタイム同期,リアルタイム同期,실시간 동기화,auto,crm
crm.aiHub.catalogSync.reportBuilder.securityNormal,セキュリティ正常,セキュリティ正常,보안 정상,top500,crm
crm.aiHub.catalogSync.reportBuilder.securityAlert,セキュリティ脅威検知,セキュリティ脅威検知,보안 위협 감지,auto,crm
crm.aiHub.catalogSync.reportBuilder.threats,件の脅威,件の脅威,건의 위협,top500,crm
crm.aiHub.catalogSync.reportBuilder.dateCustom,カスタム,カスタム,사용자 설정,top500,crm
crm.aiHub.catalogSync.reportBuilder.allChannels,全チャネル,全チャネル,전체 채널,auto,crm
crm.aiHub.catalogSync.reportBuilder.connectedChannels,接続チャネル,接続チャネル,연결된 채널,top500,crm
crm.aiHub.catalogSync.reportBuilder.tplPreview,プレビュー,プレビュー,미리보기,auto,crm
crm.aiHub.catalogSync.reportBuilder.schedActive,アクティブ,アクティブ,활성,auto,crm
crm.aiHub.catalogSync.reportBuilder.cancel,キャンセル,キャンセル,취소,auto,crm
crm.aiHub.catalogSync.reportBuilder.savedTitle,保存済みレイアウト,保存済みレイアウト,저장된 레이아웃,top500,crm
crm.aiHub.catalogSync.settlements.colChannel,チャネル,チャネル,채널,auto,crm
crm.aiHub.catalogSync.settlements.colPlatformFee,プラットフォーム手数料,プラットフォーム手数料,플랫폼 수수료,auto,crm
crm.aiHub.catalogSync.settlements.csvDownload,CSVダウンロード,CSVダウンロード,CSV 다운로드,top500,crm
crm.aiHub.catalogSync.settlements.importBtn,インポート,インポート,가져오기,auto,crm
crm.aiHub.catalogSync.settlements.allChannels,全チャネル,全チャネル,전체 채널,auto,crm
crm.aiHub.catalogSync.settlements.allStatus,全ステータス,全ステータス,전체 상태,auto,crm
crm.aiHub.catalogSync.settlements.exchangeRate,為替レート,為替レート,환율,top500,crm
crm.aiHub.catalogSync.settlements.detailPlatformFee,プラットフォーム手数料,プラットフォーム手数料,플랫폼 수수료,auto,crm
crm.aiHub.catalogSync.settlements.detailStatus,ステータス,ステータス,상태,auto,crm
crm.aiHub.catalogSync.recon.tabReports,レポート,レポート,리포트,top500,crm
crm.aiHub.catalogSync.recon.uploadBtn,アップロード,アップロード,업로드,auto,crm
crm.aiHub.catalogSync.recon.channel,チャネル,チャネル,채널,auto,crm
crm.aiHub.catalogSync.recon.filterAll,全て,全て,전체,auto,crm
crm.aiHub.catalogSync.recon.report,レポート,レポート,리포트,top500,crm
crm.aiHub.catalogSync.recon.saveRules,ルール保存,ルール保存,규칙 저장,top500,crm
crm.aiHub.catalogSync.recon.platformFee,プラットフォーム手数料,プラットフォーム手数料,플랫폼 수수료,auto,crm
crm.aiHub.catalogSync.recon.platformCommission,プラットフォーム手数料,プラットフォーム手数料,플랫폼 수수료,auto,crm
crm.aiHub.catalogSync.recon.loading,読み込み中...,読み込み中...,로딩 중...,auto,crm
crm.aiHub.catalogSync.recon.secLockTitle,セキュリティ脅威検出,セキュリティ脅威検出,보안 위협 탐지,auto,crm
crm.aiHub.catalogSync.root_pageTitle_reviewsUgc,レビュー & UGC,レビュー & UGC,리뷰 & UGC,top500,crm
crm.aiHub.catalogSync.root_pageTitle_webPopup,ウェブポップアップ管理,ウェブポップアップ管理,웹 팝업 관리,top500,crm
crm.aiHub.journey.nodeTypes.trigger,トリガー,トリガー,트리거,top500,crm
crm.aiHub.journey.nodeTypes.email,メール,メール,이메일,auto,crm
crm.aiHub.journey.nodeTypes.ab_test,A/Bテスト,A/Bテスト,A/B 테스트,top500,crm
crm.aiHub.journey.nodeTypes.tag,タグ,タグ,태그,auto,crm
crm.aiHub.journey.nodeTypes.push,プッシュ通知,プッシュ通知,푸시 알림,auto,crm
crm.aiHub.journey.nodeTypes.popup,ウェブポップアップ,ウェブポップアップ,웹 팝업,auto,crm
crm.aiHub.journey.nodeTypes.kakao,カカオトーク,カカオトーク,카카오톡,auto,crm
crm.aiHub.journey.pageTitle,カスタマージャーニービルダー,カスタマージャーニービルダー,고객 여정 빌더,top500,crm
crm.aiHub.journey.tabList,ジャーニー一覧,ジャーニー一覧,여정 목록,top500,crm
crm.aiHub.journey.tabAnalytics,分析ダッシュボード,分析ダッシュボード,분석 대시보드,top500,crm
crm.aiHub.journey.cancel,キャンセル,キャンセル,취소,auto,crm
crm.aiHub.journey.journeyName,ジャーニー名,ジャーニー名,여정명,top500,crm
crm.aiHub.journey.triggerEvent,トリガーイベント,トリガーイベント,트리거 이벤트,top500,crm
crm.aiHub.journey.copy,コピー,コピー,복사,auto,crm
crm.aiHub.journey.statusActive,アクティブ,アクティブ,활성,auto,crm
crm.aiHub.journey.statusDraft,下書き,下書き,임시 저장,top500,crm
crm.aiHub.journey.trigger,トリガー,トリガー,트리거,top500,crm
crm.aiHub.journey.active,アクティブ,アクティブ,활성,auto,crm
crm.aiHub.journey.scheduled,予約済み,予約済み,예약됨,top500,crm
crm.aiHub.journey.triggerType,トリガータイプ,トリガータイプ,트리거 유형,top500,crm
crm.aiHub.journey.emailTestSend,テスト送信,テスト送信,테스트 발송,top500,crm
crm.aiHub.journey.kakaoTemplate,テンプレートコード,テンプレートコード,템플릿 코드,top500,crm
crm.aiHub.journey.kakaoMsgType,メッセージタイプ,メッセージタイプ,메시지 유형,top500,crm
crm.aiHub.journey.kakaoTest,テスト送信,テスト送信,테스트 발송,top500,crm
crm.aiHub.journey.lineTemplate,テンプレートコード,テンプレートコード,템플릿 코드,top500,crm
crm.aiHub.journey.lineMsgType,メッセージタイプ,メッセージタイプ,메시지 유형,top500,crm
crm.aiHub.journey.lineMsgTemplate,テンプレート,テンプレート,템플릿,auto,crm
crm.aiHub.journey.lineTestSend,テスト送信,テスト送信,테스트 발송,top500,crm
crm.aiHub.journey.waTemplate,テンプレート名,テンプレート名,템플릿명,top500,crm
crm.aiHub.journey.execLog,実行ログ,実行ログ,실행 로그,top500,crm
crm.aiHub.journey.analyticsConvRate,コンバージョン率,コンバージョン率,전환율,auto,crm
crm.aiHub.journey.colName,ジャーニー名,ジャーニー名,여정명,top500,crm
crm.aiHub.journey.colStatus,ステータス,ステータス,상태,auto,crm
crm.aiHub.journey.colActive,アクティブ,アクティブ,활성,auto,crm
crm.aiHub.journey.colTrigger,トリガー,トリガー,트리거,top500,crm
crm.aiHub.journey.triggerTypes.cart_abandoned,カート離脱,カート離脱,장바구니 이탈,top500,crm
crm.aiHub.journey.guideStartBtn,ジャーニーを作成する,ジャーニーを作成する,여정 생성,top500,crm
crm.aiHub.journey.guideNodesTitle,利用可能なノードタイプ,利用可能なノードタイプ,사용 가능한 노드 유형,top500,crm
crm.aiHub.omniChannel.badgeRegion,グローバル+国内,グローバル+国内,글로벌+국내,top500,crm
crm.aiHub.omniChannel.badgeFree,無料プラン,無料プラン,무료 플랜,auto,crm
crm.aiHub.omniChannel.tabChannels,チャネル連携,チャネル連携,채널 연동,top500,crm
crm.aiHub.omniChannel.tabChannelsDesc,チャネル一覧・接続状態,チャネル一覧・接続状態,채널 목록·연결 상태,top500,crm
crm.aiHub.omniChannel.tabInventoryDesc,リアルタイム在庫監視,リアルタイム在庫監視,실시간 재고 모니터링,top500,crm
crm.aiHub.omniChannel.tabOverviewDesc,チャネルKPIダッシュボード,チャネルKPIダッシュボード,채널 KPI 대시보드,top500,crm
crm.aiHub.omniChannel.tabGuideDesc,ステップ別設定案内,ステップ別設定案内,단계별 설정 안내,top500,crm
crm.aiHub.omniChannel.statusConnected,接続済み,接続済み,연결됨,auto,crm
crm.aiHub.omniChannel.guideTabsTitle,タブ機能案内,タブ機能案内,탭 기능 안내,auto,crm
crm.aiHub.omniChannel.guideDashName,チャネル連携,チャネル連携,채널 연동,top500,crm
crm.aiHub.omniChannel.guideGuideName,利用ガイド,利用ガイド,이용 가이드,auto,crm
crm.aiHub.omniChannel.kpiAllChannel,全チャネル,全チャネル,전체 채널,auto,crm
crm.aiHub.omniChannel.kpiIntegChannels,連携チャネル,連携チャネル,연동 채널,auto,crm
crm.aiHub.omniChannel.statusError,エラー,エラー,오류,auto,crm
crm.aiHub.omniChannel.statusUntested,未テスト,未テスト,미테스트,top500,crm
crm.aiHub.omniChannel.colChannel,チャネル,チャネル,채널,auto,crm
crm.aiHub.omniChannel.colCategory,カテゴリ,カテゴリ,카테고리,auto,crm
crm.aiHub.omniChannel.colStatus,ステータス,ステータス,상태,auto,crm
crm.aiHub.omniChannel.colRevenueShare,売上シェア,売上シェア,매출 점유율,auto,crm
crm.aiHub.omniChannel.allChannel,全チャネル,全チャネル,전체 채널,auto,crm
crm.aiHub.omniChannel.loading,読み込み中...,読み込み中...,로딩 중...,auto,crm
crm.aiHub.omniChannel.noData,データなし,データなし,데이터 없음,auto,crm
crm.aiHub.omniChannel.btnConnTest,接続テスト,接続テスト,연결 테스트,auto,crm
crm.aiHub.omniChannel.btnClose,閉じる,閉じる,닫기,auto,crm
crm.aiHub.omniChannel.statusCancelReq,キャンセル,キャンセル,취소,auto,crm
crm.aiHub.omniChannel.active,アクティブ,アクティブ,활성,auto,crm
crm.aiHub.omniChannel.inactive,非アクティブ,非アクティブ,비활성,auto,crm
crm.aiHub.omniChannel.liveSyncMsg,リアルタイムクロスタブ同期有効 — 全モジュールデータがリアルタイム反映,リアルタイムクロスタブ同期有効 — 全モジュールデータがリアルタイム反映,실시간 크로스탭 동기화 활성화 — 모든 모듈 데이터 실시간 반영,top500,crm
crm.aiHub.omniChannel.xssBlocked,悪意ある入力が検出されブロックされました。,悪意ある入力が検出されブロックされました。,악성 입력이 감지되어 차단되었습니다.,top500,crm
crm.aiHub.omniChannel.stepLabel,ステップ,ステップ,단계,auto,crm
crm.aiHub.webPopup.linkUrl,ショートカットURL,ショートカットURL,단축 URL,top500,crm
crm.aiHub.webPopup.platformKakao,カカオチャネル,カカオチャネル,카카오 채널,auto,crm
crm.aiHub.webPopup.platformPopup,Webポップアップ,Webポップアップ,웹 팝업,top500,crm
crm.aiHub.webPopup.heroDesc,API キーを登録し接続状態を管理します。,API キーを登録し接続状態を管理します。,API 키를 등록하고 연결 상태를 관리합니다.,auto,crm
crm.aiHub.webPopup.badgeAB,A/Bテスト,A/Bテスト,A/B 테스트,top500,crm
crm.aiHub.webPopup.statConv,コンバージョン,コンバージョン,전환,auto,crm
crm.aiHub.webPopup.tabOverview,パフォーマンス,パフォーマンス,퍼포먼스,auto,crm
crm.aiHub.webPopup.tabManage,ポップアップ管理,ポップアップ管理,팝업 관리,top500,crm
crm.aiHub.webPopup.tabLive,ライブプレビュー,ライブプレビュー,실시간 미리보기,top500,crm
crm.aiHub.webPopup.tabAB,A/Bテスト,A/Bテスト,A/B 테스트,top500,crm
crm.aiHub.webPopup.colName,キャンペーン名,キャンペーン名,캠페인명,auto,crm
crm.aiHub.webPopup.colTrigger,トリガー,トリガー,트리거,top500,crm
crm.aiHub.webPopup.colStatus,ステータス,ステータス,상태,auto,crm
crm.aiHub.webPopup.colClicks,クリック,クリック,클릭,auto,crm
crm.aiHub.webPopup.colConv,コンバージョン,コンバージョン,전환,auto,crm
crm.aiHub.webPopup.preview,プレビュー,プレビュー,미리보기,auto,crm
crm.aiHub.webPopup.triggerExit,カート離脱,カート離脱,장바구니 이탈,top500,crm
crm.aiHub.webPopup.triggerScroll,スクロール深度,スクロール深度,스크롤 깊이,top500,crm
crm.aiHub.webPopup.editPopup,ポップアップ編集,ポップアップ編集,팝업 편집,top500,crm
crm.aiHub.webPopup.popupName,ポップアップ名,ポップアップ名,팝업명,top500,crm
crm.aiHub.webPopup.title,タイトル,タイトル,제목,top500,crm
crm.aiHub.webPopup.buyNow,今すぐ購入,今すぐ購入,지금 구매하기,top500,crm
crm.aiHub.webPopup.triggerType,トリガータイプ,トリガータイプ,트리거 유형,top500,crm
crm.aiHub.webPopup.abResult,A/Bテスト結果,A/Bテスト結果,A/B 테스트 결과,top500,crm
crm.aiHub.webPopup.aiThemeNewsletter,ニュースレター,ニュースレター,뉴스레터,top500,crm
crm.aiHub.webPopup.aiThemeCart,カート離脱,カート離脱,장바구니 이탈,top500,crm
crm.aiHub.webPopup.aiThemeWelcome,ウェルカム,ウェルカム,환영 메시지,top500,crm
crm.aiHub.webPopup.aiThemeFlash,フラッシュセール,フラッシュセール,플래시 세일,top500,crm
crm.aiHub.webPopup.aiThemeSeason,シーズンイベント,シーズンイベント,시즌 이벤트,top500,crm
crm.aiHub.webPopup.aiGenerate,AIデザイン生成,AIデザイン生成,AI 디자인 생성,top500,crm
crm.aiHub.webPopup.guideDashName,パフォーマンス,パフォーマンス,퍼포먼스,auto,crm
crm.aiHub.webPopup.guideFeedName,ポップアップ管理,ポップアップ管理,팝업 관리,top500,crm
crm.aiHub.webPopup.guideTrendName,ライブプレビュー,ライブプレビュー,실시간 미리보기,top500,crm
crm.aiHub.webPopup.guideSettingsName,A/Bテスト,A/Bテスト,A/B 테스트,top500,crm
crm.aiHub.webPopup.uploadImage,画像アップロード,画像アップロード,이미지 업로드,top500,crm
crm.aiHub.webPopup.uploadDragDrop,ドラッグ＆ドロップまたはクリック,ドラッグ＆ドロップまたはクリック,드래그 앤 드롭 또는 클릭,top500,crm
crm.aiHub.webPopup.uploadPreview,プレビュー,プレビュー,미리보기,auto,crm
crm.aiHub.title,統合ハブ,統合ハブ,통합 허브,auto,crm
crm.aiHub.upgradeBtn,💎 Proアップグレード,💎 Proアップグレード,💎 Pro 업그레이드,auto,crm
crm.aiHub.filterAll,すべて,すべて,전체,auto,crm
crm.aiHub.guideStartBtn,ジャーニーを作成する,ジャーニーを作成する,여정 생성,top500,crm
