ja_value,proposed_ko,source,batch
ウィジェットリファレンス,위젯 레퍼런스,b8_batch,02
ウィジェット数,위젯 수,b8_batch,02
ウェブサイト,웹사이트,b8_batch,02
ウェブサイトポップアップキャンペーン管理,웹사이트 팝업 캠페인 관리,top500_fallback,T500
ウェブトラフィック誘導,웹 트래픽 유도,b8_batch,07
ウェブポップアップ完全マニュアル,웹 팝업 완전 매뉴얼,b8_batch,02
ウェブポップアップ管理,웹 팝업 관리,top500_fallback,T500
ウェルカム,환영 메시지,top500_fallback,T500
ウェルカムシリーズ,웰컴 시리즈,b8_batch,02
エスカレーション,에스컬레이션,top500_fallback,T500
エッジなし — 統合ハブでチャネルを接続してください,연결 없음 — 통합 허브에서 채널을 연결해주세요,top500_fallback,T500
エッジ重み = 貢献度指標,엣지 가중치 = 기여도 지표,top500_fallback,T500
エネルギー使用量,에너지 사용량,b8_batch,07
エラー商品,오류 상품,b8_batch,02
エンゲージメント,참여도,top500_fallback,T500
エンゲージメント率,참여율,top500_fallback,T500
エンゲージメント率5%+·注文50件+コンテンツ,참여율 5%+·주문 50건+ 콘텐츠,b8_batch,02
エンタープライズグレード ドラッグ&ドロップ ダッシュボードスタジオ,엔터프라이즈급 드래그&드롭 대시보드 스튜디오,b8_batch,02
エンタープライズセキュリティ,엔터프라이즈 보안,b8_batch,07
エンタープライズ級のリアルタイム脅威検知システム。,엔터프라이즈급 실시간 위협 감지 시스템.,b8_batch,02
エンドツーエンド,엔드 투 엔드,b8_batch,02
オファー・契約・e-Sign・決済,오퍼·계약·e-Sign·결제,b8_batch,09
オプション/バリエーション,옵션/배리에이션,b8_batch,02
オムニチャネル,옴니채널,top500_fallback,T500
オムニチャネルコマース売上と精算を統合管理します。,옴니채널 커머스 매출과 정산을 통합 관리합니다.,b8_batch,07
オムニチャネルメッセージング,옴니채널 메시징,b8_batch,07
オムニチャネル売上、注文処理状況、精算内訳を確認できます。各チャネルの手数料が自動反映されます。,"옴니채널 매출, 주문 처리 현황, 정산 내역을 확인할 수 있습니다. 각 채널의 수수료가 자동으로 반영됩니다.",b8_batch,07
オムニチャネル完全マニュアル,옴니채널 완전 매뉴얼,b8_batch,02
オムニチャネル管理,옴니채널 관리,b8_batch,02
オンボーディング,온보딩,b8_batch,09
オンボーディングガイド,온보딩 가이드,b8_batch,07
オンボーディング完了。Geniego-ROIでROIを最大化しましょう。,온보딩이 완료되었습니다. Geniego-ROI로 ROI를 극대화해보세요.,top500_fallback,T500
オンボーディング開始,온보딩 시작,top500_fallback,T500
オーガニック,오가닉,b8_batch,09
オークション,경매,b8_batch,02
オーディエンスセグメントID,오디언스 세그먼트 ID,b8_batch,02
オーディエンスターゲティング,오디언스 타게팅,top500_fallback,T500
カウント,카운트,b8_batch,07
カカオアリムトーク/フレンドトークを送信。登録済みテンプレートコードを使用します。,카카오 알림톡/친구톡을 발송합니다. 등록된 템플릿 코드를 사용합니다.,b8_batch,02
カカオクリック,카카오 클릭,b8_batch,02
カカオショッピング,카카오 쇼핑,b8_batch,09
カカオチャネルが接続されていません。統合ハブでAPIキーを登録してください。,카카오 채널이 연결되지 않았습니다. 통합 허브에서 API 키를 등록해주세요.,b8_batch,07
カカオトーク活用,카카오톡 활용,b8_batch,09
カカオビズボード（大型広告）,카카오 비즈보드(대형 광고),b8_batch,07
カカオメッセージを送信します。,카카오 메시지를 발송합니다.,b8_batch,02
カカオ履歴なし,카카오 이력 없음,b8_batch,07
カカオ送信シミュレーション: {{count}}名,카카오 발송 시뮬레이션: {{count}}명,b8_batch,02
カカオ通知,카카오 알림,b8_batch,07
カカオ通知トーク・フレンドトーク・統計,카카오 알림톡·친구톡·통계,b8_batch,07
カジュアル,캐주얼,top500_fallback,T500
カスタマーサポート,고객 지원,b8_batch,07
カスタマージャーニーデータが連携されると自動的に分析が開始されます。,고객 여정 데이터가 연동되면 자동으로 분석이 시작됩니다.,b8_batch,07
カスタマージャーニービルダー,고객 여정 빌더,top500_fallback,T500
カスタマージャーニービルダー — Pro以上,고객 여정 빌더 — Pro 이상,b8_batch,07
カスタマージャーニービルダー（新）,고객 여정 빌더(신규),b8_batch,07
カスタム,사용자 설정,top500_fallback,T500
カスタムWebhook高度設定,커스텀 Webhook 고급 설정,b8_batch,07
カスタムイベント,커스텀 이벤트,b8_batch,02
カスタムイメージプロンプト,커스텀 이미지 프롬프트,b8_batch,09
カスタムダッシュボード設定,커스텀 대시보드 설정,b8_batch,07
カスタムポップアップ登録,커스텀 팝업 등록,b8_batch,02
カスタムレポート・Excel出力,커스텀 리포트·Excel 출력,b8_batch,07
カスタム・Excel,커스텀·Excel,b8_batch,07
カスタム画像アップロード,사용자 이미지 업로드,top500_fallback,T500
カスタム研修・ワークショップ,맞춤 교육·워크숍,b8_batch,07
カスタム見積もりが必要です。contact@genie-roi.comへお問い合わせください。,맞춤 견적이 필요합니다. contact@genie-roi.com으로 문의해주세요.,b8_batch,07
カスタム＆専用サービス,커스텀 & 전용 서비스,b8_batch,07
カタログ,카탈로그,b8_batch,02
カタログ同期,카탈로그 동기화,top500_fallback,T500
カタログ同期は、商品カタログを複数の販売チャネルに自動登録・管理するエンタープライズ級統合ソリューションです。以下の8ステップに従って設定してください。,카탈로그 동기화는 상품 카탈로그를 여러 판매 채널에 자동 등록·관리하는 엔터프라이즈급 통합 솔루션입니다. 아래 8단계를 따라 설정해주세요.,b8_batch,02
カタログ同期は、複数の販売チャネルに商品を一括登録・管理し、価格・在庫をリアルタイム同期するモジュールです。,카탈로그 동기화는 여러 판매 채널에 상품을 일괄 등록·관리하고 가격·재고를 실시간 동기화하는 모듈입니다.,b8_batch,02
カテゴリとチャネルを選択すると、AIが最適な広告素材を自動生成します。,카테고리와 채널을 선택하면 AI가 최적의 광고 소재를 자동 생성합니다.,b8_batch,09
カテゴリと広告チャネルを1つ以上選択してください。,카테고리와 광고 채널을 1개 이상 선택해주세요.,b8_batch,09
カテゴリを選択し、,"카테고리를 선택하고,",b8_batch,09
カテゴリマッピング,카테고리 매핑,top500_fallback,T500
カテゴリマッピングが保存されました。,카테고리 매핑이 저장되었습니다.,b8_batch,02
カテゴリ提案,카테고리 추천,top500_fallback,T500
カテゴリ追加,카테고리 추가,b8_batch,02
カテゴリ配分,카테고리 배분,b8_batch,09
カラー,컬러,b8_batch,02
カラー準拠率,컬러 준수율,b8_batch,09
カルーセル,캐러셀,b8_batch,09
カルーセル広告,캐러셀 광고,b8_batch,09
カレンダー,캘린더,top500_fallback,T500
カレンダービュー,캘린더 보기,top500_fallback,T500
カート,장바구니,top500_fallback,T500
カート→購入,장바구니→구매,top500_fallback,T500
カートに追加,장바구니에 추가,b8_batch,02
カート復旧,장바구니 복구,top500_fallback,T500
カート率,장바구니 전환율,top500_fallback,T500
カート追加,장바구니 추가,b8_batch,07
カート金額以上,장바구니 금액 이상,b8_batch,02
カート離脱,장바구니 이탈,top500_fallback,T500
ガイド,가이드,top500_fallback,T500
ガイドライン違反,가이드라인 위반,b8_batch,09
ガバナンス,거버넌스,b8_batch,07
ガバナンスログなし,거버넌스 로그 없음,b8_batch,02
ガードレール管理,가드레일 관리,b8_batch,02
キッチン,키친,b8_batch,09
キャンセル要請,취소 요청,b8_batch,07
キャンバスクリア,캔버스 초기화,top500_fallback,T500
キャンペーン ➔ 広告セット ➔ 広告,캠페인 ➔ 광고 세트 ➔ 광고,top500_fallback,T500
キャンペーン/広告セット分析,캠페인/광고 세트 분석,b8_batch,09
キャンペーンID,캠페인 ID,b8_batch,02
キャンペーンROIランキング,캠페인 ROI 랭킹,b8_batch,02
キャンペーンROI・成果分析,캠페인 ROI·성과 분석,b8_batch,07
キャンペーンがありません,캠페인이 없습니다,b8_batch,09
キャンペーンがありません。,캠페인이 없습니다.,b8_batch,02
キャンペーンがありません。まずマーケティング戦略を生成してください。,캠페인이 없습니다. 먼저 마케팅 전략을 생성해주세요.,b8_batch,09
キャンペーンがありません。新しいキャンペーンを作成してください。,캠페인이 없습니다. 새 캠페인을 생성해주세요.,b8_batch,02
キャンペーンがまだありません,아직 캠페인이 없습니다,b8_batch,02
キャンペーンなし,캠페인 없음,b8_batch,02
キャンペーンに活用,캠페인에 활용,b8_batch,09
キャンペーンに適用,캠페인에 적용,b8_batch,09
キャンペーンのパフォーマンス,캠페인 퍼포먼스,b8_batch,01
キャンペーンの作成・送信・パフォーマンス管理,캠페인 생성·발송·퍼포먼스 관리,b8_batch,02
キャンペーンを選択,캠페인 선택,b8_batch,07
キャンペーンスケジュール,캠페인 일정,b8_batch,07
キャンペーンタブで個別キャンペーンのインプレッション、CTR、予算、支出、利益、CPC、CPA、ROIを詳細分析します。,"캠페인 탭에서 개별 캠페인의 노출, CTR, 예산, 지출, 이익, CPC, CPA, ROI를 상세 분석합니다.",b8_batch,09
キャンペーンマネージャー,캠페인 매니저,b8_batch,09
キャンペーンマネージャーで監視,캠페인 매니저에서 모니터링,b8_batch,09
キャンペーン・クリエイティブ・キーワード・オーディエンスレベルのインプレッション/クリック/コンバージョンイベント標準スキーマ,캠페인·크리에이티브·키워드·오디언스 수준의 노출/클릭/전환 이벤트 표준 스키마,b8_batch,02
キャンペーン・精算,캠페인·정산,b8_batch,07
キャンペーン一覧検索,캠페인 목록 검색,b8_batch,02
キャンペーン予算,캠페인 예산,b8_batch,09
キャンペーン作成,캠페인 생성,top500_fallback,T500
キャンペーン分析,캠페인 분석,b8_batch,09
キャンペーン別のクリック・コンバージョンを比較し、最高パフォーマンスのクリエイティブを特定します。,캠페인별 클릭·전환을 비교해 가장 성과가 높은 크리에이티브를 확인합니다.,b8_batch,09
キャンペーン別の詳細指標をテーブルで確認します。,캠페인별 상세 지표를 표로 확인합니다.,b8_batch,09
キャンペーン名*,캠페인명*,b8_batch,02
キャンペーン名、実行期間（月次/四半期/半期）、ターゲットオーディエンスを設定します。AIがチャネル別最適ターゲティングを提案します。,"캠페인명, 실행 기간(월간/분기/반기), 타겟 오디언스를 설정합니다. AI가 채널별 최적 타겟팅을 제안합니다.",b8_batch,09
キャンペーン名（未入力時は自動生成）,캠페인명(미입력 시 자동 생성),b8_batch,09
キャンペーン成果,캠페인 성과,b8_batch,09
キャンペーン承認,캠페인 승인,top500_fallback,T500
キャンペーン期間,캠페인 기간,b8_batch,09
キャンペーン比較,캠페인 비교,b8_batch,09
キャンペーン現況,캠페인 현황,top500_fallback,T500
キャンペーン目標,캠페인 목표,b8_batch,02
キャンペーン管理,캠페인 관리,top500_fallback,T500
キャンペーン素材A/Bテスト,캠페인 소재 A/B 테스트,b8_batch,07
キャンペーン終了後、チャネル別ROAS、CPA、CTRなどの主要指標を分析します。AIが次回キャンペーンの改善点を提案します。,"캠페인 종료 후 채널별 ROAS, CPA, CTR 등 주요 지표를 분석합니다. AI가 다음 캠페인의 개선점을 제안합니다.",b8_batch,09
キャンペーン自動一時停止 + 即時Slack通知,캠페인 자동 일시 정지 + 즉시 Slack 알림,b8_batch,02
キャンペーン自動実行,캠페인 자동 실행,b8_batch,02
キャンペーン複製,캠페인 복제,top500_fallback,T500
キャンペーン設定,캠페인 설정,b8_batch,09
キャンペーン設定から開始,캠페인 설정에서 시작,b8_batch,09
キャンペーン設定へ移動,캠페인 설정으로 이동,top500_fallback,T500
キャンペーン設定・管理・リスト・レポート,캠페인 설정·관리·목록·리포트,b8_batch,07
キャンペーン選択(最大4),캠페인 선택(최대 4개),b8_batch,09
キャンペーン階層,캠페인 계층 구조,top500_fallback,T500
キーワード,키워드,top500_fallback,T500
キーワードテキスト,키워드 텍스트,b8_batch,02
キーワードマッチタイプ,키워드 매치 유형,b8_batch,02
キーワード分析,키워드 분석,top500_fallback,T500
キー作成,키 생성,b8_batch,01
キー削除,키 삭제,b8_batch,01
キー発見,키 발견,b8_batch,02
ギャラリー,갤러리,b8_batch,09
クイックリンク,퀵 링크,b8_batch,07
クッキー重複防止,쿠키 중복 방지,b8_batch,02
クリエイター/コンテンツROI分析,크리에이터/콘텐츠 ROI 분석,b8_batch,07
クリエイターAI評価ランキング,크리에이터 AI 평가 랭킹,b8_batch,02
クリエイターID統合,크리에이터 ID 통합,b8_batch,02
クリエイターID統合(複製/なりすまし)·モジュール式契約·自動精算·ROIランキング·コンテンツ再利用提案,크리에이터 ID 통합(중복/사칭)·모듈형 계약·자동 정산·ROI 랭킹·콘텐츠 재활용 제안,b8_batch,07
クリエイターROI,크리에이터 ROI,b8_batch,02
クリエイターROI < 10x,크리에이터 ROI < 10x,b8_batch,02
クリエイターROIランキング,크리에이터 ROI 랭킹,b8_batch,02
クリエイターに更新依頼メール,크리에이터에게 갱신 요청 메일,b8_batch,02
クリエイターのパフォーマンス,크리에이터 퍼포먼스,b8_batch,01
クリエイターティア,크리에이터 티어,b8_batch,02
クリエイター別ROI順位·高閲覧/低購入分析·コンテンツ再利用推薦,크리에이터별 ROI 순위·고조회/저구매 분석·콘텐츠 재활용 추천,b8_batch,02
クリエイター売上,크리에이터 매출,b8_batch,07
クリエイター情報,크리에이터 정보,b8_batch,02
クリエイター数,크리에이터 수,b8_batch,07
クリエイター精算,크리에이터 정산,b8_batch,07
クリエイター統合,크리에이터 통합,top500_fallback,T500
クリエイター識別,크리에이터 식별,b8_batch,02
クリエイティブ(広告)ID,크리에이티브(광고) ID,b8_batch,02
クリエイティブIDを選択または入力,크리에이티브 ID 선택 또는 입력,top500_fallback,T500
クリエイティブなパフォーマンス,크리에이티브 성과,b8_batch,08
クリエイティブスコア,크리에이티브 점수,top500_fallback,T500
クリエイティブタイプ,크리에이티브 유형,b8_batch,02
クリエイティブデータなし,크리에이티브 데이터 없음,b8_batch,09
クリエイティブ保存,크리에이티브 저장,b8_batch,09
クリエイティブ分析,크리에이티브 분석,b8_batch,09
クリエイティブ名,크리에이티브명,b8_batch,02
クリエイティブ安全,크리에이티브 안전,b8_batch,02
クリエイティブ重み,크리에이티브 가중치,top500_fallback,T500
クリエイティブ（広告素材）,크리에이티브(광고 소재),top500_fallback,T500
クリックして連動ハブでAPIキーを設定してください,클릭하여 연동 허브에서 API 키를 설정해주세요,b8_batch,09
クリックして選択,클릭하여 선택,top500_fallback,T500
クリック単価,클릭 단가,b8_batch,02
クリック率%,클릭률(%),b8_batch,08
クリック率(CTR),클릭률(CTR),top500_fallback,T500
クレーム/返品,클레임/반품,top500_fallback,T500
クレームID,클레임 ID,b8_batch,09
クレームなし,클레임 없음,b8_batch,09
クレーム率,클레임률,b8_batch,09
クロスチャネル統合,크로스 채널 통합,b8_batch,02
クロスモジュール統合,크로스 모듈 통합,b8_batch,07
クーポン/プロモーション運営とAI広告マーケティングデザイン生成を一画面で管理します。,쿠폰/프로모션 운영과 AI 광고 마케팅 디자인 생성을 한 화면에서 관리합니다.,b8_batch,09
クーポンが適用されました！,쿠폰이 적용되었습니다!,b8_batch,02
クーポンコード,쿠폰 코드,b8_batch,09
クーポンコードはメールで送信 · 個人情報収集なしで即時適用可能,쿠폰 코드는 이메일로 발송 · 개인정보 수집 없이 즉시 적용 가능,b8_batch,02
クーポン作成・ディール管理,쿠폰 생성·딜 관리,b8_batch,09
クーポン割引,쿠폰 할인,b8_batch,02
クーポン悪用,쿠폰 악용,b8_batch,02
クーポン期限まで,쿠폰 만료까지,b8_batch,02
クーポン期限迫る,쿠폰 만료 임박,b8_batch,02
クールダウン,쿨다운,b8_batch,02
グラフスコア,그래프 점수,top500_fallback,T500
グラフスコアリング,그래프 스코어링,top500_fallback,T500
グラフブラウザ,그래프 브라우저,top500_fallback,T500
グローバル+国内,글로벌+국내,top500_fallback,T500
グローバルコマース,글로벌 커머스,b8_batch,02
グローバルチャネル,글로벌 채널,b8_batch,02
グローバルチャネル — Pro以上,글로벌 채널 — Pro 이상,b8_batch,07
グローバルチャネル全体（新）,글로벌 채널 전체(신규),b8_batch,07
グローバルトリガー設定,글로벌 트리거 설정,b8_batch,02
グローバルマークアップ(%),글로벌 마크업(%),b8_batch,02
グローバル・日本・国内13の販売チャネルを一つのダッシュボードで統合管理。APIキー登録、商品/受注/在庫のリアルタイム同期。,"글로벌·일본·국내 13개 판매 채널을 하나의 대시보드에서 통합 관리합니다. API 키 등록, 상품/주문/재고 실시간 동기화.",b8_batch,02
グローバル売上,글로벌 매출,top500_fallback,T500
グローバル売上と通貨別実績を確認します。,글로벌 매출과 통화별 실적을 확인합니다.,b8_batch,02
グローバル売上タブで国をクリックすると詳細分析が表示されます。,글로벌 매출 탭에서 국가를 클릭하면 상세 분석이 표시됩니다.,b8_batch,07
グローバル売上・地域分析,글로벌 매출·지역 분석,b8_batch,07
グローバル多言語対応,글로벌 다국어 지원,b8_batch,07
グローバル市場別売上データをワールドマップと共に可視化します。,글로벌 시장별 매출 데이터를 월드맵과 함께 시각화합니다.,b8_batch,07
グローバル広告,글로벌 광고,b8_batch,02
ケーススタディ,케이스 스터디,b8_batch,09
ゲーム理論に基づく公正なチャネル貢献度を算出。すべてのチャネル組合せ(2^n)を精密計算。,게임 이론에 기반한 공정한 채널 기여도를 산출합니다. 모든 채널 조합(2^n)을 정밀 계산합니다.,b8_batch,07
コアKPI,핵심 KPI,b8_batch,01
コスト削減効果,비용 절감 효과,b8_batch,07
コスト最適化,비용 최적화,b8_batch,02
コスト最適化と追跡のため複数注文を単一配送に統合します。,비용 최적화와 추적 관리를 위해 여러 주문을 하나의 배송으로 통합합니다.,b8_batch,09
コスト構造分析,비용 구조 분석,b8_batch,01
コネクタ同期,커넥터 동기화,b8_batch,01
コネクタ設定,커넥터 설정,top500_fallback,T500
コピー完了!,복사 완료!,b8_batch,02
コホート,코호트,top500_fallback,T500
コホート・P&L,코호트·P&L,b8_batch,07
コホート分析,코호트 분석,top500_fallback,T500
コマーシャルインボイス,상업 송장,b8_batch,09
コマース·決済,커머스·결제,b8_batch,07
コマースオーナー,커머스 운영자,top500_fallback,T500
コマースチャネル連携,커머스 채널 연동,b8_batch,07
コマース・精算,커머스·정산,b8_batch,07
コマース・精算管理,커머스·정산 관리,b8_batch,07
コマース＆物流（国内）,커머스 & 물류(국내),b8_batch,07
コミュニティ,커뮤니티,top500_fallback,T500
コミュニティ分析,커뮤니티 분석,top500_fallback,T500
コンソール,콘솔,top500_fallback,T500
コンテンツ/LP最適化推奨,콘텐츠/LP 최적화 추천,b8_batch,02
コンテンツカレンダーの使い方·6ステップワークフロー説明,콘텐츠 캘린더 사용법·6단계 워크플로우 설명,b8_batch,02
コンテンツスケジュール管理 · チーム協業 · マルチチャネル配信 · AI分析,콘텐츠 스케줄 관리 · 팀 협업 · 멀티채널 배포 · AI 분석,b8_batch,02
コンテンツタイプ,콘텐츠 유형,b8_batch,02
コンテンツパフォーマンス,콘텐츠 퍼포먼스,b8_batch,02
コンテンツ再利用推薦,콘텐츠 재활용 추천,b8_batch,02
コンテンツ別貢献度,콘텐츠별 기여도,b8_batch,07
コンテンツ実績,콘텐츠 실적,b8_batch,02
コンテンツ活動・クリック・クーポン・契約・権利/ホワイトリスト標準スキーマ,콘텐츠 활동·클릭·쿠폰·계약·권리/화이트리스트 표준 스키마,b8_batch,02
コンテンツ登録,콘텐츠 등록,top500_fallback,T500
コンテンツ種別,콘텐츠 유형,top500_fallback,T500
コンテンツ管理ワークフロー案内,콘텐츠 관리 워크플로우 안내,b8_batch,02
コンテンツ貢献度,콘텐츠 기여도,b8_batch,07
コンテンツ貢献率,콘텐츠 기여율,b8_batch,07
コンバージョンデータ,전환 데이터,b8_batch,02
コンバージョンデータをバーチャートで可視化します。,전환 데이터를 막대 차트로 시각화합니다.,b8_batch,02
コンバージョンパス分析,전환 경로 분석,b8_batch,07
コンバージョンファネル,전환 퍼널,top500_fallback,T500
コンバージョンファネル (訪問 → 購入),전환 퍼널 (방문 → 구매),b8_batch,02
コンバージョン数,전환 수,b8_batch,02
コンバージョン率平均+18%向上,평균 전환율 +18% 향상,top500_fallback,T500
コンバージョン追跡・ピクセルデータ,전환 추적·픽셀 데이터,b8_batch,02
コンバージョン金額,전환 금액,b8_batch,02
コンプライアンス用全操作記録,컴플라이언스용 전체 작업 기록,top500_fallback,T500
サイズ,사이즈,b8_batch,02
サブスクリプション,구독,b8_batch,09
サブスクリプション＆請求,구독 & 청구,b8_batch,07
サプライチェーン,공급망,top500_fallback,T500
サプライチェーンデータは価格最適化、WMS管理者などの他モジュールとリアルタイム連携されます。,"공급망 데이터는 가격 최적화, WMS 관리자 등 다른 모듈과 실시간으로 연동됩니다.",b8_batch,09
サプライチェーンリスク早期検知,공급망 리스크 조기 감지,top500_fallback,T500
サプライチェーン分析,공급망 분석,b8_batch,09
サプライチェーン可視性,공급망 가시성,b8_batch,09
サプライチェーン管理,공급망 관리,top500_fallback,T500
サプライヤー,공급업체,top500_fallback,T500
サプライヤー → 生産 → 出荷 → 通関 → 入庫 → 出庫の全フロー リアルタイム追跡、リードタイム自動計算、供給リスク検知,"공급사 → 생산 → 출하 → 통관 → 입고 → 출고 전체 흐름을 실시간 추적하고, 리드타임 자동 계산 및 공급 리스크 감지를 지원합니다.",b8_batch,09
サプライヤーから消費者まで全サプライチェーンの可視性をリアルタイムで確認します。,공급업체부터 소비자까지 전체 공급망 가시성을 실시간으로 확인합니다.,top500_fallback,T500
サプライヤー保有,공급사 보유,b8_batch,09
サプライヤー情報、支払条件、リードタイム、発注履歴を管理します。,"공급사 정보, 지급 조건, 리드타임, 발주 이력을 관리합니다.",b8_batch,09
サプライヤー管理,공급사 관리,b8_batch,09
サプライヤー選択,공급사 선택,b8_batch,09
サポートチケット,지원 티켓,b8_batch,07
サマリースコア,종합 점수,top500_fallback,T500
サマリータブで最適化結果をレビューします。カタログ同期で推薦価格をリアルタイムでチャネルに適用します。,요약 탭에서 최적화 결과를 검토합니다. 카탈로그 동기화를 통해 추천 가격을 채널에 실시간으로 적용합니다.,b8_batch,09
サマリーダッシュボード,요약 대시보드,top500_fallback,T500
サンプルDL,샘플 다운로드,b8_batch,09
サーバーサイド,서버사이드,b8_batch,07
サーバーサイドCAPI,서버 사이드 CAPI,b8_batch,02
サーバーサイドCAPI連携が必要,서버 사이드 CAPI 연동 필요,b8_batch,02
サーバーサイドConversion Event転送でiOS 14+の計測を復元,서버 사이드 Conversion Event 전송으로 iOS 14+ 측정 복원,b8_batch,02
サーバーサイドイベント,서버 사이드 이벤트,b8_batch,02
サーバーモニター,서버 모니터,top500_fallback,T500
サーバー同期完了,서버 동기화 완료,b8_batch,09
サーバー状態とAPI応答率を監視します。,서버 상태와 API 응답률을 모니터링합니다.,b8_batch,02
サービスアカウント,서비스 계정,b8_batch,02
システム,시스템,top500_fallback,T500
システムインフラ状態とセキュリティ監視を提供します。,시스템 인프라 상태와 보안 모니터링을 제공합니다.,b8_batch,07
システムタブで定期的にAPIとサーバーを確認しましょう。,시스템 탭에서 주기적으로 API와 서버를 확인하세요.,b8_batch,02
システムモニタアラート設定,시스템 모니터 알림 설정,b8_batch,07
システム・インフラ監視,시스템·인프라 모니터링,b8_batch,07
システム正常稼働中,시스템 정상 운영 중,b8_batch,09
システム状態・APIモニタリング,시스템 상태·API 모니터링,b8_batch,07
システム現況タブでAPI状態、インフラレイテンシ、セキュリティ脅威をリアルタイムで監視できます。,"시스템 현황 탭에서 API 상태, 인프라 레이턴시, 보안 위협을 실시간으로 모니터링할 수 있습니다.",b8_batch,07
シミュレーション,시뮬레이션,b8_batch,09
シミュレーション (Dry-Run),시뮬레이션 (Dry-Run),b8_batch,02
シミュレーション実行,시뮬레이션 실행,b8_batch,02
シミュレーション結果,시뮬레이션 결과,b8_batch,09
ショッピングPixel ID,쇼핑 Pixel ID,b8_batch,02
ショッピング広告,쇼핑 광고,b8_batch,09
ショート,숏폼,b8_batch,09
ショートカット,단축 링크,b8_batch,02
ショートカットURL,단축 URL,top500_fallback,T500
ショートカットURLリンク追加,단축 URL 링크 추가,b8_batch,09
ショートカットリンク有効,단축 링크 활성화,b8_batch,02
シーズン,시즌,b8_batch,02
シーズンイベント,시즌 이벤트,top500_fallback,T500
シーズンプロモ,시즌 프로모션,b8_batch,09
ジャーニーがありません。テンプレートから始めましょう！,여정이 없습니다. 템플릿으로 시작해보세요!,b8_batch,06
ジャーニーがありません。新しいジャーニーを作成しましょう！,여정이 없습니다. 새 여정을 생성해보세요!,b8_batch,02
ジャーニーの終了地点を示します。,여정의 종료 지점을 나타냅니다.,b8_batch,02
ジャーニーの開始点です。,여정의 시작점입니다.,b8_batch,02
ジャーニーの開始点です。会員登録、購入、カート離脱などのイベントでトリガーされます。,"여정의 시작점입니다. 회원가입, 구매, 장바구니 이탈 등의 이벤트로 트리거됩니다.",b8_batch,02
ジャーニーを作成する,여정 생성,top500_fallback,T500
ジャーニーキャンバス（ドラッグ＆ドロップ）,여정 캔버스(드래그 앤 드롭),b8_batch,07
ジャーニーテンプレート,여정 템플릿,b8_batch,02
ジャーニーパフォーマンス統計分析,여정 성과 통계 분석,b8_batch,07
ジャーニー一覧,여정 목록,top500_fallback,T500
ジャーニー別パフォーマンス,여정별 퍼포먼스,b8_batch,02
ジャーニー名,여정명,top500_fallback,T500
ジャーニー実行・AI推奨データがモデル貢献度に含まれます,여정 실행·AI 추천 데이터가 모델 기여도에 포함됩니다,b8_batch,07
ジョブID,작업 ID,b8_batch,02
ジョブ履歴,작업 이력,top500_fallback,T500
ジョブ更新,작업 새로고침,top500_fallback,T500
スキンケア,스킨케어,b8_batch,09
スキーマ,스키마,b8_batch,02
スキーマに戻る,스키마로 돌아가기,b8_batch,02
スキーマ・品質表示,스키마·품질 표시,b8_batch,07
スキーマ出力,스키마 출력,b8_batch,02
スクロール深度,스크롤 깊이,top500_fallback,T500
スケジュール,일정,top500_fallback,T500
スケジュールが保存されました。,스케줄이 저장되었습니다.,b8_batch,02
スケジュールされたレポートがありません。,예약된 리포트가 없습니다.,b8_batch,02
スケジュールレポート,예약 리포트,b8_batch,02
スケジュール作成,스케줄 생성,b8_batch,02
スケジュール保存,일정 저장,top500_fallback,T500
スコア,점수,top500_fallback,T500
スコア·コミッション推薦·更新勧告,점수·커미션 추천·갱신 권고,b8_batch,07
スコアリング,스코어링,b8_batch,02
スコア推移,점수 추이,b8_batch,02
ステップ1: チャネル選択,단계 1: 채널 선택,b8_batch,02
ステップ2: 価格設定,단계 2: 가격 설정,b8_batch,02
ステップ3: 最終承認,단계 3: 최종 승인,b8_batch,02
ステップガイド・プロのヒント,단계별 가이드·전문가 팁,b8_batch,07
ステップ別設定案内,단계별 설정 안내,top500_fallback,T500
ステップ完了,단계 완료,top500_fallback,T500
ステータス別フィルタリング·プラットフォーム/担当者/キャンペーン情報表示,상태별 필터링·플랫폼/담당자/캠페인 정보 표시,b8_batch,02
ステータス別フィルタリングと詳細情報確認,상태별 필터링 및 상세 정보 확인,b8_batch,02
ストーリー広告,스토리 광고,b8_batch,09
スニペット,스니펫,b8_batch,02
スポーツ > 用品,스포츠 > 용품,b8_batch,02
スポーツウェア,스포츠웨어,b8_batch,09
スポーツ・レジャー,스포츠·레저,b8_batch,09
スマホアクセサリー,스마트폰 액세서리,b8_batch,09
スマートコネクト,스마트 커넥트,b8_batch,06
セキュリティ イベント,보안 이벤트,b8_batch,01
セキュリティアラート発生時は即座に確認してください。,보안 알림 발생 시 즉시 확인해주세요.,b8_batch,07
セキュリティイベント,보안 이벤트,b8_batch,02
セキュリティコードを入力,보안 코드 입력,b8_batch,02
セキュリティチェック,보안 체크,b8_batch,02
セキュリティロック,보안 잠금,b8_batch,02
セキュリティロック有効,보안 잠금 활성화,top500_fallback,T500
セキュリティ有効,보안 활성화,top500_fallback,T500
セキュリティ検査,보안 검사,b8_batch,02
セキュリティ正常,보안 정상,top500_fallback,T500
セキュリティ監視,보안 모니터링,top500_fallback,T500
セキュリティ脅威,보안 위협,b8_batch,03
