ns,path,pollution_type,ko_value,ja_value,en_value,ko_length,suggested_ko
pages,pages.cmpVal.aiPredict.aiRec.goalRevenue,LATIN_LONG,Revenue Target,Revenue Target,Revenue Target,14,매출 목표
pages,pages.cmpVal.aiPredict.aiRec.mainChannels,LATIN_LONG,Main Sales Channels,Main Sales Channels,Main Sales Channels,19,주요 판매 채널
pages,pages.cmpVal.aiPredict.aiRec.marginRate,LATIN_LONG,Margin Rate (based on sale price),Margin Rate (based on sale price),Margin Rate (based on sale price),33,마진율 (판매가 기준)
pages,pages.cmpVal.aiPredict.aiRec.monthlyQty,LATIN_LONG,Monthly Sales Target,Monthly Sales Target,Monthly Sales Target,20,월 판매 목표
pages,pages.cmpVal.aiPredict.aiRec.salesInfo,LATIN_LONG,📦 Product Sales Info,📦 Product Sales Info,📦 Product Sales Info,21,📦 상품 판매 정보
pages,pages.cmpVal.aiPredict.aiRec.searchPh,LATIN_LONG,e.g. Beauty brand Instagram ad strategy or marketing goal,e.g. Beauty brand Instagram ad strategy or marketing goal,e.g. Beauty brand Instagram ad strategy or marketing goal,57,예: 뷰티 브랜드 Instagram 광고 전략 또는 마케팅 목표
pages,pages.cmpVal.aiPredict.aiRec.skuCount,LATIN_LONG,Product/SKU Count,Product/SKU Count,Product/SKU Count,17,상품/SKU 수
pages,pages.cmpVal.aiPredict.bulkAction,LATIN_LONG,Bulk Action,Bulk Action,Bulk Action,11,일괄 작업
pages,pages.cmpVal.aiPredict.cat.electronics,LATIN_LONG,Electronics,Electronics,Electronics,11,전자제품
pages,pages.cmpVal.aiPredict.cat.purchasing,LATIN_LONG,🛒 Purchase Agent,🛒 Purchase Agent,🛒 Purchase Agent,17,🛒 구매 대행
pages,pages.cmpVal.aiPredict.filterHigh,LATIN_LONG,Filter High,Filter High,Filter High,11,높음
pages,pages.cmpVal.aiPredict.filterLow,LATIN_LONG,Filter Low,Filter Low,Filter Low,10,낮음
pages,pages.cmpVal.aiPredict.filterMed,LATIN_LONG,Filter Med,Filter Med,Filter Med,10,중간
pages,pages.cmpVal.aiPredict.kpi.k_0,LATIN_LONG,Real-time · Blended ROAS,Real-time · Blended ROAS,Real-time · Blended ROAS,24,실시간 · Blended ROAS
pages,pages.cmpVal.aiPredict.kpi.k_1,LATIN_LONG,Gross Profit,Gross Profit,Operating Profit,12,매출총이익
pages,pages.cmpVal.aiPredict.kpi.k_9,LATIN_LONG,Channel Intelligen,Channel Intelligen,Channel Intelligen,18,채널 인텔리전스
pages,pages.cmpVal.aiPredict.kpi.p_10,LATIN_LONG,Blended ROAS,Blended ROAS,Blended ROAS,12,Blended ROAS
pages,pages.cmpVal.aiPredict.kpi.p_11,LATIN_LONG,P&L Waterfall — 3-Domain Integrated,P&L Waterfall — 3-Domain Integrated,P&L Waterfall — 3-Domain Integrated,35,P&L 워터폴 — 3개 도메인 통합
pages,pages.cmpVal.aiPredict.kpi.p_12,LATIN_LONG,Ad Domain,Ad Domain,Ad Domain,9,광고 도메인
pages,pages.cmpVal.aiPredict.kpi.p_13,LATIN_LONG,Market Domain,Market Domain,Market Domain,13,시장 도메인
pages,pages.cmpVal.aiPredict.kpi.p_15,LATIN_LONG,By SKU,By SKU,By SKU,6,SKU별
pages,pages.cmpVal.aiPredict.kpi.p_16,LATIN_LONG,By Channel,By Channel,By Channel,10,채널별
pages,pages.cmpVal.aiPredict.kpi.p_17,LATIN_LONG,By Campaign,By Campaign,By Campaign,11,캠페인별
pages,pages.cmpVal.aiPredict.kpi.p_18,LATIN_LONG,By Creator,By Creator,By Creator,10,크리에이터별
pages,pages.cmpVal.aiPredict.kpi.p_19,LATIN_LONG,Forecast P&L Simulation,Forecast P&L Simulation,Forecast P&L Simulation,23,P&L 예측 시뮬레이션
pages,pages.cmpVal.aiPredict.kpi.p_2,LATIN_LONG,Ad Spend,Ad Spend,Ad Spend,8,광고 비용
pages,pages.cmpVal.aiPredict.kpi.p_20,LATIN_LONG,Parameter Settings,Parameter Settings,Parameter Settings,18,파라미터 설정
pages,pages.cmpVal.aiPredict.kpi.p_21,LATIN_LONG,Forecast Annual Revenue,Forecast Annual Revenue,Forecast Annual Revenue,23,예상 연간 매출
pages,pages.cmpVal.aiPredict.kpi.p_22,LATIN_LONG,Forecast Net Profit,Forecast Net Profit,Forecast Net Profit,19,예상 순이익
pages,pages.cmpVal.aiPredict.kpi.p_3,LATIN_LONG,Platform Fee,Platform Fee,Platform Fee,12,플랫폼 수수료
pages,pages.cmpVal.aiPredict.kpi.p_4,LATIN_LONG,Influencer Cost,Influencer Cost,Influencer Cost,15,인플루언서 비용
pages,pages.cmpVal.aiPredict.kpi.p_5,LATIN_LONG,Net Settlement,Net Settlement,Net Settlement,14,순 정산액
pages,pages.cmpVal.aiPredict.kpi.p_6,LATIN_LONG,Net Profit,Net Profit,Net Profit,10,순이익
pages,pages.cmpVal.aiPredict.kpi.p_7,LATIN_LONG,Total Orders,Total Orders,Total Orders,12,총 주문
pages,pages.cmpVal.aiPredict.kpi.tab.bdayDesc,LATIN_LONG,Bday Desc,Bday Desc,Bday Desc,9,생일 안내
pages,pages.cmpVal.aiPredict.kpi.tab.churnDesc,LATIN_LONG,Churn Desc,Churn Desc,Churn Desc,10,이탈 안내
pages,pages.cmpVal.aiPredict.kpi.tab.vipDesc,LATIN_LONG,Vip Desc,Vip Desc,Vip Desc,8,VIP 안내
pages,pages.cmpVal.aiPredict.liveDB,LATIN_LONG,Live D B,Live D B,Live D B,8,라이브 DB
pages,pages.cmpVal.aiPredict.noResults,LATIN_LONG,No Results,No Results,No Results,10,결과 없음
pages,pages.cmpVal.list_view,LATIN_LONG,List View,List View,List View,9,목록 보기
pages,pages.commerce.channelPerf,LATIN_LONG,Channel Performance,Channel Performance,Channel Performance,19,채널 성과
pages,pages.commerce.orders,LATIN_LONG, orders, orders,cases,7,주문
pages,pages.commerce.revenue,LATIN_LONG,Estimated Revenue,Estimated Revenue,Estimated Revenue,17,예상 매출
pages,pages.commerce.topSku,LATIN_LONG,TOP SKU,TOP SKU,Top Sku,7,TOP SKU
pages,pages.commerce.totalOrders,LATIN_LONG,Total Orders,Total Orders,Total Orders,12,총 주문
pages,pages.dashboard.adSpend,LATIN_LONG,Ad Spend,Ad Spend,Ad Spend,8,광고 비용
pages,pages.dashboard.adSpendSub,LATIN_LONG,Total Ad Spend,Total Ad Spend,Total Ad Spend,14,총 광고 비용
pages,pages.dashboard.avgOrder,LATIN_LONG,Average Order Value,Average Order Value,Average Order Value,19,평균 주문 금액
pages,pages.dashboard.convRateLbl,LATIN_LONG,Conversion Rate,Conversion Rate,Conversion Rate,15,전환율
pages,pages.dashboard.convRateSub,LATIN_LONG,vs Sessions,vs Sessions,vs Sessions,11,세션 대비
pages,pages.dashboard.netROAS,LATIN_LONG,Net R O A S,Net R O A S,Net R O A S,11,Net ROAS
pages,pages.dashboard.netROASSub,LATIN_LONG,Net Profit / Ad Spend,Net Profit / Ad Spend,Net Profit / Ad Spend,21,순이익 / 광고비
pages,pages.dashboard.totalOrders,LATIN_LONG,Total Orders,Total Orders,Total Orders,12,총 주문
pages,pages.dashboard.totalOrderSub,LATIN_LONG,As of Today,As of Today,As of Today,11,오늘 기준
pages,pages.kpiRevenue,LATIN_LONG,Gross Sales,Gross Sales,Total Revenue,11,총 매출
pages,pages.krChannel.adSpendRate,LATIN_LONG,Ad Spend Rate,Ad Spend Rate,Ad Spend Rate,13,광고 비용률
pages,pages.krChannel.apiDisconnected,LATIN_LONG,Api Disconnected,Api Disconnected,Api Disconnected,16,API 연결 해제
pages,pages.krChannel.categoryAll,LATIN_LONG,Category All,Category All,Category All,12,전체 카테고리
pages,pages.krChannel.channelMaster,LATIN_LONG,Channel Master,Channel Master,Channel Master,14,채널 마스터
pages,pages.krChannel.channelSelect,LATIN_LONG,Channel Select,Channel Select,Channel Select,14,채널 선택
pages,pages.krChannel.commissionHistory,LATIN_LONG,Commission History,Commission History,Commission History,18,수수료 이력
pages,pages.krChannel.commissionReg,LATIN_LONG,Commission Reg,Commission Reg,Commission Reg,14,수수료 등록
pages,pages.krChannel.effectiveDate,LATIN_LONG,Effective Date,Effective Date,Effective Date,14,적용일
pages,pages.krChannel.endDate,LATIN_LONG,End Date,End Date,End Date,8,종료일
pages,pages.krChannel.feeDiff,LATIN_LONG,Fee Difference,Fee Difference,Fee Difference,14,수수료 차액
pages,pages.krChannel.ingestTitle,LATIN_LONG,Ingest Title,Ingest Title,Ingest Title,12,데이터 수집 제목
pages,pages.krChannel.loadSample,LATIN_LONG,Load Sample,Load Sample,Load Sample,11,샘플 불러오기
pages,pages.krChannel.missingOrder,LATIN_LONG,Missing Order,Missing Order,Missing Order,13,누락된 주문
pages,pages.krChannel.missingSettle,LATIN_LONG,Missing Settle,Missing Settle,Missing Settle,14,누락된 정산
pages,pages.krChannel.netDiff,LATIN_LONG,Net Diff,Net Diff,Net Diff,8,순 차액
pages,pages.krChannel.noDataHint,LATIN_LONG,No Data Hint,No Data Hint,No Data Hint,12,데이터 없음 안내
pages,pages.krChannel.noReports,LATIN_LONG,No reconciliation reports,No reconciliation reports,No reconciliation reports,25,정산 대조 보고서 없음
pages,pages.krChannel.noTickets,LATIN_LONG,✅ No Tickets (Below threshold),✅ No Tickets (Below threshold),✅ No Tickets (Below threshold),30,✅ 티켓 없음 (임계값 미만)
pages,pages.krChannel.platformFeeRate,LATIN_LONG,Platform Fee Rate,Platform Fee Rate,Platform Fee Rate,17,플랫폼 수수료율
pages,pages.krChannel.reconRun,LATIN_LONG,Recon Run,Recon Run,Recon Run,9,대조 실행
pages,pages.krChannel.reconStart,LATIN_LONG,Recon Start,Recon Start,Recon Start,11,대조 시작
pages,pages.krChannel.returnFee,LATIN_LONG,Return Fee,Return Fee,Return Fee,10,반품 수수료
pages,pages.krChannel.saveCommission,LATIN_LONG,Save Commission,Save Commission,Save Commission,15,수수료 저장
pages,pages.krChannel.selectChannelHint,LATIN_LONG,Select Channel Hint,Select Channel Hint,Select Channel Hint,19,채널을 선택하세요
pages,pages.krChannel.selectPlaceholder,LATIN_LONG,Select Placeholder,Select Placeholder,Select Placeholder,18,선택해주세요
pages,pages.krChannel.settleCycle,LATIN_LONG,Settle Cycle,Settle Cycle,Settle Cycle,12,정산 주기
pages,pages.krChannel.shippingFee,LATIN_LONG,Base Shipping Fee (₩),Base Shipping Fee (₩),Base Shipping Fee (₩),21,기본 배송비 (₩)
pages,pages.krChannel.startDate,LATIN_LONG,Start Date,Start Date,Start Date,10,시작일
pages,pages.krChannel.tabChannels,LATIN_LONG,Tab Channels,Tab Channels,Tab Channels,12,채널
pages,pages.krChannel.tabFees,LATIN_LONG,Tab Fees,Tab Fees,Tab Fees,8,수수료
pages,pages.krChannel.tabIngest,LATIN_LONG,Tab Ingest,Tab Ingest,Tab Ingest,10,데이터 수집
pages,pages.krChannel.tabRecon,LATIN_LONG,🔍 Settlement Reconciliation,🔍 Settlement Reconciliation,🔍 Settlement Reconciliation,28,🔍 정산 대조
pages,pages.krChannel.tabSummary,LATIN_LONG,Summary Score,Summary Score,Summary Score,13,요약 점수
pages,pages.krChannel.totalCommission,LATIN_LONG,Total Commission,Total Commission,Total Commission,16,총 수수료
pages,pages.krChannel.totalRevenue,LATIN_LONG,Total Revenue,Total Revenue,Total Revenue,13,총 매출
pages,pages.krChannel.totalSettlement,LATIN_LONG,Total Settlement,Total Settlement,Total Settlement,16,총 정산액
pages,pages.krChannel.vatRateLabel,LATIN_LONG,Vat Rate Label,Vat Rate Label,Vat Rate Label,14,VAT 세율
pages,pages.marketing.adAnalytics,LATIN_LONG,Ad & Channel Analytics,Ad & Channel Analytics,Ad & Channel Analytics,22,광고 & 채널 분석
pages,pages.marketing.adPerformance,LATIN_LONG,Ad Performance,Ad Performance,Ad Performance,14,광고 성과
pages,pages.marketing.adSpendSub,LATIN_LONG,Total Ad Spend,Total Ad Spend,Total Ad Spend,14,총 광고 비용
pages,pages.marketing.ageDist,LATIN_LONG,Age Distribution,Age Distribution,Age Distribution,16,연령 분포
pages,pages.marketing.aiMarketing,LATIN_LONG,🚀 AI Marketing Automation,🚀 AI Marketing Automation,🚀 AI Marketing Automation,26,🚀 AI 마케팅 자동화
pages,pages.marketing.aiMarketingHub,LATIN_LONG,AI Communication,AI Communication,AI Communication,16,AI 커뮤니케이션
pages,pages.marketing.AIPolicy,LATIN_LONG,AI Policy,AI Policy,AI Policy,9,AI 정책
pages,pages.marketing.analyticsModules,LATIN_LONG,Analytics Modules,Analytics Modules,Analytics Modules,17,분석 모듈
pages,pages.marketing.ApiRegister,LATIN_LONG,View Integration Guide,View Integration Guide,View Integration Guide,22,연동 가이드 보기
pages,pages.marketing.attribution,LATIN_LONG,Attribution,Attribution,Attribution,11,어트리뷰션
pages,pages.marketing.Attribution,LATIN_LONG,Attribution,Attribution,Attribution,11,어트리뷰션
pages,pages.marketing.autoMarketing,LATIN_LONG,AI Strategy Generator,AI Strategy Generator,AI Strategy Generator,21,AI 전략 생성기
pages,pages.marketing.budgetTracker,LATIN_LONG,Budget Tracker,Budget Tracker,Budget Tracker,14,예산 트래커
pages,pages.marketing.campaignManager,LATIN_LONG,Campaign Manager,Campaign Manager,Campaign Manager,16,캠페인 매니저
pages,pages.marketing.channelDesc,LATIN_LONG,Core KPIs by Channel,Core KPIs by Channel,Core KPIs by Channel,20,채널별 핵심 KPI
pages,pages.marketing.channelKpi,LATIN_LONG,Channel KPI,Channel KPI,Channel KPI,11,채널 KPI
pages,pages.marketing.channelMix,LATIN_LONG,Channel Mix,Channel Mix,Channel Mix,11,채널 믹스
pages,pages.marketing.chIntelDesc1,LATIN_LONG,Ch Intel Desc1,Ch Intel Desc1,Ch Intel Desc1,14,채널 인텔리전스 안내 1
pages,pages.marketing.chIntelDesc2,LATIN_LONG,Ch Intel Desc2,Ch Intel Desc2,Ch Intel Desc2,14,채널 인텔리전스 안내 2
pages,pages.marketing.chIntelDesc3,LATIN_LONG,Ch Intel Desc3,Ch Intel Desc3,Ch Intel Desc3,14,채널 인텔리전스 안내 3
pages,pages.marketing.chIntelDesc4,LATIN_LONG,Ch Intel Desc4,Ch Intel Desc4,Ch Intel Desc4,14,채널 인텔리전스 안내 4
pages,pages.marketing.chIntelTitle,LATIN_LONG,Channel Intelligence,Channel Intelligence,Channel Intelligence,20,채널 인텔리전스
pages,pages.marketing.colConv,LATIN_LONG,Conversions,Conversions,Conversions,11,전환
pages,pages.marketing.colSpend,LATIN_LONG,Ad Spend,Ad Spend,Ad Spend,8,광고 비용
pages,pages.marketing.commerce,LATIN_LONG,Commerce & Settlement,Commerce & Settlement,Commerce & Settlement,21,커머스 & 정산
pages,pages.marketing.convRateSub,LATIN_LONG,vs Sessions,vs Sessions,vs Sessions,11,세션 대비
pages,pages.marketing.crm,LATIN_LONG,Customer · CRM,Customer · CRM,Customer · CRM,14,고객 · CRM
pages,pages.marketing.crmMain,LATIN_LONG,Customer CRM + AI Segment,Customer CRM + AI Segment,Customer CRM + AI Segment,25,고객 CRM + AI 세그먼트
pages,pages.marketing.dashboard,LATIN_LONG,Unified Dashboard,Unified Dashboard,Unified Dashboard,17,통합 대시보드
pages,pages.marketing.emailMarketing,LATIN_LONG,Email + A/B Test,Email + A/B Test,Email + A/B Test,16,이메일 + A/B 테스트
pages,pages.marketing.graphScore,LATIN_LONG,Graph Score,Graph Score,Graph Score,11,Graph Score
pages,pages.marketing.GraphScore,LATIN_LONG,Graph Score,Graph Score,Graph Score,11,Graph Score
pages,pages.marketing.journeyBuilder,LATIN_LONG,Journey Builder,Journey Builder,Journey Builder,15,여정 빌더
pages,pages.marketing.kakaoChannel,LATIN_LONG,Kakao Channel,Kakao Channel,Kakao Channel,13,카카오 채널
pages,pages.marketing.netROASSub,LATIN_LONG,Net Profit / Ad Spend,Net Profit / Ad Spend,Net Profit / Ad Spend,21,순이익 / 광고비
pages,pages.marketing.omniChannel,LATIN_LONG,Omni-Channel,Omni-Channel,Omni-Channel,12,옴니채널
pages,pages.marketing.orderHub,LATIN_LONG,Order Hub,Order Hub,Order Hub,9,주문 허브
pages,pages.marketing.performanceHub,LATIN_LONG,Performance Hub,Performance Hub,Performance Hub,15,성과 허브
pages,pages.marketing.priceOpt,LATIN_LONG,Price Optimization,Price Optimization,Price Optimization,18,가격 최적화
pages,pages.marketing.quickRecents,LATIN_LONG,Recent Visits,Recent Visits,Recent Visits,13,최근 방문
pages,pages.marketing.Reconcile,LATIN_LONG,Reconciliation,Reconciliation,Reconciliation,14,정산 대조
pages,pages.marketing.reportBuilder,LATIN_LONG,Report Builder,Report Builder,Report Builder,14,리포트 빌더
pages,pages.marketing.reviewsUgc,LATIN_LONG,Reviews & UGC Analysis,Reviews & UGC Analysis,Reviews & UGC Analysis,22,리뷰 & UGC 분석
pages,pages.marketing.rollup,LATIN_LONG,Rollup View,Rollup View,Rollup View,11,롤업 뷰
pages,pages.marketing.selectRoleBtn,LATIN_LONG,Select Role,Select Role,Select Role,11,역할 선택
pages,pages.marketing.sysStatus,LATIN_LONG,System Status,System Status,System Status,13,시스템 상태
pages,pages.marketing.system,LATIN_LONG,System Status,System Status,System Status,13,시스템 상태
pages,pages.marketing.totalOrderSub,LATIN_LONG,As of Today,As of Today,As of Today,11,오늘 기준
pages,pages.marketing.webPopup,LATIN_LONG,Web Popup,Web Popup,Web Popup,9,웹 팝업
pages,pages.marketing.wms,LATIN_LONG,WMS Inventory,WMS Inventory,WMS Inventory,13,WMS 재고
pages,pages.marketingIntel.abGroupA,LATIN_LONG,Ab Group A,Ab Group A,Ab Group A,10,A 그룹
pages,pages.marketingIntel.abGroupB,LATIN_LONG,Ab Group B,Ab Group B,Ab Group B,10,B 그룹
pages,pages.marketingIntel.admin.saved,LATIN_LONG,✓ Save Complete,✓ Save Complete,✓ Save Complete,15,✓ 저장 완료
pages,pages.marketingIntel.adPerf.conversions,LATIN_LONG,Conversions,Conversions,Conversions,11,전환
pages,pages.marketingIntel.adPerf.cpa,LATIN_LONG,Cost Per Acquisition (CPA),Cost Per Acquisition (CPA),Cost Per Acquisition (CPA),26,고객 획득 비용 (CPA)
pages,pages.marketingIntel.adPerf.date,LATIN_LONG,Date (Period),Date (Period),Date (Period),13,날짜 (기간)
pages,pages.marketingIntel.adPerf.impressions,LATIN_LONG,Total Impressions,Total Impressions,Total Impressions,17,총 노출
pages,pages.marketingIntel.adPerf.team,LATIN_LONG,View by Team,View by Team,View by Team,12,팀별 보기
pages,pages.marketingIntel.adPerf.title,LATIN_LONG,Email Marketing,Email Marketing,Email Marketing,15,이메일 마케팅
pages,pages.marketingIntel.aiPredict.adPerf.conversions,LATIN_LONG,Conversions,Conversions,Conversions,11,전환
pages,pages.marketingIntel.aiPredict.adPerf.cpa,LATIN_LONG,Cost Per Acquisition (CPA),Cost Per Acquisition (CPA),Cost Per Acquisition (CPA),26,고객 획득 비용 (CPA)
pages,pages.marketingIntel.aiPredict.adPerf.date,LATIN_LONG,Date (Period),Date (Period),Date (Period),13,날짜 (기간)
pages,pages.marketingIntel.aiPredict.adPerf.impressions,LATIN_LONG,Total Impressions,Total Impressions,Total Impressions,17,총 노출
pages,pages.marketingIntel.aiPredict.adPerf.team,LATIN_LONG,View by Team,View by Team,View by Team,12,팀별 보기
pages,pages.marketingIntel.aiPredict.adPerf.title,LATIN_LONG,Email Marketing,Email Marketing,Email Marketing,15,이메일 마케팅
pages,pages.marketingIntel.aiPredict.banner.abGroupA,LATIN_LONG,Ab Group A,Ab Group A,Ab Group A,10,A 그룹
pages,pages.marketingIntel.aiPredict.banner.abGroupB,LATIN_LONG,Ab Group B,Ab Group B,Ab Group B,10,B 그룹
pages,pages.marketingIntel.aiPredict.banner.backToList,LATIN_LONG,Back To List,Back To List,Back To List,12,목록으로 돌아가기
pages,pages.marketingIntel.aiPredict.banner.clickToEdit,LATIN_LONG,Click To Edit,Click To Edit,Click To Edit,13,클릭하여 편집
pages,pages.marketingIntel.aiPredict.banner.conditionEmailClicked,LATIN_LONG,Condition Email Clicked,Condition Email Clicked,Condition Email Clicked,23,이메일 클릭 조건
pages,pages.marketingIntel.aiPredict.banner.conditionEmailOpened,LATIN_LONG,Condition Email Opened,Condition Email Opened,Condition Email Opened,22,이메일 열람 조건
pages,pages.marketingIntel.aiPredict.banner.conditionField,LATIN_LONG,Condition Field,Condition Field,Condition Field,15,조건 필드
pages,pages.marketingIntel.aiPredict.banner.conditionKakaoClicked,LATIN_LONG,Condition Kakao Clicked,Condition Kakao Clicked,Condition Kakao Clicked,23,카카오 클릭 조건
pages,pages.marketingIntel.aiPredict.banner.conditionLineClicked,LATIN_LONG,LINE Clicks,LINE Clicks,LINE Clicks,11,LINE 클릭
pages,pages.marketingIntel.aiPredict.banner.conditionLtvGt,LATIN_LONG,Condition Ltv Gt,Condition Ltv Gt,Condition Ltv Gt,16,LTV 초과 조건
pages,pages.marketingIntel.aiPredict.banner.crmChurn,LATIN_LONG,Crm Churn,Crm Churn,Crm Churn,9,CRM 이탈
pages,pages.marketingIntel.aiPredict.banner.crmJourney,LATIN_LONG,Crm Journey,Crm Journey,Crm Journey,11,CRM 여정
pages,pages.marketingIntel.aiPredict.banner.crmJourneyAction,LATIN_LONG,Crm Journey Action,Crm Journey Action,Crm Journey Action,18,CRM 여정 액션
pages,pages.marketingIntel.aiPredict.banner.crmVip,LATIN_LONG,Crm Vip,Crm Vip,Crm Vip,7,CRM VIP
pages,pages.marketingIntel.aiPredict.banner.delayTime,LATIN_LONG,Delay Time,Delay Time,Delay Time,10,지연 시간
pages,pages.marketingIntel.aiPredict.banner.deleteNode,LATIN_LONG,Delete Node,Delete Node,Delete Node,11,노드 삭제
pages,pages.marketingIntel.aiPredict.banner.emailFrom,LATIN_LONG,Email From,Email From,Email From,10,발신자
pages,pages.marketingIntel.aiPredict.banner.emailSendSim,LATIN_LONG,Email Send Sim,Email Send Sim,Email Send Sim,14,이메일 발송 시뮬레이션
pages,pages.marketingIntel.aiPredict.banner.emailSimulate,LATIN_LONG,Email Simulate,Email Simulate,Email Simulate,14,이메일 시뮬레이션
pages,pages.marketingIntel.aiPredict.banner.emailSubject,LATIN_LONG,Email Subject,Email Subject,Email Subject,13,이메일 제목
pages,pages.marketingIntel.aiPredict.banner.emailSubjectPh,LATIN_LONG,Email Subject Ph,Email Subject Ph,Email Subject Ph,16,이메일 제목 입력
pages,pages.marketingIntel.aiPredict.banner.emailTestSend,LATIN_LONG,Email Test Send,Email Test Send,Email Test Send,15,이메일 테스트 발송
pages,pages.marketingIntel.aiPredict.banner.execLog,LATIN_LONG,Auto Execution Log,Auto Execution Log,Auto Execution Log,18,자동 실행 로그
pages,pages.marketingIntel.aiPredict.banner.kakaoAlimtalk,LATIN_LONG,Kakao Alimtalk,Kakao Alimtalk,Kakao Alimtalk,14,카카오 알림톡
pages,pages.marketingIntel.aiPredict.banner.kakaoFriendtalk,LATIN_LONG,Kakao Friendtalk,Kakao Friendtalk,Kakao Friendtalk,16,카카오 친구톡
pages,pages.marketingIntel.aiPredict.banner.kakaoMsgType,LATIN_LONG,Kakao Msg Type,Kakao Msg Type,Kakao Msg Type,14,카카오 메시지 유형
pages,pages.marketingIntel.aiPredict.banner.kakaoSendSim,LATIN_LONG,Kakao Send Sim,Kakao Send Sim,Kakao Send Sim,14,카카오 발송 시뮬레이션
pages,pages.marketingIntel.aiPredict.banner.kakaoTemplate,LATIN_LONG,Kakao Template,Kakao Template,Kakao Template,14,카카오 템플릿
pages,pages.marketingIntel.aiPredict.banner.kakaoTest,LATIN_LONG,Kakao Test,Kakao Test,Kakao Test,10,카카오 테스트
pages,pages.marketingIntel.aiPredict.banner.lineMsgType,LATIN_LONG,Line Msg Type,Line Msg Type,Line Msg Type,13,LINE 메시지 유형
pages,pages.marketingIntel.aiPredict.banner.lineSendSim,LATIN_LONG,Line Send Sim,Line Send Sim,Line Send Sim,13,LINE 발송 시뮬레이션
pages,pages.marketingIntel.aiPredict.banner.lineSimulate,LATIN_LONG,Line Simulate,Line Simulate,Line Simulate,13,LINE 시뮬레이션
pages,pages.marketingIntel.aiPredict.banner.lineTemplate,LATIN_LONG,Line Template,Line Template,Line Template,13,LINE 템플릿
pages,pages.marketingIntel.aiPredict.banner.lineTestSend,LATIN_LONG,Line Test Send,Line Test Send,Line Test Send,14,LINE 테스트 발송
pages,pages.marketingIntel.aiPredict.banner.mktBudgetAction,LATIN_LONG,Mkt Budget Action,Mkt Budget Action,Mkt Budget Action,17,마케팅 예산 액션
pages,pages.marketingIntel.aiPredict.banner.mktHighRoas,LATIN_LONG,Mkt High Roas,Mkt High Roas,Mkt High Roas,13,고 ROAS 마케팅
pages,pages.marketingIntel.aiPredict.banner.mktHighRoasSub,LATIN_LONG,Mkt High Roas Sub,Mkt High Roas Sub,Mkt High Roas Sub,17,고 ROAS 마케팅 안내
pages,pages.marketingIntel.aiPredict.banner.mktHubAction,LATIN_LONG,Mkt Hub Action,Mkt Hub Action,Mkt Hub Action,14,마케팅 허브 액션
pages,pages.marketingIntel.aiPredict.banner.mktLowRoas,LATIN_LONG,Mkt Low Roas,Mkt Low Roas,Mkt Low Roas,12,저 ROAS 마케팅
pages,pages.marketingIntel.aiPredict.banner.mktOptimizeNow,LATIN_LONG,Mkt Optimize Now,Mkt Optimize Now,Mkt Optimize Now,16,지금 마케팅 최적화
pages,pages.marketingIntel.aiPredict.banner.mktRulesActive,LATIN_LONG,Mkt Rules Active,Mkt Rules Active,Mkt Rules Active,16,활성 마케팅 규칙
pages,pages.marketingIntel.aiPredict.banner.nodeConfig,LATIN_LONG,Node Config,Node Config,Node Config,11,노드 설정
pages,pages.marketingIntel.aiPredict.banner.nodeName,LATIN_LONG,Node Name,Node Name,Node Name,9,노드명
pages,pages.marketingIntel.aiPredict.banner.ordersAiRun,LATIN_LONG,Orders Ai Run,Orders Ai Run,Orders Ai Run,13,주문 AI 실행
pages,pages.marketingIntel.aiPredict.banner.ordersAiSub,LATIN_LONG,Orders Ai Sub,Orders Ai Sub,Orders Ai Sub,13,주문 AI 안내
pages,pages.marketingIntel.aiPredict.banner.ordersCampaignAction,LATIN_LONG,Orders Campaign Action,Orders Campaign Action,Orders Campaign Action,22,주문 캠페인 액션
pages,pages.marketingIntel.aiPredict.banner.recentTriggers,LATIN_LONG,Recent Triggers,Recent Triggers,Recent Triggers,15,최근 트리거
pages,pages.marketingIntel.aiPredict.banner.triggerType,LATIN_LONG,Trigger Type,Trigger Type,Trigger Type,12,트리거 유형
pages,pages.marketingIntel.aiPredict.banner.triggerTypes.birthday,LATIN_LONG,🎂 Birthday,🎂 Birthday,🎂 Birthday,11,🎂 생일
pages,pages.marketingIntel.aiPredict.banner.triggerTypes.cart_abandoned,LATIN_LONG,🛒 Cart Abandoned,🛒 Cart Abandoned,🛒 Cart Abandoned,17,🛒 장바구니 이탈
pages,pages.marketingIntel.aiPredict.banner.triggerTypes.churned,LATIN_LONG,😴 Churn Risk Customer,😴 Churn Risk Customer,😴 Churn Risk Customer,22,😴 이탈 위험 고객
pages,pages.marketingIntel.aiPredict.banner.triggerTypes.purchase,LATIN_LONG,✅ Purchase Complete,✅ Purchase Complete,✅ Purchase Complete,19,✅ 구매 완료
pages,pages.marketingIntel.aiPredict.banner.triggerTypes.segment_entered,LATIN_LONG,📌 Segment Entry,📌 Segment Entry,📌 Segment Entry,16,📌 세그먼트 진입
pages,pages.marketingIntel.aiPredict.banner.triggerTypes.signup,LATIN_LONG,🌱 New Signup,🌱 New Signup,🌱 New Signup,13,🌱 신규 가입
pages,pages.marketingIntel.aiPredict.channelKpiPage.achieved,LATIN_LONG,Achieved ✓,Achieved ✓,Achieved ✓,10,달성 ✓
