ns,path,pollution_type,ko_value,ja_value,en_value,ko_length,suggested_ko
pages,pages.mobile.auth.registerLink,LATIN_LONG,Sign Up,Sign Up,Sign Up,7,회원가입
pages,pages.mobile.coupon.modalProcessing,LATIN_LONG,Processing...,Processing...,Processing...,13,처리 중...
pages,pages.mobile.helpPanel.staticHelp.connectors.title,LATIN_LONG,Email Marketing,Email Marketing,Email Marketing,15,이메일 마케팅
pages,pages.mobile.helpPanel.staticHelp.help.title,LATIN_LONG,Email Marketing,Email Marketing,Email Marketing,15,이메일 마케팅
pages,pages.mobile.helpPanel.staticHelp.smsMarketing.title,LATIN_LONG,Email Marketing,Email Marketing,Email Marketing,15,이메일 마케팅
pages,pages.mobile.marketing,LATIN_LONG,Marketing Performance,Marketing Performance,Marketing Performance,21,마케팅 성과
pages,pages.perms.colConversions,LATIN_LONG,Conversions,Conversions,Conversions,11,전환
pages,pages.perms.colSpend,LATIN_LONG,Ad Spend,Ad Spend,Ad Spend,8,광고 비용
pages,pages.perms.kpiConversions,LATIN_LONG,Conversions,Conversions,Conversions,11,전환
pages,pages.perms.kpiSpend,LATIN_LONG,Total Ad Spend,Total Ad Spend,Total Ad Spend,14,총 광고 비용
pages,pages.perms.menu.attribution,LATIN_LONG,Attribution,Attribution,Attribution,11,어트리뷰션
pages,pages.perms.menu.channelKpi.achieved,LATIN_LONG,Achieved ✓,Achieved ✓,Achieved ✓,10,달성 ✓
pages,pages.perms.menu.channelKpi.achievedOk,LATIN_LONG,Achieved ✓,Achieved ✓,Achieved ✓,10,달성 ✓
pages,pages.perms.menu.channelKpi.aiAnalyzing,LATIN_LONG,AI Analyzing...,AI Analyzing...,AI Analyzing...,15,AI 분석 중...
pages,pages.perms.menu.channelKpi.allChannels,LATIN_LONG,Total Channels,Total Channels,All Channels,14,전체 채널
pages,pages.perms.menu.channelKpi.belowTarget,LATIN_LONG,Below Target,Below Target,Below Target,12,목표 미달
pages,pages.perms.menu.channelKpi.brandAwareness,LATIN_LONG,Brand Awareness,Brand Awareness,Brand Awareness,15,브랜드 인지도
pages,pages.perms.menu.channelKpi.coreKpis,LATIN_LONG,Core KPIs,Core KPIs,Core KPIs,9,핵심 KPI
pages,pages.perms.menu.graphScore,LATIN_LONG,Graph Score,Graph Score,Graph Score,11,Graph Score
pages,pages.perms.topProducts,LATIN_LONG,Top Products,Top Products,Top Products,12,인기 상품
pages,pages.priceOpt.marketing,LATIN_LONG,Marketing Performance,Marketing Performance,Marketing Performance,21,마케팅 성과
pages,pages.pricingDetail.pro_s9i1,LATIN_LONG,Cohort Analysis,Cohort Analysis,Cohort Analysis,15,코호트 분석
pages,pages.reconciliation.analyzing,LATIN_LONG,Analyzing...,Analyzing...,Analyzing...,12,분석 중...
pages,pages.reconciliation.totalOrders,LATIN_LONG,Total Orders,Total Orders,Total Orders,12,총 주문
pages,pages.report.title,LATIN_LONG,Email Marketing,Email Marketing,Email Marketing,15,이메일 마케팅
reportBuilder,reportBuilder.kpiRoas,LATIN_LONG,Blended ROAS,,ROAS,12,Blended ROAS
ruleEnginePage,ruleEnginePage.dash.adSpend,LATIN_LONG,Ad Spend,Ad Spend,Ad Spend,8,광고 비용
ruleEnginePage,ruleEnginePage.dash.avgRoas,LATIN_LONG,Blended ROAS,Blended ROAS,Blended ROAS,12,Blended ROAS
ruleEnginePage,ruleEnginePage.dash.blendedRoas,LATIN_LONG,Blended ROAS,Blended ROAS,Blended ROAS,12,Blended ROAS
ruleEnginePage,ruleEnginePage.dash.bounceRate,LATIN_LONG,Bounce Rate,Bounce Rate,Bounce Rate,11,이탈률
ruleEnginePage,ruleEnginePage.dash.execAdSpend,LATIN_LONG,Total Ad Spend,Total Ad Spend,Total Ad Spend,14,총 광고 비용
ruleEnginePage,ruleEnginePage.dash.retRate,LATIN_LONG,Return Rate,Return Rate,Return Rate,11,반품률
ruleEnginePage,ruleEnginePage.dash.syncTotalRev,LATIN_LONG,Total Revenue,Total Revenue,Total Revenue,13,총 매출
ruleEnginePage,ruleEnginePage.dash.totalClicks,LATIN_LONG,Total Clicks,Total Clicks,Total Clicks,12,총 클릭
ruleEnginePage,ruleEnginePage.dash.totalRev,LATIN_LONG,Total Revenue,Total Revenue,Total Revenue,13,총 매출
ruleEnginePage,ruleEnginePage.dash.totalSpend,LATIN_LONG,Total Spend,Total Spend,Total Spend,11,총 지출
ruleEnginePage,ruleEnginePage.marketing.adSpendSub,LATIN_LONG,Total Ad Spend,Total Ad Spend,Total Ad Spend,14,총 광고 비용
ruleEnginePage,ruleEnginePage.marketing.Attribution,LATIN_LONG,Attribution,Attribution,Attribution,11,어트리뷰션
ruleEnginePage,ruleEnginePage.marketing.colImpr,LATIN_LONG,Total Impressions,Total Impressions,Total Impressions,17,총 노출
ruleEnginePage,ruleEnginePage.marketing.colSpend,LATIN_LONG,Ad Spend,Ad Spend,Ad Spend,8,광고 비용
ruleEnginePage,ruleEnginePage.marketing.GraphScore,LATIN_LONG,Graph Score,Graph Score,Graph Score,11,Graph Score
ruleEnginePage,ruleEnginePage.marketing.metricClicks,LATIN_LONG,Total Clicks,Total Clicks,Total Clicks,12,총 클릭
ruleEnginePage,ruleEnginePage.marketing.metricConv,LATIN_LONG,Conversions,Conversions,Conversions,11,전환
ruleEnginePage,ruleEnginePage.marketing.statConversions,LATIN_LONG,Conversions,Conversions,Conversions,11,전환
ruleEnginePage,ruleEnginePage.root_pageTitle_attribution,LATIN_LONG,Attribution,Attribution,Attribution,11,어트리뷰션
ruleEnginePage,ruleEnginePage.root_pageTitle_graphScore,LATIN_LONG,Graph Score,Graph Score,Graph Score,11,Graph Score
