ko_value,suggested_ko,count,path_sample,source
Dp Expire In,만료 예정,2,crm.aiHub.aiHub.dpExpireIn,top500
Dp Settlement Margin,정산 마진,2,crm.aiHub.aiHub.dpSettlementMargin,top500
Dp Shift Budget,예산 재배분,2,crm.aiHub.aiHub.dpShiftBudget,top500
Dp Vip Count,VIP 수,2,crm.aiHub.aiHub.dpVipCount,top500
Ds Active Rules,활성 규칙,2,crm.aiHub.aiHub.dsActiveRules,top500
Ds Rules Fired,실행된 규칙,2,crm.aiHub.aiHub.dsRulesFired,top500
Est Roas,예상 ROAS,2,crm.aiHub.aiHub.estRoas,top500
Exec Budget,집행 예산,2,crm.aiHub.aiHub.execBudget,top500
Exec Log,실행 로그,2,crm.aiHub.aiHub.execLog,top500
Filter Executed,실행됨,2,crm.aiHub.aiHub.filterExecuted,top500
In Days5,5일 이내,2,crm.aiHub.aiHub.inDays5,top500
Journey Automation,여정 자동화,2,crm.aiHub.aiHub.journeyAutomation,top500
Journey Link,여정 링크,2,crm.aiHub.aiHub.journeyLink,top500
Need Card,카드 필요,2,crm.aiHub.aiHub.needCard,top500
No Card Alert,카드 없음 알림,2,crm.aiHub.aiHub.noCardAlert,top500
Pending Campaigns,대기 중 캠페인,2,crm.aiHub.aiHub.pendingCampaigns,top500
Ready To Exec,실행 준비 완료,2,crm.aiHub.aiHub.readyToExec,top500
Rec Boost Title,부스트 추천,2,crm.aiHub.aiHub.recBoostTitle,top500
Rec Low Stock Title,재고 부족 추천,2,crm.aiHub.aiHub.recLowStockTitle,top500
Rec Rebalance Title,재배분 추천,2,crm.aiHub.aiHub.recRebalanceTitle,top500
Rec Vip Title,VIP 추천,2,crm.aiHub.aiHub.recVipTitle,top500
Settlement Margin,정산 마진,2,crm.aiHub.aiHub.settlementMargin,top500
Times Unit,회,2,crm.aiHub.aiHub.timesUnit,top500
Total Exec Budget,총 실행 예산,2,crm.aiHub.aiHub.totalExecBudget,top500
View Campaigns,캠페인 보기,2,crm.aiHub.aiHub.viewCampaigns,top500
Vip Insight,VIP 인사이트,2,crm.aiHub.aiHub.vipInsight,top500
Vip Reason,VIP 사유,2,crm.aiHub.aiHub.vipReason,top500
Wasted Budget,낭비 예산,2,crm.aiHub.aiHub.wastedBudget,top500
Demo Banner,데모 배너,2,crm.aiHub.aiPolicy.demoBanner,top500
Live Sync Status,라이브 동기화 상태,2,crm.aiHub.aiPolicy.liveSyncStatus,top500
Guide Tabs Title,가이드 탭 제목,2,crm.aiHub.catalogSync.contentCal.guideTabsTitle,top500
Sec Lock,보안 잠금,2,crm.aiHub.catalogSync.mr.secLockDesc,top500
Sec Lock Title,보안 잠금 제목,2,crm.aiHub.catalogSync.mr.secLockTitle,top500
Create Pixel,픽셀 생성,2,crm.aiHub.catalogSync.pxl.createPixel,top500
AI Creative,AI 크리에이티브,2,crm.aiHub.guideTabCreativeName,top500
Instagram DM,Instagram DM,2,crm.aiHub.journey.nodeTypes.instagram,top500
Webhook URL,Webhook URL,2,crm.aiHub.journey.webhookUrl,top500
Aria Label,ARIA 라벨,2,crm.aiHub.mobileNav.ariaLabel,top500
🏪 Own Mall / Others,🏪 자사몰 / 기타,2,crm.aiHub.omniChannel.groupOwnMall,top500
Last Update,최종 업데이트,2,crm.aiHub.omniChannel.invLastUpdate,top500
Out of Stock,품절,2,crm.aiHub.omniChannel.invOutOfStock,top500
Real-time Inventory,실시간 재고,2,crm.aiHub.omniChannel.invTitle,top500
Total Products,총 상품 수,2,crm.aiHub.omniChannel.invTotalProducts,top500
📥 Export,📥 내보내기,2,crm.aiHub.omniChannel.ordBtnExport,top500
Unified Order Management,통합 주문 관리,2,crm.aiHub.omniChannel.ordTitle,top500
Avg Order Value,평균 주문 금액,2,crm.aiHub.omniChannel.ovAvgOrderValue,top500
Revenue Share by Channel,채널별 매출 비중,2,crm.aiHub.omniChannel.ovChannelShare,top500
Revenue Trend by Channel,채널별 매출 트렌드,2,crm.aiHub.omniChannel.ovRevenueByChannel,top500
Avg Price,평균 가격,2,crm.aiHub.omniChannel.prodAvgPrice,top500
🔄 Sync All,🔄 전체 동기화,2,crm.aiHub.omniChannel.prodBtnSync,top500
Channel Coverage,채널 커버리지,2,crm.aiHub.omniChannel.prodChannelCoverage,top500
Product Name,상품명,2,crm.aiHub.omniChannel.prodColName,top500
Sync Status,동기화 상태,2,crm.aiHub.omniChannel.prodSyncStatus,top500
Unified Product Management,통합 상품 관리,2,crm.aiHub.omniChannel.prodTitle,top500
Total SKUs,총 SKU 수,2,crm.aiHub.omniChannel.prodTotalSKU,top500
Copied to clipboard,클립보드에 복사되었습니다,2,crm.aiHub.reviews.copied,top500
Order ID,주문 ID,2,crm.aiHub.reviews.orderId,top500
https://example.com/landing-page,https://example.com/landing-page,2,crm.aiHub.webPopup.linkUrlPh,top500
Product name,상품명,2,crm.email.catalogSync.colProductName,top500
Sale Price,판매가,2,crm.email.catalogSync.colSalePrice,top500
Exchange Rate,환율,2,crm.email.catalogSync.exchangeRate,top500
ROAS < 3.0x,ROAS < 3.0x,2,crm.email.ds.ruleROAS3,top500
TikTok Ads Manager → Assets → Events → Web Events,TikTok Ads Manager → Assets → Events → Web Events,2,crm.email.dt.tiktokStep1,top500
Days Left,남은 일수,2,daysLeft,top500
13 Alerts,알림 13건,2,marketing.g.sidebarAlertCount,top500
Exit  & Logout,종료 & 로그아웃,2,marketing.g.sidebarLogout,top500
View Upgrade Plans,업그레이드 플랜 보기,2,marketing.g.upgradalBtn,top500
Pro Plan Exclusive,Pro 플랜 전용,2,marketing.g.upgradalTitle,top500
Plans & Pricing,플랜 & 요금,2,marketing.gNav.app_pricing,top500
Data Schema,데이터 스키마,2,marketing.gNav.dataSchema,top500
Order Hub,주문 허브,2,marketing.gNav.orderHub,top500
Performance Hub,성과 허브,2,marketing.gNav.performanceHub,top500
Price Optimization,가격 최적화,2,marketing.gNav.priceOpt,top500
WMS Inventory,WMS 재고,2,marketing.gNav.wms,top500
SmartConnect (ERP·SCM),SmartConnect (ERP·SCM),2,nav.pages.cmpRow.r17,top500
:{page} / {total},:{page} / {total},2,nav.pages.ui.pageOf,top500
Account Health,계정 건전성,2,pages.amazonRisk.accountScore,top500
Average Rating,평균 평점,2,pages.amazonRisk.avgRating,top500
Buy Box Rate,바이박스 점유율,2,pages.amazonRisk.buyBox,top500
FBA Stock Rate,FBA 재고율,2,pages.amazonRisk.fbaStockRate,top500
High Severity,높은 심각도,2,pages.amazonRisk.highRisk,top500
Medium Risk,중간 리스크,2,pages.amazonRisk.mediumRisk,top500
Risk Alerts,리스크 알림,2,pages.amazonRisk.riskAlerts,top500
Home Dashboard,홈 대시보드,2,pages.cmpRow.r1,top500
Average Unit Price,평균 단가,2,pages.cmpVal.aiPredict.aiRec.avgPrice,top500
Catalog Auto-fill,카탈로그 자동 입력,2,pages.cmpVal.aiPredict.aiRec.catalogAuto,top500
Revenue Target,매출 목표,2,pages.cmpVal.aiPredict.aiRec.goalRevenue,top500
Main Sales Channels,주요 판매 채널,2,pages.cmpVal.aiPredict.aiRec.mainChannels,top500
Monthly Sales Target,월 판매 목표,2,pages.cmpVal.aiPredict.aiRec.monthlyQty,top500
📦 Product Sales Info,📦 상품 판매 정보,2,pages.cmpVal.aiPredict.aiRec.salesInfo,top500
e.g. Beauty brand Instagram ad strategy or marketing goal,예: 뷰티 브랜드 Instagram 광고 전략 또는 마케팅 목표,2,pages.cmpVal.aiPredict.aiRec.searchPh,top500
Product/SKU Count,상품/SKU 수,2,pages.cmpVal.aiPredict.aiRec.skuCount,top500
Electronics,전자제품,2,pages.cmpVal.aiPredict.cat.electronics,top500
🛒 Purchase Agent,🛒 구매 대행,2,pages.cmpVal.aiPredict.cat.purchasing,top500
Channel Intelligen,채널 인텔리전스,2,pages.cmpVal.aiPredict.kpi.k_9,top500
P&L Waterfall — 3-Domain Integrated,P&L 워터폴 — 3개 도메인 통합,2,pages.cmpVal.aiPredict.kpi.p_11,top500
Ad Domain,광고 도메인,2,pages.cmpVal.aiPredict.kpi.p_12,top500
Market Domain,시장 도메인,2,pages.cmpVal.aiPredict.kpi.p_13,top500
By SKU,SKU별,2,pages.cmpVal.aiPredict.kpi.p_15,top500
By Channel,채널별,2,pages.cmpVal.aiPredict.kpi.p_16,top500
By Campaign,캠페인별,2,pages.cmpVal.aiPredict.kpi.p_17,top500
By Creator,크리에이터별,2,pages.cmpVal.aiPredict.kpi.p_18,top500
Forecast P&L Simulation,P&L 예측 시뮬레이션,2,pages.cmpVal.aiPredict.kpi.p_19,top500
Parameter Settings,파라미터 설정,2,pages.cmpVal.aiPredict.kpi.p_20,top500
Forecast Annual Revenue,예상 연간 매출,2,pages.cmpVal.aiPredict.kpi.p_21,top500
Forecast Net Profit,예상 순이익,2,pages.cmpVal.aiPredict.kpi.p_22,top500
Influencer Cost,인플루언서 비용,2,pages.cmpVal.aiPredict.kpi.p_4,top500
Net Settlement,순 정산액,2,pages.cmpVal.aiPredict.kpi.p_5,top500
Bday Desc,생일 안내,2,pages.cmpVal.aiPredict.kpi.tab.bdayDesc,top500
Churn Desc,이탈 안내,2,pages.cmpVal.aiPredict.kpi.tab.churnDesc,top500
Vip Desc,VIP 안내,2,pages.cmpVal.aiPredict.kpi.tab.vipDesc,top500
List View,목록 보기,2,pages.cmpVal.list_view,top500
Average Order Value,평균 주문 금액,2,pages.dashboard.avgOrder,top500
Net R O A S,Net ROAS,2,pages.dashboard.netROAS,top500
Ad Spend Rate,광고 비용률,2,pages.krChannel.adSpendRate,top500
Api Disconnected,API 연결 해제,2,pages.krChannel.apiDisconnected,top500
Category All,전체 카테고리,2,pages.krChannel.categoryAll,top500
Channel Master,채널 마스터,2,pages.krChannel.channelMaster,top500
Channel Select,채널 선택,2,pages.krChannel.channelSelect,top500
Commission History,수수료 이력,2,pages.krChannel.commissionHistory,top500
Commission Reg,수수료 등록,2,pages.krChannel.commissionReg,top500
Effective Date,적용일,2,pages.krChannel.effectiveDate,top500
Ingest Title,데이터 수집 제목,2,pages.krChannel.ingestTitle,top500
Load Sample,샘플 불러오기,2,pages.krChannel.loadSample,top500
Missing Order,누락된 주문,2,pages.krChannel.missingOrder,top500
Missing Settle,누락된 정산,2,pages.krChannel.missingSettle,top500
Net Diff,순 차액,2,pages.krChannel.netDiff,top500
No Data Hint,데이터 없음 안내,2,pages.krChannel.noDataHint,top500
Recon Run,대조 실행,2,pages.krChannel.reconRun,top500
Recon Start,대조 시작,2,pages.krChannel.reconStart,top500
Return Fee,반품 수수료,2,pages.krChannel.returnFee,top500
Save Commission,수수료 저장,2,pages.krChannel.saveCommission,top500
Select Channel Hint,채널을 선택하세요,2,pages.krChannel.selectChannelHint,top500
Settle Cycle,정산 주기,2,pages.krChannel.settleCycle,top500
Base Shipping Fee (₩),기본 배송비 (₩),2,pages.krChannel.shippingFee,top500
Tab Fees,수수료,2,pages.krChannel.tabFees,top500
Tab Ingest,데이터 수집,2,pages.krChannel.tabIngest,top500
Summary Score,요약 점수,2,pages.krChannel.tabSummary,top500
Total Commission,총 수수료,2,pages.krChannel.totalCommission,top500
Total Settlement,총 정산액,2,pages.krChannel.totalSettlement,top500
Vat Rate Label,VAT 세율,2,pages.krChannel.vatRateLabel,top500
Age Distribution,연령 분포,2,pages.marketing.ageDist,top500
AI Communication,AI 커뮤니케이션,2,pages.marketing.aiMarketingHub,top500
Analytics Modules,분석 모듈,2,pages.marketing.analyticsModules,top500
View Integration Guide,연동 가이드 보기,2,pages.marketing.ApiRegister,top500
Core KPIs by Channel,채널별 핵심 KPI,2,pages.marketing.channelDesc,top500
Channel Mix,채널 믹스,2,pages.marketing.channelMix,top500
Ch Intel Desc1,채널 인텔리전스 안내 1,2,pages.marketing.chIntelDesc1,top500
Ch Intel Desc2,채널 인텔리전스 안내 2,2,pages.marketing.chIntelDesc2,top500
Ch Intel Desc3,채널 인텔리전스 안내 3,2,pages.marketing.chIntelDesc3,top500
Ch Intel Desc4,채널 인텔리전스 안내 4,2,pages.marketing.chIntelDesc4,top500
Channel Performance Dashboard,채널 성과 대시보드,2,pages.marketing.chPerfDash,batch_01
Key KPI Trends by Media,매체별 핵심 KPI 추이,2,pages.marketing.chTrendKpi,batch_01
Goal Achievement,목표 달성률,2,pages.marketing.colAchieve,batch_01
Channel Name,채널명,2,pages.marketing.colChan,batch_01
Order · Inventory · Settlement Unified Status,주문 · 재고 · 정산 통합 현황,2,pages.marketing.commerceDesc,batch_01
Conversion Funnel Analysis,전환 퍼널 분석,2,pages.marketing.convFunnel,batch_01
Gender Distribution,성별 분포,2,pages.marketing.genderDist,batch_01
Influencer · UGC Performance Analysis,인플루언서 · UGC 성과 분석,2,pages.marketing.influencerDesc,batch_01
KR Channel,국내 채널,2,pages.marketing.KRChannel,batch_01
Live Activity,실시간 활동,2,pages.marketing.liveActivity,batch_01
🔒 Demo,🔒 데모,2,pages.marketing.LockBadge,batch_01
Ad · Campaign Integrated Analysis,광고 · 캠페인 통합 분석,2,pages.marketing.marketingDesc,batch_01
Module Shortcuts,모듈 바로가기,2,pages.marketing.moduleShortcuts,batch_01
Naver Search Ads,네이버 검색광고,2,pages.marketing.naverName,batch_01
All platform KPIs at a glance,전체 플랫폼 KPI 한눈에 보기,2,pages.marketing.overviewDesc,batch_01
Price Check,가격 점검,2,pages.marketing.PriceCheck,batch_01
Price Opt,가격 최적화,2,pages.marketing.PriceOpt,batch_01
Check Pricing Plans,요금제 확인,2,pages.marketing.PricingView,batch_01
Global Sales,글로벌 매출,2,pages.marketing.sales,batch_01
Revenue Status by Country/Region,국가/지역별 매출 현황,2,pages.marketing.salesDesc,batch_01
This feature only fetches real data after paid plan integration. Current screen uses sample data.,이 기능은 유료 플랜 연동 후 실제 데이터를 제공합니다. 현재 화면은 샘플 데이터를 사용 중입니다.,2,pages.marketing.SampleDesc2,batch_01
Virtual data is being displayed.,현재 샘플 데이터가 표시되고 있습니다.,2,pages.marketing.SampleDesc3,batch_01
We suggest customized options and quick actions for your role.,역할에 맞는 추천 기능과 빠른 실행 메뉴를 제공합니다.,2,pages.marketing.selectRoleDesc,batch_01
Please select your role,역할을 선택해주세요,2,pages.marketing.selectRoleTitle,batch_01
API · Pipeline · Server Status,API · 파이프라인 · 서버 상태,2,pages.marketing.systemDesc,batch_01
Top Visited Regions,상위 방문 지역,2,pages.marketing.topRegion,batch_01
Your account has a free coupon.,계정에 무료 쿠폰이 있습니다.,2,pages.marketing.upgradeBarCoupon,batch_01
Connect your API now and fully utilize the platform with your data.,API를 연결하고 실제 데이터 기반으로 플랫폼 기능을 활용해보세요.,2,pages.marketing.upgradeBarDesc,batch_01
Membership Coupon Application Guide,멤버십 쿠폰 적용 가이드,2,pages.marketing.upgradeBarMembership,batch_01
🎉 Connect real business data and try all features free for 7 days!,🎉 실제 비즈니스 데이터를 연결하고 모든 기능을 7일간 무료로 체험해보세요!,2,pages.marketing.upgradeBarTitle,batch_01
vs Yesterday,전일 대비,2,pages.marketing.vsYesterday,batch_01
Churn Action,이탈 대응 액션,2,pages.marketingIntel.aiPredict.kpi.churnAction,batch_01
Churn Risk Customer,이탈 위험 고객,2,pages.marketingIntel.aiPredict.kpi.churnRisk,batch_01
High Ltv,고 LTV 고객,2,pages.marketingIntel.aiPredict.kpi.highLtv,batch_01
High Ltv Sub,고 LTV 고객 안내,2,pages.marketingIntel.aiPredict.kpi.highLtvSub,batch_01
Ml Accuracy,ML 정확도,2,pages.marketingIntel.aiPredict.kpi.mlAccuracy,batch_01
Ml Sub,ML 분석 안내,2,pages.marketingIntel.aiPredict.kpi.mlSub,batch_01
Revenue Sub,매출 분석 안내,2,pages.marketingIntel.aiPredict.kpi.revenueSub,batch_01
Ai Suggestions,AI 추천,2,pages.marketingIntel.aiSuggestions,batch_01
Anomaly detected,이상 징후 감지,2,pages.marketingIntel.anomalyDetected,batch_01
Audience Insights,오디언스 인사이트,2,pages.marketingIntel.audienceInsights,batch_01
Ad Channel Note,광고 채널 안내,2,pages.marketingIntel.auth.adChannelNote,batch_01
Ad Channel Title,광고 채널,2,pages.marketingIntel.auth.adChannelTitle,batch_01
Address Detail Label,상세 주소,2,pages.marketingIntel.auth.addressDetailLabel,batch_01
Address Required,주소를 입력해주세요,2,pages.marketingIntel.auth.addressRequired,batch_01
Admin Email Label,관리자 이메일,2,pages.marketingIntel.auth.adminEmailLabel,batch_01
Admin Key Label,관리자 키,2,pages.marketingIntel.auth.adminKeyLabel,batch_01
Admin Key Ph,관리자 키 입력,2,pages.marketingIntel.auth.adminKeyPh,batch_01
Admin Login Btn,관리자 로그인,2,pages.marketingIntel.auth.adminLoginBtn,batch_01
Admin Login Desc,관리자 계정으로 로그인해주세요,2,pages.marketingIntel.auth.adminLoginDesc,batch_01
Admin Login Title,관리자 로그인,2,pages.marketingIntel.auth.adminLoginTitle,batch_01
Agree All,전체 동의,2,pages.marketingIntel.auth.agreeAll,batch_01
Agree And,및,2,pages.marketingIntel.auth.agreeAnd,batch_01
I agree to,동의합니다,2,pages.marketingIntel.auth.agreeConsent,batch_01
Agree Marketing,마케팅 수신 동의,2,pages.marketingIntel.auth.agreeMarketing,batch_01
Terms of Service,이용약관,2,pages.marketingIntel.auth.agreeTerms,batch_01
Agree Terms Required,이용약관 동의가 필요합니다,2,pages.marketingIntel.auth.agreeTermsRequired,batch_01
Already have an account?,이미 계정이 있으신가요?,2,pages.marketingIntel.auth.alreadyHaveAccount,batch_01
Business Number Hint,사업자등록번호 안내,2,pages.marketingIntel.auth.businessNumberHint,batch_01
Business Number,사업자등록번호,2,pages.marketingIntel.auth.businessNumberLabel,batch_01
Business Number Required,사업자등록번호를 입력해주세요,2,pages.marketingIntel.auth.businessNumberRequired,batch_01
Business Type Required,업종을 선택해주세요,2,pages.marketingIntel.auth.businessTypeRequired,batch_01
Business Warning,사업자 정보 확인이 필요합니다,2,pages.marketingIntel.auth.businessWarning,batch_01
Ceo Name Label,대표자명,2,pages.marketingIntel.auth.ceoNameLabel,batch_01
Ceo Required,대표자명을 입력해주세요,2,pages.marketingIntel.auth.ceoRequired,batch_01
Company Label,회사명,2,pages.marketingIntel.auth.companyLabel,batch_01
Company Required,회사명을 입력해주세요,2,pages.marketingIntel.auth.companyRequired,batch_01
Completion Note,가입 완료 안내,2,pages.marketingIntel.auth.completionNote,batch_01
Country Required,국가를 선택해주세요,2,pages.marketingIntel.auth.countryRequired,batch_01
Email Required,이메일을 입력해주세요,2,pages.marketingIntel.auth.emailRequired,batch_01
Free Trial (Demo),무료 체험 (데모),2,pages.marketingIntel.auth.freePlan,batch_01
Simple sign up with email · name,이메일 · 이름만으로 간편 가입,2,pages.marketingIntel.auth.freePlanDesc,batch_01
✨ Free Sign Up,✨ 무료 가입,2,pages.marketingIntel.auth.freeRegister,batch_01
Easy start · Free trial of core features,간편하게 시작하고 핵심 기능을 무료로 체험해보세요,2,pages.marketingIntel.auth.freeTrialDesc,batch_01
Free Trial (Demo) Registration,무료 체험(데모) 가입,2,pages.marketingIntel.auth.freeTrialTitle,batch_01
Included Features,포함 기능,2,pages.marketingIntel.auth.includedFeatures,batch_01
Key Verified,키 검증 완료,2,pages.marketingIntel.auth.keyVerified,batch_01
Logging in...,로그인 중입니다...,2,pages.marketingIntel.auth.loggingIn,batch_01
🔐 Login,🔐 로그인,2,pages.marketingIntel.auth.loginBtn,batch_01
Monthly Revenue Label,월 매출,2,pages.marketingIntel.auth.monthlyRevenueLabel,batch_01
Next Business,다음: 사업자 정보,2,pages.marketingIntel.auth.nextBusiness,batch_01
Next Channels,다음: 채널 설정,2,pages.marketingIntel.auth.nextChannels,batch_01
Not Admin Account,관리자 계정이 아닙니다,2,pages.marketingIntel.auth.notAdminAccount,batch_01
Or login with account,또는 계정으로 로그인,2,pages.marketingIntel.auth.orLoginWith,batch_01
Paid Plan Sign Up,유료 플랜 가입,2,pages.marketingIntel.auth.paidPlan,batch_01
Paid Plan Desc,유료 플랜 안내,2,pages.marketingIntel.auth.paidPlanDesc,batch_01
Paid Plan Note,유료 플랜 참고사항,2,pages.marketingIntel.auth.paidPlanNote,batch_01
Paid Plan Title,유료 플랜 가입,2,pages.marketingIntel.auth.paidPlanTitle,batch_01
Confirm Password,비밀번호 확인,2,pages.marketingIntel.auth.passwordConfirm,batch_01
Password (min 6 characters),비밀번호 (최소 6자 이상),2,pages.marketingIntel.auth.passwordHint,batch_01
Password Mismatch,비밀번호가 일치하지 않습니다,2,pages.marketingIntel.auth.passwordMismatch,batch_01
Password Too Short,비밀번호가 너무 짧습니다,2,pages.marketingIntel.auth.passwordTooShort,batch_01
Phone Required,전화번호를 입력해주세요,2,pages.marketingIntel.auth.phoneRequired,batch_01
Plan Note,플랜 참고사항,2,pages.marketingIntel.auth.PlanNote,batch_01
Plan Question,플랜 문의,2,pages.marketingIntel.auth.planQuestion,batch_01
Select Registration Type,가입 유형 선택,2,pages.marketingIntel.auth.planTypeTitle,batch_01
Premium Only,프리미엄 전용,2,pages.marketingIntel.auth.premiumOnly,batch_01
Price Not Set,가격 미설정,2,pages.marketingIntel.auth.priceNotSet,batch_01
Processing Register,가입 처리 중입니다,2,pages.marketingIntel.auth.processingRegister,batch_01
⚡ Quick Demo,⚡ 빠른 데모,2,pages.marketingIntel.auth.quickStart,batch_01
Recommended For,추천 대상,2,pages.marketingIntel.auth.recommendedFor,batch_01
Reenter Key,키 다시 입력,2,pages.marketingIntel.auth.reenterKey,batch_01
Sales Channel Note,판매 채널 안내,2,pages.marketingIntel.auth.salesChannelNote,batch_01
Sales Channel Required,판매 채널을 선택해주세요,2,pages.marketingIntel.auth.salesChannelRequired,batch_01
Sales Channel Title,판매 채널,2,pages.marketingIntel.auth.salesChannelTitle,batch_01
🚀 Start Free,🚀 무료로 시작하기,2,pages.marketingIntel.auth.startFree,batch_01
Start Plan,플랜 시작,2,pages.marketingIntel.auth.startPlan,batch_01
① Account Info,① 계정 정보,2,pages.marketingIntel.auth.step1Account,batch_01
② Business Info,② 사업자 정보,2,pages.marketingIntel.auth.step2Business,batch_01
③ Channels & Complete,③ 채널 설정 및 완료,2,pages.marketingIntel.auth.step3Channels,batch_01
Terms Required,약관 동의가 필요합니다,2,pages.marketingIntel.auth.termsRequired,batch_01
🎯 Try Demo,🎯 데모 체험,2,pages.marketingIntel.auth.try,batch_01
Verify Key,키 검증,2,pages.marketingIntel.auth.verifyKey,batch_01
Website Label,웹사이트,2,pages.marketingIntel.auth.websiteLabel,batch_01
Wrong Admin Key,관리자 키가 올바르지 않습니다,2,pages.marketingIntel.auth.wrongAdminKey,batch_01
Zip Code Label,우편번호,2,pages.marketingIntel.auth.zipCodeLabel,batch_01
Budget Opt Desc,예산 최적화 안내,2,pages.marketingIntel.budgetOptDesc,batch_01
Channel Analysis,채널 분석,2,pages.marketingIntel.channelAnalysis,batch_01
Key Insight,핵심 인사이트,2,pages.marketingIntel.channelKpiPage.keyInsight,batch_01
Creative Perf,크리에이티브 성과,2,pages.marketingIntel.creativePerf,batch_01
Ad Format Count,광고 포맷 수,2,pages.marketingIntel.creativeStudio.adFormatCount,batch_01
Ad Preview Label,광고 미리보기,2,pages.marketingIntel.creativeStudio.adPreviewLabel,batch_01
Ad Spec,광고 사양,2,pages.marketingIntel.creativeStudio.adSpec,batch_01
Advertising,광고,2,pages.marketingIntel.creativeStudio.adTag,batch_01
Ad Tip Title,광고 운영 팁,2,pages.marketingIntel.creativeStudio.adTipTitle,batch_01
Body Hint,본문 작성 가이드,2,pages.marketingIntel.creativeStudio.bodyHint,batch_01
Cat_beauty_desc,뷰티 카테고리 설명,2,pages.marketingIntel.creativeStudio.cat_beauty_desc,batch_01
Cat_electronics,전자기기,2,pages.marketingIntel.creativeStudio.cat_electronics,batch_01
Cat_electronics_desc,전자기기 카테고리 설명,2,pages.marketingIntel.creativeStudio.cat_electronics_desc,batch_01
Cat_fashion,패션,2,pages.marketingIntel.creativeStudio.cat_fashion,batch_01
Cat_fashion_desc,패션 카테고리 설명,2,pages.marketingIntel.creativeStudio.cat_fashion_desc,batch_01
Cat_food_desc,식품 카테고리 설명,2,pages.marketingIntel.creativeStudio.cat_food_desc,batch_01
Cat_general,일반,2,pages.marketingIntel.creativeStudio.cat_general,batch_01
Cat_general_desc,일반 카테고리 설명,2,pages.marketingIntel.creativeStudio.cat_general_desc,batch_01
Cat_overseas_buy,해외 구매대행,2,pages.marketingIntel.creativeStudio.cat_overseas_buy,batch_01
Cat_overseas_buy_desc,해외 구매대행 설명,2,pages.marketingIntel.creativeStudio.cat_overseas_buy_desc,batch_01
Cat_overseas_ship,해외 배송대행,2,pages.marketingIntel.creativeStudio.cat_overseas_ship,batch_01
Cat_overseas_ship_desc,해외 배송대행 설명,2,pages.marketingIntel.creativeStudio.cat_overseas_ship_desc,batch_01
Cat_sports_desc,스포츠 카테고리 설명,2,pages.marketingIntel.creativeStudio.cat_sports_desc,batch_02
Category Optimized,카테고리 최적화,2,pages.marketingIntel.creativeStudio.categoryOptimized,batch_02
Channel Step,채널 단계,2,pages.marketingIntel.creativeStudio.channelStep,batch_02
👆 CTA:,👆 CTA:,2,pages.marketingIntel.creativeStudio.ctaHint,batch_02
Custom Body,본문 직접 작성,2,pages.marketingIntel.creativeStudio.customBody,batch_02
Custom Copy Toggle,직접 작성 사용,2,pages.marketingIntel.creativeStudio.customCopyToggle,batch_02
Custom Headline,헤드라인 직접 작성,2,pages.marketingIntel.creativeStudio.customHeadline,batch_02
Headline Hint,헤드라인 작성 가이드,2,pages.marketingIntel.creativeStudio.headlineHint,batch_02
Product Info,상품 정보,2,pages.marketingIntel.creativeStudio.productInfo,batch_02
Selected Label,선택됨,2,pages.marketingIntel.creativeStudio.selectedLabel,batch_02
Select First,먼저 선택해주세요,2,pages.marketingIntel.creativeStudio.selectFirst,batch_02
Select First Desc,먼저 항목을 선택해주세요,2,pages.marketingIntel.creativeStudio.selectFirstDesc,batch_02
Select Step,선택 단계,2,pages.marketingIntel.creativeStudio.selectStep,batch_02
Select Step Hint,단계별 선택 가이드,2,pages.marketingIntel.creativeStudio.selectStepHint,batch_02
Export Report,리포트 내보내기,2,pages.marketingIntel.exportReport,batch_02
Pnl High Margin,고마진 P&L,2,pages.marketingIntel.marketingIntel.banner.pnlHighMargin,batch_02
Pnl Low Margin,저마진 P&L,2,pages.marketingIntel.marketingIntel.banner.pnlLowMargin,batch_02
Click to change menu/feature access by role (✅ Allow · 👁 Read-only · 🔒 Locked),클릭하여 역할별 메뉴/기능 접근 권한을 변경하세요 (✅ 허용 · 👁 읽기 전용 · 🔒 잠금),2,pages.marketingIntel.marketingIntel.menuAccess.desc,batch_02
New Feature,신규 기능,2,pages.marketingIntel.marketingIntel.menuAccess.newFeature,batch_02
Perm Read,읽기 전용,2,pages.marketingIntel.marketingIntel.menuAccess.permRead,batch_02
Recommend Title,추천 항목,2,pages.marketingIntel.marketingIntel.menuAccess.recommendTitle,batch_02
Add Fav,즐겨찾기 추가,2,pages.marketingIntel.marketingIntel.systemMonitor.addFav,batch_02
Add Favorite,즐겨찾기 추가,2,pages.marketingIntel.marketingIntel.systemMonitor.addFavorite,batch_02
No Favorites,즐겨찾기 항목이 없습니다,2,pages.marketingIntel.marketingIntel.systemMonitor.noFavorites,batch_02
No Recents,최근 항목이 없습니다,2,pages.marketingIntel.marketingIntel.systemMonitor.noRecents,batch_02
Quick Access,빠른 접근,2,pages.marketingIntel.marketingIntel.systemMonitor.quickAccess,batch_02
Remove Fav,즐겨찾기 해제,2,pages.marketingIntel.marketingIntel.systemMonitor.removeFav,batch_02
Remove Favorite,즐겨찾기 해제,2,pages.marketingIntel.marketingIntel.systemMonitor.removeFavorite,batch_02
Trend Detection,트렌드 감지,2,pages.marketingIntel.marketingIntel.trendDetection,batch_02
