path,ko_value,length,latin_ratio,category
dash.operations.auto.8jslz0,사이트 URL,7,0.429,D_AUTO_ID
dash.operations.auto.ynyctt,관리자 계정,6,0.000,D_AUTO_ID
dash.operations.auto.rzmlkl,WordPress 관리자 → 프로필 → 애플리케이션 비밀번호 생성,36,0.250,D_AUTO_ID
dash.operations.auto.9clapm,Add API Key (플러그인용),19,0.474,D_AUTO_ID
dash.operations.auto.r35hhy,Kakao스토리,8,0.625,D_AUTO_ID
dash.operations.auto.44dsvf,Kakao 개발자센터 → REST API 키 → OAuth Auth,37,0.568,D_AUTO_ID
dash.operations.auto.zf1y2s,미Test,5,0.800,D_AUTO_ID
dash.operations.auto.015zcn,새 Channel Add,13,0.769,D_AUTO_ID
dash.operations.auto.xovpin,커스텀 Channel을 직접 Register합니다,27,0.556,D_AUTO_ID
dash.operations.auto.cljj3j,예: 사내 복지몰,9,0.000,D_AUTO_ID
dash.operations.auto.7c2kpa,Icon (이모지),10,0.400,D_AUTO_ID
dash.operations.auto.2gdeh2,대표 Color,8,0.625,D_AUTO_ID
dash.operations.auto.6gmwno,📋 Auth 필드,10,0.400,D_AUTO_ID
dash.operations.auto.1fe4yq,+ 필드 Add,8,0.375,D_AUTO_ID
dash.operations.auto.k1xv0h,key (영문),8,0.375,D_AUTO_ID
dash.operations.auto.4yo8i3,라벨,2,0.000,D_AUTO_ID
dash.operations.auto.2fpukf,Auth Info를 안전하게 Save합니다,23,0.522,D_AUTO_ID
dash.operations.auto.lh2mw5,Change하려면 새 Value 입력 (비워두면 유지),30,0.367,D_AUTO_ID
dash.operations.auto.r5ukjf,💎 Paid Conversion 후 Register,29,0.759,D_AUTO_ID
dash.operations.auto.7dgzu5,Business Manager → App → 토큰 Create,34,0.706,D_AUTO_ID
dash.operations.auto.mcy2ek,AdsAuto화,8,0.875,D_AUTO_ID
dash.operations.auto.zzv7gz,Conversion추적,12,0.833,D_AUTO_ID
dash.operations.auto.va0526,Google Cloud → OAuth 2.0 클라이언트 ID Create,40,0.600,D_AUTO_ID
dash.operations.auto.8awgc0,쇼핑Ads,5,0.600,D_AUTO_ID
dash.operations.auto.9ujts8,틱톡Ads,5,0.600,D_AUTO_ID
dash.operations.auto.0igpad,숏폼Marketing,11,0.818,D_AUTO_ID
dash.operations.auto.g8tg35,OrdersCount집,12,0.917,D_AUTO_ID
dash.operations.auto.r5e9fc,OrdersCount집,12,0.917,D_AUTO_ID
dash.operations.auto.laeux0,정산,2,0.000,D_AUTO_ID
dash.operations.auto.xc7v8o,Naver 스마트스토어,12,0.417,D_AUTO_ID
dash.operations.auto.ktdl83,Commerce API 센터 → 애플리케이션 Register,33,0.576,D_AUTO_ID
dash.operations.auto.pkjv7l,리뷰Count집,8,0.625,D_AUTO_ID
dash.operations.auto.lp6ott,SearchAds → 도구 → API Management,31,0.710,D_AUTO_ID
dash.operations.auto.rjo7qo,SearchAdsAuto화,14,0.929,D_AUTO_ID
dash.operations.auto.sudpqw,키워드Analysis,11,0.727,D_AUTO_ID
dash.operations.auto.nb4gvn,Kakao 모먼트,9,0.556,D_AUTO_ID
dash.operations.auto.bglbas,Kakao Developers → App Create → 토큰 Issue,40,0.725,D_AUTO_ID
dash.operations.auto.zrqhyh,카카오 알림톡,7,0.000,D_AUTO_ID
dash.operations.auto.2b9bun,11Street Open API 신청 → 1~3일 후 Issue,35,0.514,D_AUTO_ID
dash.operations.auto.sa6nc8,OrdersCount집,12,0.917,D_AUTO_ID
dash.operations.auto.9uk2a0,Gmarket/옥션,10,0.700,D_AUTO_ID
dash.operations.auto.7d8kze,Gmarket Partner센터 → API 신청,26,0.654,D_AUTO_ID
dash.operations.auto.pmmmhz,Rakuten(라쿠텐),12,0.583,D_AUTO_ID
dash.operations.auto.f0xa25,OrdersCount집,12,0.917,D_AUTO_ID
dash.operations.auto.uxu8dh,NotificationAuto화,17,0.941,D_AUTO_ID
dash.operations.auto.6se8l8,API 키 스캔 Done,13,0.538,D_AUTO_ID
dash.operations.auto.9zaela,(실Time),7,0.571,D_AUTO_ID
dash.operations.auto.j0pwc5,키 유효성 Error — API 키를 Confirm하세요,31,0.484,D_AUTO_ID
dash.operations.auto.jznf9o,회원Info를 기반으로 Auto Issue신청합니다. Issue Done 시 Auto Sync됩니다.,56,0.536,D_AUTO_ID
dash.operations.auto.j3gdgq,회사명,3,0.000,D_AUTO_ID
dash.operations.auto.hovbjj,(주)회사Name,9,0.444,D_AUTO_ID
dash.operations.auto.tkoi8u,사업자 Register번호,14,0.571,D_AUTO_ID
dash.operations.auto.ps4hfy,연락처,3,0.000,D_AUTO_ID
dash.operations.auto.ykf0wv,"💡 Issue신청 후 1~3 영업일 내 키가 Issue되며, Register 즉시 Auto으로 Integration됩니다.",69,0.478,D_AUTO_ID
dash.operations.auto.gtin56,📋 Issue 신청하기,13,0.385,D_AUTO_ID
dash.operations.auto.ge067w,🤖 API 키 Auto 스캔 · Integration · Issue신청,40,0.575,D_AUTO_ID
dash.operations.auto.pw0pi7,"가입된 모든 Channel을 Auto Analysis합니다. 키가 감지되면 즉시 Integration, 없으면 Issue신청을 Auto화합니다.",80,0.487,D_AUTO_ID
dash.operations.auto.ft8h53,✅ 스캔 Done,9,0.444,D_AUTO_ID
dash.operations.auto.701c7g,⏳ 스캔 in progress...,19,0.526,D_AUTO_ID
dash.operations.auto.29aghl,🔍 All Auto 스캔,14,0.500,D_AUTO_ID
dash.operations.auto.cc2qm0,키 감지됨,5,0.000,D_AUTO_ID
dash.operations.auto.ijvmlz,키 None,6,0.667,D_AUTO_ID
dash.operations.auto.jk0s5v,신청 Done,7,0.571,D_AUTO_ID
dash.operations.auto.gzkv91,미스캔,3,0.000,D_AUTO_ID
dash.operations.auto.6zmccp,🔍 키 감지,7,0.000,D_AUTO_ID
dash.operations.auto.eqn32v,❌ 키 None,8,0.500,D_AUTO_ID
dash.operations.auto.16s2zv,📋 신청Done,9,0.444,D_AUTO_ID
dash.operations.auto.krzijk,🔍 스캔in progress,16,0.625,D_AUTO_ID
dash.operations.auto.11t2zj,⏸ 미스캔,5,0.000,D_AUTO_ID
dash.operations.auto.rpw5ig,⏳ 신청 in progress...,19,0.526,D_AUTO_ID
dash.operations.auto.aax6hu,📋 Issue 신청,11,0.455,D_AUTO_ID
dash.operations.auto.40vixj,📋 신청 Done,10,0.400,D_AUTO_ID
dash.operations.auto.izlkqz,🔍 스캔 in progress...,20,0.500,D_AUTO_ID
dash.operations.auto.veyvko,⏸ 스캔 전,6,0.000,D_AUTO_ID
dash.operations.auto.fprwyv,📖 Issue 방법,11,0.455,D_AUTO_ID
dash.operations.auto.sdkpt7,→ 개발자 콘솔 열기 ↗,13,0.000,D_AUTO_ID
dash.operations.auto.tng2eo,📖 API 키를 Auto으로 가져올 Count 없는 Channel — 가이드,43,0.442,D_AUTO_ID
dash.operations.auto.mnmmde,OAuth 필요 Channel,16,0.750,D_AUTO_ID
dash.operations.auto.eg4qia,Seller센터 Issue Channel,22,0.818,D_AUTO_ID
dash.operations.auto.ibhsge,(Coupang·Naver·11Street 등): 「📋 Issue 신청」 Button으로 Auto 신청 → 1~3일 내 Email Count신 후 Register Done.,97,0.567,D_AUTO_ID
dash.operations.auto.nkk9ux,라이센스 키를 입력해주세요.,15,0.000,D_AUTO_ID
dash.operations.auto.xee1o4,네트워크 Error:,11,0.455,D_AUTO_ID
dash.operations.auto.peum9f,라이센스 Activate Done!,19,0.632,D_AUTO_ID
dash.operations.auto.me7deo,라이센스가 이미 Activate되어 있습니다,24,0.333,D_AUTO_ID
dash.operations.auto.v2eu9b,🔌 커넥터 현황,9,0.000,D_AUTO_ID
dash.operations.auto.jjw1v2,🏠 Dashboard로 Move,18,0.722,D_AUTO_ID
dash.operations.auto.7x3v8j,🎟 라이센스 키 Register,18,0.444,D_AUTO_ID
dash.operations.auto.tvzrow,구매하신 라이센스 키를 입력하면,17,0.000,D_AUTO_ID
dash.operations.auto.ehujwr,모든 Paid Feature이 즉시 Activate,28,0.679,D_AUTO_ID
dash.operations.auto.heea6f,됩니다.,4,0.000,D_AUTO_ID
dash.operations.auto.tabsp8,📋 라이센스 키 형식,12,0.000,D_AUTO_ID
dash.operations.auto.5oyz45,라이센스 키 입력 *,11,0.000,D_AUTO_ID
dash.operations.auto.p8ra5m,⏳ 검증 in progress…,17,0.588,D_AUTO_ID
dash.operations.auto.epe971,🚀 라이센스 Activate,16,0.500,D_AUTO_ID
dash.operations.auto.nfsmh1,Pricing제 보기,11,0.636,D_AUTO_ID
dash.operations.auto.txu9kw,📡 라이센스 Activate 후 Integration 가능 Channel (30개+),48,0.542,D_AUTO_ID
dash.operations.auto.9p6ucn,일본,2,0.000,D_AUTO_ID
dash.operations.auto.ac75p7,Naver 스마트스토어,12,0.417,D_AUTO_ID
dash.operations.auto.uu8cwu,Kakao 모먼트,9,0.556,D_AUTO_ID
dash.operations.auto.d60jud,G마콃/옥션,6,0.167,D_AUTO_ID
dash.operations.auto.svbso9,베네피아(폐쇄몰),9,0.000,D_AUTO_ID
dash.operations.auto.g89o6q,폐쇄몰,3,0.000,D_AUTO_ID
dash.operations.auto.8fu4v1,삼성 웰스토리,7,0.000,D_AUTO_ID
dash.operations.auto.6xwuah,폐쇄몰,3,0.000,D_AUTO_ID
dash.operations.auto.13f85a,이 Auth키를 Delete하시겠습니까?,22,0.455,D_AUTO_ID
dash.operations.auto.mgmepv,삭제되었습니다.,8,0.000,D_AUTO_ID
dash.operations.auto.yfr8lb,Channel API 키 & Auto Sync Management,36,0.778,D_AUTO_ID
dash.operations.auto.71ijys,Global · Domestic · Own Mall · 폐쇄몰 Channel의 Auth 키 Count동 Register + 🤖 SmartConnect AI Auto화를 Unified Management합니다,116,0.690,D_AUTO_ID
dash.operations.auto.uwwysx,Count동 Register · Edit · Test,29,0.724,D_AUTO_ID
dash.operations.auto.04xbs5,Auto 스캔 · Integration · Issue신청,31,0.645,D_AUTO_ID
dash.operations.auto.b3qru0,🎟 라이센스 Activate,16,0.500,D_AUTO_ID
dash.operations.auto.z7kx77,판매키 Register · Paid큐랜 Active,28,0.643,D_AUTO_ID
dash.operations.auto.10vzv1,Total 키 Count,13,0.769,D_AUTO_ID
dash.operations.auto.0qntd6,지원 Channel,10,0.700,D_AUTO_ID
dash.operations.auto.s3fgwk, Mode — API 키 Register은 Paid Plan 전용,36,0.639,D_AUTO_ID
dash.operations.auto.w66p5o,에서는 API 키를 입력해도 실제 Channel과 Integration되지 않습니다,46,0.457,D_AUTO_ID
dash.operations.auto.wuxyi0,(순Count 체험용 모의 데이터만 표시).,24,0.208,D_AUTO_ID
dash.operations.auto.znud7v,Paid Plan으로 Conversion 후 API 키를 Register하면 아래,45,0.644,D_AUTO_ID
dash.operations.auto.2fsv5a,모든 Channel이 즉시 실Time Integration,32,0.688,D_AUTO_ID
dash.operations.auto.8w5ncj,됩니다.,4,0.000,D_AUTO_ID
dash.operations.auto.8kezu3,💎 Paid Conversion하기 →,22,0.636,D_AUTO_ID
dash.operations.auto.0dge9p,🔄 불러오는 in progress...,22,0.455,D_AUTO_ID
dash.operations.auto.n2m798,보안 안내,5,0.000,D_AUTO_ID
dash.operations.auto.dfumga,→ 커넥터 Management로 Move,22,0.636,D_AUTO_ID
dash.operations.auto.25smdq,25smdq,6,0.667,D_AUTO_ID
dash.operations.auto.gjra61,Gjra61,6,0.667,D_AUTO_ID
dash.operations.auto.mi7ool,Mi7ool,6,0.833,D_AUTO_ID
dash.operations.auto.e7chl6,E7chl6,6,0.667,D_AUTO_ID
dash.operations.auto.2jw234,2jw234,6,0.333,D_AUTO_ID
dash.operations.auto.swwa95,Swwa95,6,0.667,D_AUTO_ID
dash.operations.auto.mzr83u,Mzr83u,6,0.667,D_AUTO_ID
dash.operations.auto.gckxb4,Gckxb4,6,0.833,D_AUTO_ID
dash.operations.auto.8bh6tu,8bh6tu,6,0.667,D_AUTO_ID
dash.operations.auto.zh1qxk,Zh1qxk,6,0.833,D_AUTO_ID
dash.operations.auto.5ugkrf,5ugkrf,6,0.833,D_AUTO_ID
dash.operations.auto.w3od4h,W3od4h,6,0.667,D_AUTO_ID
dash.operations.auto.bqxgxj,Bqxgxj,6,1.000,D_AUTO_ID
dash.operations.auto.qkkmnp,Qkkmnp,6,1.000,D_AUTO_ID
dash.operations.auto.w5qgaw,W5qgaw,6,0.833,D_AUTO_ID
dash.operations.auto.tb5fnf,Tb5fnf,6,0.833,D_AUTO_ID
dash.operations.auto.yxgb6h,Yxgb6h,6,0.833,D_AUTO_ID
dash.operations.auto.9plavm,9plavm,6,0.833,D_AUTO_ID
dash.operations.auto.tte7ij,Tte7ij,6,0.833,D_AUTO_ID
dash.operations.auto.34an2u,34an2u,6,0.500,D_AUTO_ID
dash.operations.auto.hfcznv,Hfcznv,6,1.000,D_AUTO_ID
dash.operations.auto.6odutv,6odutv,6,0.833,D_AUTO_ID
dash.operations.auto.ps1rbq,Ps1rbq,6,0.833,D_AUTO_ID
dash.operations.auto.ga42ac,Ga42ac,6,0.667,D_AUTO_ID
dash.operations.auto.g490mm,G490mm,6,0.500,D_AUTO_ID
dash.operations.auto.ea765n,Ea765n,6,0.500,D_AUTO_ID
dash.operations.auto.qkwef8,Qkwef8,6,0.833,D_AUTO_ID
dash.operations.auto.3ck4pc,3ck4pc,6,0.667,D_AUTO_ID
dash.operations.auto.c3fs0f,C3fs0f,6,0.667,D_AUTO_ID
dash.operations.auto.nzwqg9,Nzwqg9,6,0.833,D_AUTO_ID
dash.operations.auto.h53dub,H53dub,6,0.667,D_AUTO_ID
dash.operations.auto.h0jnqu,H0jnqu,6,0.833,D_AUTO_ID
dash.operations.auto.eiyn3w,Eiyn3w,6,0.833,D_AUTO_ID
dash.operations.auto.0ywsne,0ywsne,6,0.833,D_AUTO_ID
dash.operations.auto.imx43v,Imx43v,6,0.667,D_AUTO_ID
dash.operations.auto.9cpaci,9cpaci,6,0.833,D_AUTO_ID
dash.operations.auto.uq20z5,Uq20z5,6,0.500,D_AUTO_ID
dash.operations.auto.2hnb5b,2hnb5b,6,0.667,D_AUTO_ID
dash.operations.auto.4ndk1j,4ndk1j,6,0.667,D_AUTO_ID
dash.operations.auto.l36ov9,L36ov9,6,0.500,D_AUTO_ID
dash.operations.auto.2it6i0,2it6i0,6,0.500,D_AUTO_ID
dash.operations.auto.ra8479,Ra8479,6,0.333,D_AUTO_ID
dash.operations.auto.ejm0pv,Ejm0pv,6,0.833,D_AUTO_ID
dash.operations.auto.wynyfz,Wynyfz,6,1.000,D_AUTO_ID
dash.operations.auto.xnh74m,Xnh74m,6,0.667,D_AUTO_ID
dash.operations.auto.z8x5tf,Z8x5tf,6,0.667,D_AUTO_ID
dash.operations.auto.dtybkd,Dtybkd,6,1.000,D_AUTO_ID
dash.operations.auto.tsl7hq,Tsl7hq,6,0.833,D_AUTO_ID
dash.operations.auto.bejuou,Bejuou,6,1.000,D_AUTO_ID
dash.operations.auto.cfwn37,Cfwn37,6,0.667,D_AUTO_ID
dash.operations.auto.fdz98u,Fdz98u,6,0.667,D_AUTO_ID
dash.operations.auto.3x3snf,3x3snf,6,0.667,D_AUTO_ID
dash.operations.auto.9eok3n,9eok3n,6,0.667,D_AUTO_ID
dash.operations.auto.cq8w8h,Cq8w8h,6,0.667,D_AUTO_ID
dash.operations.auto.z8sx81,Z8sx81,6,0.500,D_AUTO_ID
dash.operations.auto.a14086,A14086,6,0.167,D_AUTO_ID
dash.operations.auto.74kh59,74kh59,6,0.333,D_AUTO_ID
dash.operations.auto.xoo6im,Xoo6im,6,0.833,D_AUTO_ID
dash.operations.auto.o98iq1,O98iq1,6,0.500,D_AUTO_ID
dash.operations.auto.r45lkr,R45lkr,6,0.667,D_AUTO_ID
dash.operations.auto.b1kvdo,B1kvdo,6,0.833,D_AUTO_ID
dash.operations.auto.5u3680,5u3680,6,0.167,D_AUTO_ID
dash.operations.auto.f3f04y,F3f04y,6,0.500,D_AUTO_ID
dash.operations.auto.knivsl,Knivsl,6,1.000,D_AUTO_ID
dash.operations.auto.c6d6pj,C6d6pj,6,0.667,D_AUTO_ID
dash.operations.auto.p4p4bc,P4p4bc,6,0.667,D_AUTO_ID
dash.operations.auto.amsa9k,Amsa9k,6,0.833,D_AUTO_ID
dash.operations.auto.a99eaj,A99eaj,6,0.667,D_AUTO_ID
dash.operations.auto.ze6yi8,Ze6yi8,6,0.667,D_AUTO_ID
dash.operations.auto.vvzm41,Vvzm41,6,0.667,D_AUTO_ID
dash.operations.auto.k2qk5x,K2qk5x,6,0.667,D_AUTO_ID
dash.operations.auto.mqr1yb,Mqr1yb,6,0.833,D_AUTO_ID
dash.operations.auto.dkrli8,Dkrli8,6,0.833,D_AUTO_ID
dash.operations.auto.l2spnk,L2spnk,6,0.833,D_AUTO_ID
dash.operations.auto.xfucnv,Xfucnv,6,1.000,D_AUTO_ID
dash.operations.auto.52g89l,52g89l,6,0.333,D_AUTO_ID
dash.operations.auto.9ojkb5,9ojkb5,6,0.667,D_AUTO_ID
dash.operations.auto.451tyx,451tyx,6,0.500,D_AUTO_ID
dash.operations.auto.event_empty,이벤트 없음,6,0.000,D_AUTO_ID
dash.operations.auto.pprh01,Pprh01,6,0.667,D_AUTO_ID
dash.operations.auto.7kne9i,7kne9i,6,0.667,D_AUTO_ID
dash.operations.auto.rytgjs,Rytgjs,6,1.000,D_AUTO_ID
dash.operations.auto.m8wl6v,M8wl6v,6,0.667,D_AUTO_ID
dash.operations.auto.sn3xbe,Sn3xbe,6,0.833,D_AUTO_ID
dash.operations.auto.5rbky2,5rbky2,6,0.667,D_AUTO_ID
dash.operations.auto.pw7qil,Pw7qil,6,0.833,D_AUTO_ID
dash.operations.auto.bchlcp,Bchlcp,6,1.000,D_AUTO_ID
dash.operations.auto.cox1g4,Cox1g4,6,0.667,D_AUTO_ID
dash.operations.auto.278rrt,278rrt,6,0.500,D_AUTO_ID
dash.operations.auto.48uyea,48uyea,6,0.667,D_AUTO_ID
dash.operations.auto.5n9f5p,5n9f5p,6,0.500,D_AUTO_ID
dash.operations.auto.6z1v6b,6z1v6b,6,0.500,D_AUTO_ID
dash.operations.auto.5uje4r,5uje4r,6,0.667,D_AUTO_ID
dash.operations.auto.wdhsz1,Wdhsz1,6,0.833,D_AUTO_ID
dash.operations.auto.y7avh5,Y7avh5,6,0.667,D_AUTO_ID
dash.operations.auto.mlfykp,Mlfykp,6,1.000,D_AUTO_ID
dash.operations.auto.a7fodt,A7fodt,6,0.833,D_AUTO_ID
dash.operations.auto.mk0dsg,Mk0dsg,6,0.833,D_AUTO_ID
dash.operations.auto.g8r09m,G8r09m,6,0.500,D_AUTO_ID
dash.operations.auto.vgs487,Vgs487,6,0.500,D_AUTO_ID
dash.operations.auto.a2g2s6,A2g2s6,6,0.500,D_AUTO_ID
dash.operations.auto.json_err,JSON 오류,7,0.571,D_AUTO_ID
dash.operations.auto.not_arr,배열 아님,5,0.000,D_AUTO_ID
dash.operations.auto.sa27lc,Sa27lc,6,0.667,D_AUTO_ID
dash.operations.auto.0ipu9q,0ipu9q,6,0.667,D_AUTO_ID
dash.operations.auto.mr789w,Mr789w,6,0.500,D_AUTO_ID
dash.operations.auto.0iy7a9,0iy7a9,6,0.500,D_AUTO_ID
dash.operations.auto.sc6npu,Sc6npu,6,0.833,D_AUTO_ID
dash.operations.auto.9dvczd,9dvczd,6,0.833,D_AUTO_ID
dash.operations.auto.opre0m,Opre0m,6,0.833,D_AUTO_ID
dash.operations.auto.gv4r0c,Gv4r0c,6,0.667,D_AUTO_ID
dash.operations.auto.frgeo3,Frgeo3,6,0.833,D_AUTO_ID
dash.operations.auto.supil9,Supil9,6,0.833,D_AUTO_ID
dash.operations.auto.1wmipx,1wmipx,6,0.833,D_AUTO_ID
dash.operations.auto.27h59f,27h59f,6,0.333,D_AUTO_ID
dash.operations.auto.50hsuy,50hsuy,6,0.667,D_AUTO_ID
dash.operations.auto.097xk9,097xk9,6,0.333,D_AUTO_ID
dash.operations.auto.q8styk,Q8styk,6,0.833,D_AUTO_ID
dash.operations.auto.limqwg,Limqwg,6,1.000,D_AUTO_ID
dash.operations.auto.w4sb94,W4sb94,6,0.500,D_AUTO_ID
dash.operations.auto.dh4f1z,Dh4f1z,6,0.667,D_AUTO_ID
dash.operations.auto.ondgbc,Ondgbc,6,1.000,D_AUTO_ID
dash.operations.auto.4fmodr,4fmodr,6,0.833,D_AUTO_ID
dash.operations.auto.iqdzrx,Iqdzrx,6,1.000,D_AUTO_ID
dash.operations.auto.85bevl,85bevl,6,0.667,D_AUTO_ID
dash.operations.auto.tytk85,Tytk85,6,0.667,D_AUTO_ID
dash.operations.auto.r6zynz,R6zynz,6,0.833,D_AUTO_ID
dash.operations.auto.6w20f2,6w20f2,6,0.333,D_AUTO_ID
dash.operations.auto.qce5y9,Qce5y9,6,0.667,D_AUTO_ID
dash.operations.auto.rytfcq,Rytfcq,6,1.000,D_AUTO_ID
dash.operations.auto.ctzbj7,Ctzbj7,6,0.833,D_AUTO_ID
dash.operations.auto.kq3p3v,Kq3p3v,6,0.667,D_AUTO_ID
dash.operations.auto.cwwnes,Cwwnes,6,1.000,D_AUTO_ID
dash.operations.auto.et8d60,Et8d60,6,0.500,D_AUTO_ID
dash.operations.auto.wf16yz,Wf16yz,6,0.667,D_AUTO_ID
dash.operations.auto.0f6cwr,0f6cwr,6,0.667,D_AUTO_ID
dash.operations.auto.cm1t1o,Cm1t1o,6,0.667,D_AUTO_ID
dash.operations.auto.zwl4qm,Zwl4qm,6,0.833,D_AUTO_ID
dash.operations.auto.80sn2d,80sn2d,6,0.500,D_AUTO_ID
dash.operations.auto.112s5b,112s5b,6,0.333,D_AUTO_ID
dash.operations.auto.2za51t,2za51t,6,0.500,D_AUTO_ID
dash.operations.auto.r4s8k3,R4s8k3,6,0.500,D_AUTO_ID
dash.operations.auto.k26xiq,K26xiq,6,0.667,D_AUTO_ID
dash.operations.auto.eo8zzk,Eo8zzk,6,0.833,D_AUTO_ID
dash.operations.auto.s8ql8c,S8ql8c,6,0.667,D_AUTO_ID
dash.operations.auto.kzbeb5,Kzbeb5,6,0.833,D_AUTO_ID
dash.operations.auto.o0xohs,O0xohs,6,0.833,D_AUTO_ID
dash.operations.marketing.csTitle,크리에이티브 스튜디오,11,0.000,D_AUTO_ID
dash.operations.marketing.csSubtitle,다양한 플랫폼의 광고 소재를 디자인하고 관리합니다,27,0.000,D_AUTO_ID
dash.operations.marketing.csTabGallery,갤러리,3,0.000,D_AUTO_ID
dash.operations.marketing.csTabCreateNew,새로 만들기,6,0.000,D_AUTO_ID
dash.operations.marketing.csTabPerformance,성과 분석,5,0.000,D_AUTO_ID
dash.operations.marketing.csTabBrandAssets,브랜드 에셋,6,0.000,D_AUTO_ID
dash.operations.marketing.csKpiCreatives,소재,2,0.000,D_AUTO_ID
dash.operations.marketing.csKpiFormats,포맷,2,0.000,D_AUTO_ID
dash.operations.marketing.csKpiApproved,승인됨,3,0.000,D_AUTO_ID
dash.operations.marketing.csKpiTopCtr,최고 CTR,6,0.500,D_AUTO_ID
dash.operations.marketing.csFeatMultiFormat,멀티 포맷 내보내기,10,0.000,D_AUTO_ID
dash.operations.marketing.csFeatAiCopy,AI 카피 생성기,9,0.222,D_AUTO_ID
dash.operations.marketing.csFeatPerfAnalytics,성과 분석 도구,8,0.000,D_AUTO_ID
dash.operations.marketing.csFeatBrandCheck,브랜드 일관성 검사,10,0.000,D_AUTO_ID
dash.operations.marketing.csSystemOk,시스템 정상 운영 중,11,0.000,D_AUTO_ID
dash.operations.marketing.guideFullTitle,📋 시작부터 마무리까지 — 완전 가이드,22,0.000,D_AUTO_ID
dash.operations.marketing.guideFullSub,AI 마케팅 자동화 플랫폼의 전체 워크플로우를 단계별로 안내합니다.,37,0.054,D_AUTO_ID
dash.operations.marketing.guidePhaseA,Phase A — 시작 준비,15,0.400,D_AUTO_ID
dash.operations.marketing.guidePhaseB,Phase B — 캠페인 설계,16,0.375,D_AUTO_ID
dash.operations.marketing.guidePhaseC,Phase C — AI 전략 & 소재 생성,23,0.348,D_AUTO_ID
dash.operations.marketing.guidePhaseD,Phase D — 실행 & 모니터링,19,0.316,D_AUTO_ID
dash.operations.marketing.guidePhaseE,Phase E — 최적화 & 마무리,19,0.316,D_AUTO_ID
dash.operations.marketing.gf1Title,로그인 & 환경 확인,11,0.000,D_AUTO_ID
dash.operations.marketing.gf1Desc,"플랫폼에 로그인한 후, 좌측 사이드바에서 ""AI 마케팅 → 자동화 전략"" 메뉴를 클릭합니다. Production/Demo 환경을 확인하세요.",78,0.205,D_AUTO_ID
dash.operations.marketing.gf2Title,API 채널 연동,9,0.333,D_AUTO_ID
dash.operations.marketing.gf2Desc,"연동 허브(Integration Hub)에서 Meta, Google, Naver 등 광고 채널 API Key를 등록합니다. 연동된 채널만 캠페인에 사용 가능합니다.",91,0.385,D_AUTO_ID
dash.operations.marketing.gf3Title,대시보드 현황 파악,10,0.000,D_AUTO_ID
dash.operations.marketing.gf3Desc,"홈 대시보드에서 현재 KPI, 활성 캠페인 수, 채널별 ROAS를 확인합니다. 이 데이터가 AI 추천의 기반이 됩니다.",66,0.136,D_AUTO_ID
dash.operations.marketing.gf4Title,월 예산 설정,7,0.000,D_AUTO_ID
dash.operations.marketing.gf4Desc,"""② 캠페인 설정"" 탭에서 월 광고 예산을 선택하거나 직접 입력합니다. 예산 구간에 따라 AI가 최적 채널을 자동 추천합니다.",70,0.029,D_AUTO_ID
dash.operations.marketing.gf5Title,상품 카테고리 선택,10,0.000,D_AUTO_ID
dash.operations.marketing.gf5Desc,"뷰티, 패션, 식품 등 11개 카테고리 중 해당하는 항목을 선택합니다. 복수 선택 시 교차 분석으로 정밀도가 높아집니다.",67,0.000,D_AUTO_ID
dash.operations.marketing.gf6Title,광고 채널 선택,8,0.000,D_AUTO_ID
dash.operations.marketing.gf6Desc,AI가 카테고리+예산을 분석하여 최적 채널 조합을 추천합니다. 직접 채널을 추가/제거할 수도 있습니다.,57,0.035,D_AUTO_ID
dash.operations.marketing.gf7Title,타겟 & 기간 설정,10,0.000,D_AUTO_ID
dash.operations.marketing.gf7Desc,"캠페인명, 집행 기간(월/분기/반기), 타겟 오디언스를 설정합니다. AI가 채널별 최적 타겟팅을 자동 제안합니다.",63,0.032,D_AUTO_ID
dash.operations.marketing.gf8Title,AI 전략 시뮬레이션,11,0.182,D_AUTO_ID
dash.operations.marketing.gf8Desc,"""AI 전략 생성"" 버튼을 클릭하면 AI가 채널별 예산 배분, 예상 노출/클릭/전환/ROAS를 자동 계산합니다.",62,0.129,D_AUTO_ID
dash.operations.marketing.gf9Title,크리에이티브 소재 제작,12,0.000,D_AUTO_ID
dash.operations.marketing.gf9Desc,"""① 캠페인 설정"" 탭의 Creative Studio에서 AI가 채널별 최적 광고 소재를 자동 생성합니다. 텍스트, 이미지, 영상 포맷을 지원합니다.",83,0.193,D_AUTO_ID
dash.operations.marketing.gf10Title,전략 미리보기 & 수정,12,0.000,D_AUTO_ID
dash.operations.marketing.gf10Desc,"""③ AI 전략 미리보기"" 탭에서 채널별 배분액, 예상 KPI를 확인합니다. 슬라이더로 배분 비율을 직접 조정할 수 있습니다.",70,0.071,D_AUTO_ID
dash.operations.marketing.gf11Title,관리자 승인 제출,9,0.000,D_AUTO_ID
dash.operations.marketing.gf11Desc,"전략을 확정하면 ""승인 요청"" 버튼을 클릭합니다. 관리자 승인 모달에서 예산, ROAS, 채널을 최종 확인 후 제출합니다.",68,0.059,D_AUTO_ID
dash.operations.marketing.gf12Title,캠페인 매니저 모니터링,12,0.000,D_AUTO_ID
