ns,path,pollution_type,ko_value,ja_value,en_value,ko_length,suggested_ko
gAttr,gAttr.tabLtvLabel,LATIN_LONG,💰 LTV vs CAC,💰 LTV vs CAC,💰 LTV vs CAC,13,
gAttr,gAttr.tabMarkovLabel,LATIN_LONG,🔗 Markov+Uplift,🔗 Markov+Uplift,🔗 Markov+Uplift,16,
gAttr,gAttr.tabMmmDesc,LATIN_LONG,Ridge+Adstock+Hill,Ridge+Adstock+Hill,Ridge+Adstock+Hill,18,
gAttr,gAttr.tabShapleyLabel,LATIN_LONG,🎯 Exact Shapley,🎯 Exact Shapley,🎯 Exact Shapley,16,
graph,graph.mockData,LATIN_LONG,🟡 MOCK Data,🟡 MOCK Data,🟡 MOCK Data,12,
graph,graph.mockResult,LATIN_LONG,🟡 MOCK Results,🟡 MOCK Results,🟡 MOCK Results,15,
graph,graph.noEdge,LATIN_LONG,No Edge — Register Node/Edge in Tab above,No Edge — Register Node/Edge in Tab above,No Edge — Register Node/Edge in Tab above,41,
help,help.tabFaq,LATIN_LONG,❓ Q&A,❓ Q&A,❓ Q&A,5,
journey,journey.nodeTypes.instagram,LATIN_LONG,Instagram DM,,,12,
journey,journey.webhookUrl,LATIN_LONG,Webhook URL,,,11,
journeyBuilder,journeyBuilder.nodeTypes.line,LATIN_LONG,💚 LINE,💚 LINE,💚 LINE,7,
journeyBuilder,journeyBuilder.nodeTypes.sms,LATIN_LONG,📱 SMS,📱 SMS,📱 SMS,6,
marketing,marketing.g.sidebarAlertCount,LATIN_LONG,13 Alerts,13 Alerts,13 Alerts,9,
marketing,marketing.g.sidebarLogout,LATIN_LONG,Exit  & Logout,Exit  & Logout,Exit  & Logout,14,
marketing,marketing.g.upgradalBtn,LATIN_LONG,View Upgrade Plans,View Upgrade Plans,View Upgrade Plans,18,
marketing,marketing.g.upgradalTitle,LATIN_LONG,Pro Plan Exclusive,Pro Plan Exclusive,Pro Plan Exclusive,18,
marketing,marketing.gNav.adAnalytics,LATIN_LONG,Ad Analytics,Ad Analytics,Ad Analytics,12,
marketing,marketing.gNav.adPerformance,LATIN_LONG,Ad Performance,Ad Performance,Ad Performance,14,
marketing,marketing.gNav.aiInsights,LATIN_LONG,AI Insights,AI Insights,AI Insights,11,
marketing,marketing.gNav.aiMarketing,LATIN_LONG,AI Marketing,AI Marketing,AI Marketing,12,
marketing,marketing.gNav.aiMarketingHub,LATIN_LONG,AI Comms,AI Comms,AI Comms,8,
marketing,marketing.gNav.aiPolicy,LATIN_LONG,AI Policy,AI Policy,AI Policy,9,
marketing,marketing.gNav.aiRecommend,LATIN_LONG,AI Recommend,AI Recommend,AI Recommend,12,
marketing,marketing.gNav.aiRuleEngine,LATIN_LONG,AI Rule Engine,AI Rule Engine,AI Rule Engine,14,
marketing,marketing.gNav.alertAutomation,LATIN_LONG,Alert Automation,Alert Automation,Alert Automation,16,
marketing,marketing.gNav.alertPolicies,LATIN_LONG,Alert Policies,Alert Policies,Alert Policies,14,
marketing,marketing.gNav.analytics,LATIN_LONG,Insights & Reports,Insights & Reports,Insights & Reports,18,
marketing,marketing.gNav.apiKeys,LATIN_LONG,API Keys,API Keys,API Keys,8,
marketing,marketing.gNav.app_pricing,LATIN_LONG,Plans & Pricing,Plans & Pricing,Plans & Pricing,15,
marketing,marketing.gNav.auditLog,LATIN_LONG,Audit Logs,Audit Logs,Audit Logs,10,
marketing,marketing.gNav.autoMarketing,LATIN_LONG,Auto Strategy,Auto Strategy,Auto Strategy,13,
marketing,marketing.gNav.automation,LATIN_LONG,Automation Systems,Automation Systems,Automation Systems,18,
marketing,marketing.gNav.budgetTracker,LATIN_LONG,Budget Tracker,Budget Tracker,Budget Tracker,14,
marketing,marketing.gNav.campaignManager,LATIN_LONG,Campaign Manager,Campaign Manager,Campaign Manager,16,
marketing,marketing.gNav.caseStudy,LATIN_LONG,Case Study,Case Study,Case Study,10,
marketing,marketing.gNav.catalog,LATIN_LONG,Catalog Sync,Catalog Sync,Catalog Sync,12,
marketing,marketing.gNav.channelKpi,LATIN_LONG,Channel KPI,Channel KPI,Channel KPI,11,
marketing,marketing.gNav.commerce,LATIN_LONG,Commerce & Logistics,Commerce & Logistics,Commerce & Logistics,20,
marketing,marketing.gNav.crm,LATIN_LONG,CRM & Channels,CRM & Channels,CRM & Channels,14,
marketing,marketing.gNav.crmMain,LATIN_LONG,CRM Dashboard,CRM Dashboard,CRM Dashboard,13,
marketing,marketing.gNav.dashboard,LATIN_LONG,Unified Dashboard,Unified Dashboard,Unified Dashboard,17,
marketing,marketing.gNav.data,LATIN_LONG,Data & Integration,Data & Integration,Data & Integration,18,
marketing,marketing.gNav.dataProduct,LATIN_LONG,Data Products,Data Products,Data Products,13,
marketing,marketing.gNav.dataSchema,LATIN_LONG,Data Schema,Data Schema,Data Schema,11,
marketing,marketing.gNav.dataTrust,LATIN_LONG,Data Trust Center,Data Trust Center,Data Trust Center,17,
marketing,marketing.gNav.developerHub,LATIN_LONG,Developer Hub,Developer Hub,Developer Hub,13,
marketing,marketing.gNav.finance,LATIN_LONG,Finance & Settlement,Finance & Settlement,Finance & Settlement,20,
marketing,marketing.gNav.help,LATIN_LONG,Help Center,Help Center,Help Center,11,
marketing,marketing.gNav.influencer,LATIN_LONG,Influencer Mgmt,Influencer Mgmt,Influencer Mgmt,15,
marketing,marketing.gNav.integrationHub,LATIN_LONG,Integration Hub,Integration Hub,Integration Hub,15,
marketing,marketing.gNav.journeyBuilder,LATIN_LONG,Journey Builder,Journey Builder,Journey Builder,15,
marketing,marketing.gNav.kakaoChannel,LATIN_LONG,Kakao Business,Kakao Business,Kakao Business,14,
marketing,marketing.gNav.mappingRegistry,LATIN_LONG,Mapping Registry,Mapping Registry,Mapping Registry,16,
marketing,marketing.gNav.memberTools,LATIN_LONG,System Admin,System Admin,System Admin,12,
marketing,marketing.gNav.omniChannel,LATIN_LONG,Omni Channel,Omni Channel,Omni Channel,12,
marketing,marketing.gNav.onboarding,LATIN_LONG,Onboarding Map,Onboarding Map,Onboarding Map,14,
marketing,marketing.gNav.operations,LATIN_LONG,Operations Manual,Operations Manual,Operations Manual,17,
marketing,marketing.gNav.orderHub,LATIN_LONG,Order Hub,Order Hub,Order Hub,9,
marketing,marketing.gNav.performanceHub,LATIN_LONG,Performance Hub,Performance Hub,Performance Hub,15,
marketing,marketing.gNav.pixelTracking,LATIN_LONG,Pixel Tracking,Pixel Tracking,Pixel Tracking,14,
marketing,marketing.gNav.pnl,LATIN_LONG,P&L Analytics,P&L Analytics,P&L Analytics,13,
marketing,marketing.gNav.priceOpt,LATIN_LONG,Price Optimization,Price Optimization,Price Optimization,18,
marketing,marketing.gNav.pricing,LATIN_LONG,Plans & Pricing,Plans & Pricing,Plans & Pricing,15,
marketing,marketing.gNav.reconciliation,LATIN_LONG,Reconciliation,Reconciliation,Reconciliation,14,
marketing,marketing.gNav.reportBuilder,LATIN_LONG,Report Builder,Report Builder,Report Builder,14,
marketing,marketing.gNav.returnsPortal,LATIN_LONG,Returns Portal,Returns Portal,Returns Portal,14,
marketing,marketing.gNav.reviewsUgc,LATIN_LONG,Reviews & UGC,Reviews & UGC,Reviews & UGC,13,
marketing,marketing.gNav.rollup,LATIN_LONG,Rollup View,Rollup View,Rollup View,11,
marketing,marketing.gNav.settlements,LATIN_LONG,Settlements,Settlements,Settlements,11,
marketing,marketing.gNav.supplyChain,LATIN_LONG,Supply Chain,Supply Chain,Supply Chain,12,
marketing,marketing.gNav.webPopup,LATIN_LONG,Web Popup,Web Popup,Web Popup,9,
marketing,marketing.gNav.wms,LATIN_LONG,WMS Inventory,WMS Inventory,WMS Inventory,13,
marketing,marketing.gNav.workspace,LATIN_LONG,Workspace Setting,Workspace Setting,Workspace Setting,17,
marketing,marketing.gNav.writeback,LATIN_LONG,Data Writeback,Data Writeback,Data Writeback,14,
marketing,marketing.sc_tiktok_shop,LATIN_LONG,TikTok Shop,TikTok Shop,TikTok Shop,11,
marketingIntel,marketingIntel.creativeStudio.ctaHint,LATIN_LONG,👆 CTA,,,6,
menu,menu.instagramDm,LATIN_LONG,Instagram/Facebook DM,Instagram/Facebook DM,Instagram / Facebook DM,21,
mobileNav,mobileNav.ariaLabel,LATIN_LONG,Aria Label,ボトムナビゲーション,Bottom Navigation,10,
nav,nav.pages._marketing_1.sc_tiktok_shop,LATIN_LONG,TikTok Shop,,,11,
nav,nav.pages.cmpRow.r17,LATIN_LONG,SmartConnect (ERP·SCM),,,22,
nav,nav.pages.commerce.topSku,LATIN_LONG,TOP SKU,,,7,
nav,nav.pages.marketingIntel.creativeStudio.ctaHint,LATIN_LONG,👆 CTA,,,6,
nav,nav.pages.marketingIntel.dbAdmin.queryPlaceholder,LATIN_LONG,SELECT * FROM ...,,,17,
nav,nav.pages.menu.instagramDm,LATIN_LONG,Instagram/Facebook DM,,,21,
nav,nav.pages.performance.tabEsg,LATIN_LONG,🌱 ESG,,,6,
nav,nav.pages.perms.menu.instagramDm,LATIN_LONG,Instagram/Facebook DM,,,21,
nav,nav.pages.ui.pageOf,LATIN_LONG,:{page} / {total},,,17,
nav,nav.pages.writeback.payloadPlaceholder,LATIN_LONG,":{ ""sku"": ""..."", ""title"": ""..."", ""price"": 0 }",,,45,
nav,nav.sub,LATIN_LONG,Unified Ops Cockpit · v421,Unified Ops Cockpit · v421,Unified Ops Cockpit · v421,26,
omniChannel,omniChannel.demoIsolation,LATIN_LONG,Demo environment — data isolated from production,,,48,
pages,pages._marketing_1.sc_tiktok_shop,LATIN_LONG,TikTok Shop,TikTok Shop,TikTok Shop,11,
pages,pages.actionPresets.title,LATIN_LONG,Action Presets,Action Presets,Action Presets,14,
pages,pages.amazonRisk.accountScore,LATIN_LONG,Account Health,Account Health,Account Health,14,
pages,pages.amazonRisk.avgRating,LATIN_LONG,Average Rating,Average Rating,Average Rating,14,
pages,pages.amazonRisk.buyBox,LATIN_LONG,Buy Box Rate,Buy Box Rate,Buy Box Rate,12,
pages,pages.amazonRisk.fbaStockRate,LATIN_LONG,FBA Stock Rate,FBA Stock Rate,FBA Stock Rate,14,
pages,pages.amazonRisk.highRisk,LATIN_LONG,High Severity,High Severity,High Risk,13,
pages,pages.amazonRisk.mediumRisk,LATIN_LONG,Medium Risk,Medium Risk,Medium Risk,11,
pages,pages.amazonRisk.riskAlerts,LATIN_LONG,Risk Alerts,Risk Alerts,Risk Alerts,11,
pages,pages.audit.pageOf,LATIN_LONG,:{page} / {total},,,17,
pages,pages.cmpRow.r1,LATIN_LONG,Home Dashboard,Home Dashboard,Home Dashboard,14,
pages,pages.cmpRow.r10,LATIN_LONG,Review & UGC Analytics,Review & UGC Analytics,Review & UGC Analytics,22,
pages,pages.cmpRow.r11,LATIN_LONG,Commerce Channels,Commerce Channels,Commerce Channels,17,
pages,pages.cmpRow.r12,LATIN_LONG,WMS (Stock·In/Out),WMS (Stock·In/Out),WMS (Stock·In/Out),18,
pages,pages.cmpRow.r13,LATIN_LONG,3PL Management,3PL Management,3PL Management,14,
pages,pages.cmpRow.r14,LATIN_LONG,Amazon Advanced Operations,Amazon Advanced Operations,Amazon Advanced Operations,26,
pages,pages.cmpRow.r15,LATIN_LONG,Analytics & Performance (Cohort·P&L),Analytics & Performance (Cohort·P&L),Analytics & Performance (Cohort·P&L),36,
pages,pages.cmpRow.r16,LATIN_LONG,AI Rule Engine & Automation,AI Rule Engine & Automation,AI Rule Engine & Automation,27,
pages,pages.cmpRow.r17,LATIN_LONG,SmartConnect (ERP·SCM),SmartConnect (ERP·SCM),SmartConnect (ERP·SCM),22,
pages,pages.cmpRow.r18,LATIN_LONG,1st-Party Pixel,1st-Party Pixel,1st-Party Pixel,15,
pages,pages.cmpRow.r19,LATIN_LONG,Data Pipeline & API,Data Pipeline & API,Data Pipeline & API,19,
pages,pages.cmpRow.r2,LATIN_LONG,AI Ad Creative & Campaign Mgmt,AI Ad Creative & Campaign Mgmt,AI Ad Creative & Campaign Mgmt,30,
pages,pages.cmpRow.r20,LATIN_LONG,Data Product Governance,Data Product Governance,Data Product Governance,23,
pages,pages.cmpRow.r21,LATIN_LONG,BI Reports,BI Reports,BI Reports,10,
pages,pages.cmpRow.r22,LATIN_LONG,Currency Selection (Global),Currency Selection (Global),Currency Selection (Global),27,
pages,pages.cmpRow.r23,LATIN_LONG,Influencer Management,Influencer Management,Influencer Management,21,
pages,pages.cmpRow.r24,LATIN_LONG,Ops Hub (Batch·Reprocess),Ops Hub (Batch·Reprocess),Ops Hub (Batch·Reprocess),25,
pages,pages.cmpRow.r25,LATIN_LONG,Audit Log,Audit Log,Audit Log,9,
pages,pages.cmpRow.r26,LATIN_LONG,Team Management (RBAC),Team Management (RBAC),Team Management (RBAC),22,
pages,pages.cmpRow.r27,LATIN_LONG,Account Count,Account Count,Account Count,13,
pages,pages.cmpRow.r28,LATIN_LONG,Support Type,Support Type,Support Type,12,
pages,pages.cmpRow.r3,LATIN_LONG,AI Forecast (Churn·LTV·Purchase Prob.),AI Forecast (Churn·LTV·Purchase Prob.),AI Forecast (Churn·LTV·Purchase Prob.),38,
pages,pages.cmpRow.r4,LATIN_LONG,Customer Journey Builder,Customer Journey Builder,Customer Journey Builder,24,
pages,pages.cmpRow.r5,LATIN_LONG,AI Segment,AI Segment,AI Segment,10,
pages,pages.cmpRow.r6,LATIN_LONG,Ad & Channel Analytics (ROAS·KPI),Ad & Channel Analytics (ROAS·KPI),Ad & Channel Analytics (ROAS·KPI),33,
pages,pages.cmpRow.r7,LATIN_LONG,Attribution Analysis (Touch Model),Attribution Analysis (Touch Model),Attribution Analysis (Touch Model),34,
pages,pages.cmpRow.r8,LATIN_LONG,Competitor AI Analysis,Competitor AI Analysis,Competitor AI Analysis,22,
pages,pages.cmpRow.r9,LATIN_LONG,Customer CRM (Email/Kakao/SMS),Customer CRM (Email/Kakao/SMS),Customer CRM (Email/Kakao/SMS),30,
pages,pages.cmpVal.activity_history,LATIN_LONG,Activity History,Activity History,Activity History,16,
pages,pages.cmpVal.advanced_custom,LATIN_LONG,Advanced Custom,Advanced Custom,Advanced Custom,15,
pages,pages.cmpVal.aiPredict.aiRec.avgPrice,LATIN_LONG,Average Unit Price,Average Unit Price,Average Unit Price,18,
pages,pages.cmpVal.aiPredict.aiRec.catalogAuto,LATIN_LONG,Catalog Auto-fill,Catalog Auto-fill,Catalog Auto-fill,17,
pages,pages.cmpVal.aiPredict.aiRec.goalRevenue,LATIN_LONG,Revenue Target,Revenue Target,Revenue Target,14,
pages,pages.cmpVal.aiPredict.aiRec.mainChannels,LATIN_LONG,Main Sales Channels,Main Sales Channels,Main Sales Channels,19,
pages,pages.cmpVal.aiPredict.aiRec.marginRate,LATIN_LONG,Margin Rate (based on sale price),Margin Rate (based on sale price),Margin Rate (based on sale price),33,
pages,pages.cmpVal.aiPredict.aiRec.monthlyQty,LATIN_LONG,Monthly Sales Target,Monthly Sales Target,Monthly Sales Target,20,
pages,pages.cmpVal.aiPredict.aiRec.salesInfo,LATIN_LONG,📦 Product Sales Info,📦 Product Sales Info,📦 Product Sales Info,21,
pages,pages.cmpVal.aiPredict.aiRec.searchPh,LATIN_LONG,e.g. Beauty brand Instagram ad strategy or marketing goal,e.g. Beauty brand Instagram ad strategy or marketing goal,e.g. Beauty brand Instagram ad strategy or marketing goal,57,
pages,pages.cmpVal.aiPredict.aiRec.skuCount,LATIN_LONG,Product/SKU Count,Product/SKU Count,Product/SKU Count,17,
pages,pages.cmpVal.aiPredict.bulkAction,LATIN_LONG,Bulk Action,Bulk Action,Bulk Action,11,
pages,pages.cmpVal.aiPredict.cat.electronics,LATIN_LONG,Electronics,Electronics,Electronics,11,
pages,pages.cmpVal.aiPredict.cat.purchasing,LATIN_LONG,🛒 Purchase Agent,🛒 Purchase Agent,🛒 Purchase Agent,17,
pages,pages.cmpVal.aiPredict.filterHigh,LATIN_LONG,Filter High,Filter High,Filter High,11,
pages,pages.cmpVal.aiPredict.filterLow,LATIN_LONG,Filter Low,Filter Low,Filter Low,10,
pages,pages.cmpVal.aiPredict.filterMed,LATIN_LONG,Filter Med,Filter Med,Filter Med,10,
pages,pages.cmpVal.aiPredict.kpi.k_0,LATIN_LONG,Real-time · Blended ROAS,Real-time · Blended ROAS,Real-time · Blended ROAS,24,
pages,pages.cmpVal.aiPredict.kpi.k_1,LATIN_LONG,Gross Profit,Gross Profit,Operating Profit,12,
pages,pages.cmpVal.aiPredict.kpi.k_9,LATIN_LONG,Channel Intelligen,Channel Intelligen,Channel Intelligen,18,
pages,pages.cmpVal.aiPredict.kpi.p_11,LATIN_LONG,P&L Waterfall — 3-Domain Integrated,P&L Waterfall — 3-Domain Integrated,P&L Waterfall — 3-Domain Integrated,35,
pages,pages.cmpVal.aiPredict.kpi.p_12,LATIN_LONG,Ad Domain,Ad Domain,Ad Domain,9,
pages,pages.cmpVal.aiPredict.kpi.p_13,LATIN_LONG,Market Domain,Market Domain,Market Domain,13,
pages,pages.cmpVal.aiPredict.kpi.p_15,LATIN_LONG,By SKU,By SKU,By SKU,6,
pages,pages.cmpVal.aiPredict.kpi.p_16,LATIN_LONG,By Channel,By Channel,By Channel,10,
pages,pages.cmpVal.aiPredict.kpi.p_17,LATIN_LONG,By Campaign,By Campaign,By Campaign,11,
pages,pages.cmpVal.aiPredict.kpi.p_18,LATIN_LONG,By Creator,By Creator,By Creator,10,
pages,pages.cmpVal.aiPredict.kpi.p_19,LATIN_LONG,Forecast P&L Simulation,Forecast P&L Simulation,Forecast P&L Simulation,23,
pages,pages.cmpVal.aiPredict.kpi.p_20,LATIN_LONG,Parameter Settings,Parameter Settings,Parameter Settings,18,
pages,pages.cmpVal.aiPredict.kpi.p_21,LATIN_LONG,Forecast Annual Revenue,Forecast Annual Revenue,Forecast Annual Revenue,23,
pages,pages.cmpVal.aiPredict.kpi.p_22,LATIN_LONG,Forecast Net Profit,Forecast Net Profit,Forecast Net Profit,19,
pages,pages.cmpVal.aiPredict.kpi.p_3,LATIN_LONG,Platform Fee,Platform Fee,Platform Fee,12,
pages,pages.cmpVal.aiPredict.kpi.p_4,LATIN_LONG,Influencer Cost,Influencer Cost,Influencer Cost,15,
pages,pages.cmpVal.aiPredict.kpi.p_5,LATIN_LONG,Net Settlement,Net Settlement,Net Settlement,14,
pages,pages.cmpVal.aiPredict.kpi.p_6,LATIN_LONG,Net Profit,Net Profit,Net Profit,10,
pages,pages.cmpVal.aiPredict.kpi.tab.bdayDesc,LATIN_LONG,Bday Desc,Bday Desc,Bday Desc,9,
pages,pages.cmpVal.aiPredict.kpi.tab.churnDesc,LATIN_LONG,Churn Desc,Churn Desc,Churn Desc,10,
pages,pages.cmpVal.aiPredict.kpi.tab.vipDesc,LATIN_LONG,Vip Desc,Vip Desc,Vip Desc,8,
pages,pages.cmpVal.aiPredict.liveDB,LATIN_LONG,Live D B,Live D B,Live D B,8,
pages,pages.cmpVal.aiPredict.noResults,LATIN_LONG,No Results,No Results,No Results,10,
pages,pages.cmpVal.anomaly_detect,LATIN_LONG,Anomaly Detection,Anomaly Detection,Anomaly Detection,17,
pages,pages.cmpVal.auto_scheduled_share,LATIN_LONG,Auto·Scheduled·Share,Auto·Scheduled·Share,Auto·Scheduled·Share,20,
pages,pages.cmpVal.basic_auto,LATIN_LONG,Basic Auto-classify,Basic Auto-classify,Basic Auto-classify,19,
pages,pages.cmpVal.campaign_settle,LATIN_LONG,Campaign·Settlement,Campaign·Settlement,Campaign·Settlement,19,
pages,pages.cmpVal.chat_support,LATIN_LONG,Chat Support,Chat Support,Chat Support,12,
pages,pages.cmpVal.cohort_pl,LATIN_LONG,Cohort·P&L All,Cohort·P&L All,Cohort·P&L All,14,
pages,pages.cmpVal.competitor_compare,LATIN_LONG,Competitor Compare,Competitor Compare,Competitor Compare,18,
pages,pages.cmpVal.conv_path_all,LATIN_LONG,Conv. Path All,Conv. Path All,Conv. Path All,14,
pages,pages.cmpVal.custom_excel,LATIN_LONG,Custom·Excel,Custom·Excel,Custom·Excel,12,
pages,pages.cmpVal.dedicated_manager,LATIN_LONG,Dedicated Manager,Dedicated Manager,Dedicated Manager,17,
pages,pages.cmpVal.dedicated_sla,LATIN_LONG,Dedicated + SLA,Dedicated + SLA,Dedicated + SLA,15,
pages,pages.cmpVal.dom_global,LATIN_LONG,Domestic+Global,Domestic+Global,Domestic+Global,15,
pages,pages.cmpVal.domestic_ads,LATIN_LONG,Domestic Ad Integration,Domestic Ad Integration,Domestic Ad Integration,23,
pages,pages.cmpVal.domestic_core,LATIN_LONG,Domestic Core,Domestic Core,Domestic Core,13,
pages,pages.cmpVal.install_analysis,LATIN_LONG,Install & Analysis,Install & Analysis,Install & Analysis,18,
pages,pages.cmpVal.instant_rollback,LATIN_LONG,Instant Rollback,Instant Rollback,Instant Rollback,16,
pages,pages.cmpVal.list_invite,LATIN_LONG,List·Invite,List·Invite,List·Invite,11,
pages,pages.cmpVal.list_view,LATIN_LONG,List View,List View,List View,9,
pages,pages.cmpVal.location_barcode,LATIN_LONG,Location & Barcode,Location & Barcode,Location & Barcode,18,
pages,pages.cmpVal.market_share,LATIN_LONG,Market Share,Market Share,Market Share,12,
pages,pages.cmpVal.notification_basic,LATIN_LONG,Notification Basic,Notification Basic,Notification Basic,18,
pages,pages.cmpVal.notification_send,LATIN_LONG,Notification Send,Notification Send,Notification Send,17,
pages,pages.cmpVal.own_history,LATIN_LONG,Own History,Own History,Own History,11,
pages,pages.cmpVal.owner_streaming,LATIN_LONG,Owner·Streaming,Owner·Streaming,Owner·Streaming,15,
pages,pages.cmpVal.partner_api,LATIN_LONG,Partner API Bidirectional,Partner API Bidirectional,Partner API Bidirectional,25,
pages,pages.cmpVal.perf_view,LATIN_LONG,Performance View,Performance View,Performance View,16,
pages,pages.cmpVal.policy_review,LATIN_LONG,Policy·Review·Listing,Policy·Review·Listing,Policy·Review·Listing,21,
pages,pages.cmpVal.rbac_role,LATIN_LONG,RBAC Role Settings,RBAC Role Settings,RBAC Role Settings,18,
pages,pages.cmpVal.realtime_rate,LATIN_LONG,Real-time Rate,Real-time Rate,Real-time Rate,14,
pages,pages.cmpVal.rule_writeback,LATIN_LONG,Rule Engine·Writeback,Rule Engine·Writeback,Rule Engine·Writeback,21,
pages,pages.cmpVal.schema_quality_view,LATIN_LONG,Schema·Quality View,Schema·Quality View,Schema·Quality View,19,
pages,pages.cmpVal.server_side,LATIN_LONG,Server-side,Server-side,Server-side,11,
pages,pages.cmpVal.trend_forecast,LATIN_LONG,Trend Forecast,Trend Forecast,Trend Forecast,14,
pages,pages.commerce.channelPerf,LATIN_LONG,Channel Performance,Channel Performance,Channel Performance,19,
pages,pages.commerce.revenue,LATIN_LONG,Estimated Revenue,Estimated Revenue,Estimated Revenue,17,
pages,pages.commerce.topSku,LATIN_LONG,TOP SKU,TOP SKU,Top Sku,7,
pages,pages.dashboard.avgOrder,LATIN_LONG,Average Order Value,Average Order Value,Average Order Value,19,
pages,pages.dashboard.convRateSub,LATIN_LONG,vs Sessions,vs Sessions,vs Sessions,11,
pages,pages.dashboard.netROAS,LATIN_LONG,Net R O A S,Net R O A S,Net R O A S,11,
pages,pages.dashboard.netROASSub,LATIN_LONG,Net Profit / Ad Spend,Net Profit / Ad Spend,Net Profit / Ad Spend,21,
pages,pages.dashboard.totalOrderSub,LATIN_LONG,As of Today,As of Today,As of Today,11,
pages,pages.kpiRevenue,LATIN_LONG,Gross Sales,Gross Sales,Total Revenue,11,
pages,pages.krChannel.adSpendRate,LATIN_LONG,Ad Spend Rate,Ad Spend Rate,Ad Spend Rate,13,
pages,pages.krChannel.apiDisconnected,LATIN_LONG,Api Disconnected,Api Disconnected,Api Disconnected,16,
pages,pages.krChannel.categoryAll,LATIN_LONG,Category All,Category All,Category All,12,
pages,pages.krChannel.channelMaster,LATIN_LONG,Channel Master,Channel Master,Channel Master,14,
pages,pages.krChannel.channelSelect,LATIN_LONG,Channel Select,Channel Select,Channel Select,14,
pages,pages.krChannel.commissionHistory,LATIN_LONG,Commission History,Commission History,Commission History,18,
pages,pages.krChannel.commissionReg,LATIN_LONG,Commission Reg,Commission Reg,Commission Reg,14,
pages,pages.krChannel.effectiveDate,LATIN_LONG,Effective Date,Effective Date,Effective Date,14,
pages,pages.krChannel.endDate,LATIN_LONG,End Date,End Date,End Date,8,
pages,pages.krChannel.feeDiff,LATIN_LONG,Fee Difference,Fee Difference,Fee Difference,14,
pages,pages.krChannel.ingestTitle,LATIN_LONG,Ingest Title,Ingest Title,Ingest Title,12,
pages,pages.krChannel.loadSample,LATIN_LONG,Load Sample,Load Sample,Load Sample,11,
pages,pages.krChannel.missingOrder,LATIN_LONG,Missing Order,Missing Order,Missing Order,13,
pages,pages.krChannel.missingSettle,LATIN_LONG,Missing Settle,Missing Settle,Missing Settle,14,
pages,pages.krChannel.netDiff,LATIN_LONG,Net Diff,Net Diff,Net Diff,8,
pages,pages.krChannel.noDataHint,LATIN_LONG,No Data Hint,No Data Hint,No Data Hint,12,
pages,pages.krChannel.noReports,LATIN_LONG,No reconciliation reports,No reconciliation reports,No reconciliation reports,25,
pages,pages.krChannel.noTickets,LATIN_LONG,✅ No Tickets (Below threshold),✅ No Tickets (Below threshold),✅ No Tickets (Below threshold),30,
pages,pages.krChannel.platformFeeRate,LATIN_LONG,Platform Fee Rate,Platform Fee Rate,Platform Fee Rate,17,
pages,pages.krChannel.reconRun,LATIN_LONG,Recon Run,Recon Run,Recon Run,9,
pages,pages.krChannel.reconStart,LATIN_LONG,Recon Start,Recon Start,Recon Start,11,
pages,pages.krChannel.returnFee,LATIN_LONG,Return Fee,Return Fee,Return Fee,10,
pages,pages.krChannel.saveCommission,LATIN_LONG,Save Commission,Save Commission,Save Commission,15,
pages,pages.krChannel.selectChannelHint,LATIN_LONG,Select Channel Hint,Select Channel Hint,Select Channel Hint,19,
pages,pages.krChannel.selectPlaceholder,LATIN_LONG,Select Placeholder,Select Placeholder,Select Placeholder,18,
pages,pages.krChannel.settleCycle,LATIN_LONG,Settle Cycle,Settle Cycle,Settle Cycle,12,
pages,pages.krChannel.shippingFee,LATIN_LONG,Base Shipping Fee (₩),Base Shipping Fee (₩),Base Shipping Fee (₩),21,
pages,pages.krChannel.startDate,LATIN_LONG,Start Date,Start Date,Start Date,10,
pages,pages.krChannel.tabChannels,LATIN_LONG,Tab Channels,Tab Channels,Tab Channels,12,
pages,pages.krChannel.tabFees,LATIN_LONG,Tab Fees,Tab Fees,Tab Fees,8,
pages,pages.krChannel.tabIngest,LATIN_LONG,Tab Ingest,Tab Ingest,Tab Ingest,10,
pages,pages.krChannel.tabRecon,LATIN_LONG,🔍 Settlement Reconciliation,🔍 Settlement Reconciliation,🔍 Settlement Reconciliation,28,
pages,pages.krChannel.tabSummary,LATIN_LONG,Summary Score,Summary Score,Summary Score,13,
pages,pages.krChannel.totalCommission,LATIN_LONG,Total Commission,Total Commission,Total Commission,16,
pages,pages.krChannel.totalSettlement,LATIN_LONG,Total Settlement,Total Settlement,Total Settlement,16,
pages,pages.krChannel.vatRateLabel,LATIN_LONG,Vat Rate Label,Vat Rate Label,Vat Rate Label,14,
pages,pages.marketing.accountPerformance,LATIN_LONG,Account Performance,Account Performance,Account Performance,19,
pages,pages.marketing.adAnalytics,LATIN_LONG,Ad & Channel Analytics,Ad & Channel Analytics,Ad & Channel Analytics,22,
pages,pages.marketing.adPerformance,LATIN_LONG,Ad Performance,Ad Performance,Ad Performance,14,
pages,pages.marketing.ageDist,LATIN_LONG,Age Distribution,Age Distribution,Age Distribution,16,
pages,pages.marketing.aiMarketing,LATIN_LONG,🚀 AI Marketing Automation,🚀 AI Marketing Automation,🚀 AI Marketing Automation,26,
pages,pages.marketing.aiMarketingHub,LATIN_LONG,AI Communication,AI Communication,AI Communication,16,
