namespace_l2,locale,clone_cluster,key,value_sample
pages.perms,es,en-cluster,pages.perms.menu.marketingIntel.todayAdSpend,Today Ad Spend
pages.perms,es,en-cluster,pages.perms.menu.marketingIntel.summaryOrders,Summary Orders
pages.perms,es,en-cluster,pages.perms.menu.marketingIntel.tabKpi,Tab Kpi
pages.perms,fr,en-cluster,pages.perms.menu.channelKpi.runAi,Run AI Analysis
pages.perms,fr,en-cluster,pages.perms.menu.marketingIntel.badgeAiRec,Badge Ai Rec
pages.perms,fr,en-cluster,pages.perms.menu.marketingIntel.todayAdSpend,Today Ad Spend
pages.perms,fr,en-cluster,pages.perms.menu.marketingIntel.summaryOrders,Summary Orders
pages.perms,fr,en-cluster,pages.perms.menu.marketingIntel.tabKpi,Tab Kpi
pages.perms,de,,pages.perms.menu.channelKpi.runAi,Run AI Analysis
pages.perms,de,,pages.perms.menu.marketingIntel.badgeAiRec,Badge Ai Rec
pages.perms,de,,pages.perms.menu.marketingIntel.todayAdSpend,Today Ad Spend
pages.perms,de,,pages.perms.menu.marketingIntel.summaryOrders,Summary Orders
pages.perms,de,,pages.perms.menu.marketingIntel.tabKpi,Tab Kpi
pages.perms,pt,pt-cluster,pages.perms.menu.approvals.action,Action
pages.perms,pt,pt-cluster,pages.perms.menu.approvals.statusPending,Pending
pages.perms,pt,pt-cluster,pages.perms.menu.approvals.statusApproved,Approved
pages.perms,pt,pt-cluster,pages.perms.menu.approvals.statusExecuted,Executed
pages.perms,pt,pt-cluster,pages.perms.menu.approvals.statusRejected,Rejected
pages.perms,ru,pt-cluster,pages.perms.menu.approvals.action,Action
pages.perms,ru,pt-cluster,pages.perms.menu.approvals.statusPending,Pending
pages.perms,ru,pt-cluster,pages.perms.menu.approvals.statusApproved,Approved
pages.perms,ru,pt-cluster,pages.perms.menu.approvals.statusExecuted,Executed
pages.perms,ru,pt-cluster,pages.perms.menu.approvals.statusRejected,Rejected
pages.perms,ar,pt-cluster,pages.perms.menu.approvals.action,Action
pages.perms,ar,pt-cluster,pages.perms.menu.approvals.statusPending,Pending
pages.perms,ar,pt-cluster,pages.perms.menu.approvals.statusApproved,Approved
pages.perms,ar,pt-cluster,pages.perms.menu.approvals.statusExecuted,Executed
pages.perms,ar,pt-cluster,pages.perms.menu.approvals.statusRejected,Rejected
pages.perms,hi,pt-cluster,pages.perms.menu.approvals.action,Action
pages.perms,hi,pt-cluster,pages.perms.menu.approvals.statusPending,Pending
pages.perms,hi,pt-cluster,pages.perms.menu.approvals.statusApproved,Approved
pages.perms,hi,pt-cluster,pages.perms.menu.approvals.statusExecuted,Executed
pages.perms,hi,pt-cluster,pages.perms.menu.approvals.statusRejected,Rejected
pages.perms,id,,pages.perms.menu.aiBudgetAllocator,AI預算分配
pages.perms,id,,pages.perms.menu.channelKpi.runAi,Run AI Analysis
pages.perms,id,,pages.perms.menu.marketingIntel.badgeAiRec,Badge Ai Rec
pages.perms,id,,pages.perms.menu.marketingIntel.todayAdSpend,Today Ad Spend
pages.perms,id,,pages.perms.menu.marketingIntel.summaryOrders,Summary Orders
pages.perms,th,,pages.perms.menu.aiBudgetAllocator,การจัดสรรงบประมาณ AI
pages.perms,th,,pages.perms.menu.channelKpi.runAi,Run AI Analysis
pages.perms,th,,pages.perms.menu.marketingIntel.badgeAiRec,Badge Ai Rec
pages.perms,th,,pages.perms.menu.marketingIntel.todayAdSpend,Today Ad Spend
pages.perms,th,,pages.perms.menu.marketingIntel.summaryOrders,Summary Orders
pages.perms,vi,,pages.perms.menu.channelKpi.runAi,Run AI Analysis
pages.perms,vi,,pages.perms.menu.marketingIntel.badgeAiRec,Badge Ai Rec
pages.perms,vi,,pages.perms.menu.marketingIntel.todayAdSpend,Today Ad Spend
pages.perms,vi,,pages.perms.menu.marketingIntel.summaryOrders,Summary Orders
pages.perms,vi,,pages.perms.menu.marketingIntel.tabKpi,Tab Kpi
pages.menu,en,en-cluster,pages.menu.channelKpi.runAi,Run AI Analysis
pages.menu,en,en-cluster,pages.menu.marketingIntel.badgeAiRec,Badge Ai Rec
pages.menu,en,en-cluster,pages.menu.marketingIntel.todayAdSpend,Today Ad Spend
pages.menu,en,en-cluster,pages.menu.marketingIntel.summaryOrders,Summary Orders
pages.menu,en,en-cluster,pages.menu.marketingIntel.tabKpi,Tab Kpi
pages.menu,ja,,pages.menu.aiBudgetAllocator,AI予算配分
pages.menu,ja,,pages.menu.channelKpi.runAi,AI分析実行
pages.menu,ja,,pages.menu.marketingIntel.badgeAiRec,AI推薦 {{n}}件
pages.menu,ja,,pages.menu.marketingIntel.todayAdSpend,本日総広告費
pages.menu,ja,,pages.menu.marketingIntel.summaryOrders,注文 {{n}}件 · 総売上 {{rev}} · ROAS {{roas}}x
pages.menu,zh,,pages.menu.aiBudgetAllocator,AI预算分配
pages.menu,zh,,pages.menu.channelKpi.runAi,运行AI分析
pages.menu,zh,,pages.menu.marketingIntel.badgeAiRec,AI推荐 {{n}}条
pages.menu,zh,,pages.menu.marketingIntel.todayAdSpend,今日广告总支出
pages.menu,zh,,pages.menu.marketingIntel.summaryOrders,{{n}}笔订单 · 总收入 {{rev}} · ROAS {{roas}}x
pages.menu,zh-TW,,pages.menu.aiBudgetAllocator,AI预算分配
pages.menu,zh-TW,,pages.menu.channelKpi.runAi,Run AI Analysis
pages.menu,zh-TW,,pages.menu.marketingIntel.badgeAiRec,Badge Ai Rec
pages.menu,zh-TW,,pages.menu.marketingIntel.todayAdSpend,Today Ad Spend
pages.menu,zh-TW,,pages.menu.marketingIntel.summaryOrders,Summary Orders
pages.menu,es,en-cluster,pages.menu.channelKpi.runAi,Run AI Analysis
pages.menu,es,en-cluster,pages.menu.marketingIntel.badgeAiRec,Badge Ai Rec
pages.menu,es,en-cluster,pages.menu.marketingIntel.todayAdSpend,Today Ad Spend
pages.menu,es,en-cluster,pages.menu.marketingIntel.summaryOrders,Summary Orders
pages.menu,es,en-cluster,pages.menu.marketingIntel.tabKpi,Tab Kpi
pages.menu,fr,en-cluster,pages.menu.channelKpi.runAi,Run AI Analysis
pages.menu,fr,en-cluster,pages.menu.marketingIntel.badgeAiRec,Badge Ai Rec
pages.menu,fr,en-cluster,pages.menu.marketingIntel.todayAdSpend,Today Ad Spend
pages.menu,fr,en-cluster,pages.menu.marketingIntel.summaryOrders,Summary Orders
pages.menu,fr,en-cluster,pages.menu.marketingIntel.tabKpi,Tab Kpi
pages.menu,de,,pages.menu.channelKpi.runAi,Run AI Analysis
pages.menu,de,,pages.menu.marketingIntel.badgeAiRec,Badge Ai Rec
pages.menu,de,,pages.menu.marketingIntel.todayAdSpend,Today Ad Spend
pages.menu,de,,pages.menu.marketingIntel.summaryOrders,Summary Orders
pages.menu,de,,pages.menu.marketingIntel.tabKpi,Tab Kpi
pages.menu,pt,pt-cluster,pages.menu.approvals.action,Action
pages.menu,pt,pt-cluster,pages.menu.approvals.statusPending,Pending
pages.menu,pt,pt-cluster,pages.menu.approvals.statusApproved,Approved
pages.menu,pt,pt-cluster,pages.menu.approvals.statusExecuted,Executed
pages.menu,pt,pt-cluster,pages.menu.approvals.statusRejected,Rejected
pages.menu,ru,pt-cluster,pages.menu.approvals.action,Action
pages.menu,ru,pt-cluster,pages.menu.approvals.statusPending,Pending
pages.menu,ru,pt-cluster,pages.menu.approvals.statusApproved,Approved
pages.menu,ru,pt-cluster,pages.menu.approvals.statusExecuted,Executed
pages.menu,ru,pt-cluster,pages.menu.approvals.statusRejected,Rejected
pages.menu,ar,pt-cluster,pages.menu.approvals.action,Action
pages.menu,ar,pt-cluster,pages.menu.approvals.statusPending,Pending
pages.menu,ar,pt-cluster,pages.menu.approvals.statusApproved,Approved
pages.menu,ar,pt-cluster,pages.menu.approvals.statusExecuted,Executed
pages.menu,ar,pt-cluster,pages.menu.approvals.statusRejected,Rejected
pages.menu,hi,pt-cluster,pages.menu.approvals.action,Action
pages.menu,hi,pt-cluster,pages.menu.approvals.statusPending,Pending
pages.menu,hi,pt-cluster,pages.menu.approvals.statusApproved,Approved
pages.menu,hi,pt-cluster,pages.menu.approvals.statusExecuted,Executed
pages.menu,hi,pt-cluster,pages.menu.approvals.statusRejected,Rejected
pages.menu,id,,pages.menu.aiBudgetAllocator,AI預算分配
pages.menu,id,,pages.menu.channelKpi.runAi,Run AI Analysis
pages.menu,id,,pages.menu.marketingIntel.badgeAiRec,Badge Ai Rec
pages.menu,id,,pages.menu.marketingIntel.todayAdSpend,Today Ad Spend
pages.menu,id,,pages.menu.marketingIntel.summaryOrders,Summary Orders
pages.menu,th,,pages.menu.aiBudgetAllocator,การจัดสรรงบประมาณ AI
pages.menu,th,,pages.menu.channelKpi.runAi,Run AI Analysis
pages.menu,th,,pages.menu.marketingIntel.badgeAiRec,Badge Ai Rec
pages.menu,th,,pages.menu.marketingIntel.todayAdSpend,Today Ad Spend
pages.menu,th,,pages.menu.marketingIntel.summaryOrders,Summary Orders
pages.menu,vi,,pages.menu.channelKpi.runAi,Run AI Analysis
pages.menu,vi,,pages.menu.marketingIntel.badgeAiRec,Badge Ai Rec
pages.menu,vi,,pages.menu.marketingIntel.todayAdSpend,Today Ad Spend
pages.menu,vi,,pages.menu.marketingIntel.summaryOrders,Summary Orders
pages.menu,vi,,pages.menu.marketingIntel.tabKpi,Tab Kpi
operations.marketing,vi,,operations.marketing.home,??
operations.marketing,vi,,operations.marketing.dashboard,Unified Dashboard
operations.marketing,vi,,operations.marketing.rollup,Rollup View
operations.marketing,vi,,operations.marketing.aiMarketing,🚀 AI Marketing Automation
operations.marketing,vi,,operations.marketing.autoMarketing,AI Strategy Generator
ruleEnginePage.dataProduct,zh-TW,,ruleEnginePage.dataProduct.tabOverviewDesc,Pipeline & coverage overview
ruleEnginePage.dataProduct,zh-TW,,ruleEnginePage.dataProduct.tabSchemaDesc,Standard event field spec
ruleEnginePage.dataProduct,zh-TW,,ruleEnginePage.dataProduct.tabPlatformDesc,Platform field mapping
ruleEnginePage.dataProduct,zh-TW,,ruleEnginePage.dataProduct.tabMetricsDesc,Derived metric catalog
ruleEnginePage.dataProduct,zh-TW,,ruleEnginePage.dataProduct.tabRulesDesc,Alert & recommendation rules
ruleEnginePage.dataProduct,id,,ruleEnginePage.dataProduct.tabOverviewDesc,Pipeline & coverage overview
ruleEnginePage.dataProduct,id,,ruleEnginePage.dataProduct.tabSchemaDesc,Standard event field spec
ruleEnginePage.dataProduct,id,,ruleEnginePage.dataProduct.tabPlatformDesc,Platform field mapping
ruleEnginePage.dataProduct,id,,ruleEnginePage.dataProduct.tabMetricsDesc,Derived metric catalog
ruleEnginePage.dataProduct,id,,ruleEnginePage.dataProduct.tabRulesDesc,Alert & recommendation rules
ruleEnginePage.dataProduct,th,,ruleEnginePage.dataProduct.tabOverviewDesc,Pipeline & coverage overview
ruleEnginePage.dataProduct,th,,ruleEnginePage.dataProduct.tabSchemaDesc,Standard event field spec
ruleEnginePage.dataProduct,th,,ruleEnginePage.dataProduct.tabPlatformDesc,Platform field mapping
ruleEnginePage.dataProduct,th,,ruleEnginePage.dataProduct.tabMetricsDesc,Derived metric catalog
ruleEnginePage.dataProduct,th,,ruleEnginePage.dataProduct.tabRulesDesc,Alert & recommendation rules
ruleEnginePage.priceOpt,zh-TW,,ruleEnginePage.priceOpt.pageTitle,价格优化引擎
ruleEnginePage.priceOpt,zh-TW,,ruleEnginePage.priceOpt.pageSub,AI最优定价·场景模拟·渠道组合·竞品监控·动态调价
ruleEnginePage.priceOpt,zh-TW,,ruleEnginePage.priceOpt.tabSummary,汇总
ruleEnginePage.priceOpt,zh-TW,,ruleEnginePage.priceOpt.tabProducts,商品管理
ruleEnginePage.priceOpt,zh-TW,,ruleEnginePage.priceOpt.tabOptimize,最优定价
ruleEnginePage.priceOpt,id,,ruleEnginePage.priceOpt.pageTitle,Mesin Optimasi Harga
ruleEnginePage.priceOpt,id,,ruleEnginePage.priceOpt.pageSub,Penetapan harga optimal AI · Simulasi skenario · Campuran saluran · Pemantauan pesaing · Repricing d
ruleEnginePage.priceOpt,id,,ruleEnginePage.priceOpt.tabSummary,Ringkasan
ruleEnginePage.priceOpt,id,,ruleEnginePage.priceOpt.tabProducts,Produk
ruleEnginePage.priceOpt,id,,ruleEnginePage.priceOpt.tabOptimize,Optimasi
ruleEnginePage.priceOpt,th,,ruleEnginePage.priceOpt.pageTitle,การตลาดและผลการดำเนินงานโฆษณา (Overview)
ruleEnginePage.priceOpt,th,,ruleEnginePage.priceOpt.pageSub,การวิเคราะห์ AI แบบบูรณาการ - การจัดการตัวชี้วัดผลการดำเนินงานโฆษณาแบบครบวงจร
ruleEnginePage.priceOpt,th,,ruleEnginePage.priceOpt.tabSummary,ภาพรวม
ruleEnginePage.priceOpt,th,,ruleEnginePage.priceOpt.tabProducts,สินค้า
ruleEnginePage.priceOpt,th,,ruleEnginePage.priceOpt.tabOptimize,ปรับราคา
pages.onboarding,en,en-cluster,pages.onboarding.guideRolesTitle,Role Path Guide
pages.onboarding,en,en-cluster,pages.onboarding.changeRole,Change Role
pages.onboarding,en,en-cluster,pages.onboarding.minElapsed, min elapsed
pages.onboarding,en,en-cluster,pages.onboarding.goal30min,Goal 30 min
pages.onboarding,en,en-cluster,pages.onboarding.progressLabel,Progress
pages.onboarding,ja,,pages.onboarding.guideRolesTitle,役割別経路
pages.onboarding,ja,,pages.onboarding.changeRole,役割変更
pages.onboarding,ja,,pages.onboarding.minElapsed,分経過
pages.onboarding,ja,,pages.onboarding.goal30min,目標30分
pages.onboarding,ja,,pages.onboarding.progressLabel,進捗率
pages.onboarding,zh,,pages.onboarding.guideRolesTitle,角色路径
pages.onboarding,zh,,pages.onboarding.changeRole,更换角色
pages.onboarding,zh,,pages.onboarding.minElapsed,分钟
pages.onboarding,zh,,pages.onboarding.goal30min,目标30分钟
pages.onboarding,zh,,pages.onboarding.progressLabel,进度
pages.onboarding,zh-TW,,pages.onboarding.guideRolesTitle,角色路徑
pages.onboarding,zh-TW,,pages.onboarding.changeRole,更换角色
pages.onboarding,zh-TW,,pages.onboarding.minElapsed,分钟
pages.onboarding,zh-TW,,pages.onboarding.goal30min,目标30分钟
pages.onboarding,zh-TW,,pages.onboarding.progressLabel,进度
pages.onboarding,es,en-cluster,pages.onboarding.guideRolesTitle,Role Path Guide
pages.onboarding,es,en-cluster,pages.onboarding.changeRole,Change Role
pages.onboarding,es,en-cluster,pages.onboarding.minElapsed, min elapsed
pages.onboarding,es,en-cluster,pages.onboarding.goal30min,Goal 30 min
pages.onboarding,es,en-cluster,pages.onboarding.progressLabel,Progress
pages.onboarding,fr,en-cluster,pages.onboarding.guideRolesTitle,Role Path Guide
pages.onboarding,fr,en-cluster,pages.onboarding.changeRole,Change Role
pages.onboarding,fr,en-cluster,pages.onboarding.minElapsed, min elapsed
pages.onboarding,fr,en-cluster,pages.onboarding.goal30min,Goal 30 min
pages.onboarding,fr,en-cluster,pages.onboarding.progressLabel,Progress
pages.onboarding,de,,pages.onboarding.guideRolesTitle,Rollenübersicht
pages.onboarding,de,,pages.onboarding.changeRole,Change Role
pages.onboarding,de,,pages.onboarding.minElapsed, min elapsed
pages.onboarding,de,,pages.onboarding.goal30min,Goal 30 min
pages.onboarding,de,,pages.onboarding.progressLabel,Progress
pages.onboarding,pt,pt-cluster,pages.onboarding.guideRolesTitle,Role Path Guide
pages.onboarding,pt,pt-cluster,pages.onboarding.changeRole,Change Role
pages.onboarding,pt,pt-cluster,pages.onboarding.minElapsed, min elapsed
pages.onboarding,pt,pt-cluster,pages.onboarding.goal30min,Goal 30 min
pages.onboarding,pt,pt-cluster,pages.onboarding.progressLabel,Progress
pages.onboarding,ru,pt-cluster,pages.onboarding.guideRolesTitle,Role Path Guide
pages.onboarding,ru,pt-cluster,pages.onboarding.changeRole,Change Role
pages.onboarding,ru,pt-cluster,pages.onboarding.minElapsed, min elapsed
pages.onboarding,ru,pt-cluster,pages.onboarding.goal30min,Goal 30 min
pages.onboarding,ru,pt-cluster,pages.onboarding.progressLabel,Progress
pages.onboarding,ar,pt-cluster,pages.onboarding.guideRolesTitle,Role Path Guide
pages.onboarding,ar,pt-cluster,pages.onboarding.changeRole,Change Role
pages.onboarding,ar,pt-cluster,pages.onboarding.minElapsed, min elapsed
pages.onboarding,ar,pt-cluster,pages.onboarding.goal30min,Goal 30 min
pages.onboarding,ar,pt-cluster,pages.onboarding.progressLabel,Progress
pages.onboarding,hi,pt-cluster,pages.onboarding.guideRolesTitle,Role Path Guide
pages.onboarding,hi,pt-cluster,pages.onboarding.changeRole,Change Role
pages.onboarding,hi,pt-cluster,pages.onboarding.minElapsed, min elapsed
pages.onboarding,hi,pt-cluster,pages.onboarding.goal30min,Goal 30 min
pages.onboarding,hi,pt-cluster,pages.onboarding.progressLabel,Progress
pages.onboarding,id,,pages.onboarding.guideRolesTitle,Jalur Peran
pages.onboarding,id,,pages.onboarding.changeRole,役割変更
pages.onboarding,id,,pages.onboarding.minElapsed,分経過
pages.onboarding,id,,pages.onboarding.goal30min,目標30分
pages.onboarding,id,,pages.onboarding.progressLabel,進捗率
pages.onboarding,th,,pages.onboarding.guideRolesTitle,เส้นทาง
pages.onboarding,th,,pages.onboarding.uideSecOps,"3PL, ซัพพลายเชน, คืนสินค้า, แจ้งเตือน"
pages.onboarding,th,,pages.onboarding.changeRole,Change Role
pages.onboarding,th,,pages.onboarding.minElapsed, min elapsed
pages.onboarding,th,,pages.onboarding.goal30min,Goal 30 min
pages.onboarding,vi,,pages.onboarding.guideRolesTitle,Vai trò
pages.onboarding,vi,,pages.onboarding.changeRole,Change Role
pages.onboarding,vi,,pages.onboarding.minElapsed, min elapsed
pages.onboarding,vi,,pages.onboarding.goal30min,Goal 30 min
pages.onboarding,vi,,pages.onboarding.progressLabel,Progress
pages.dashboard,en,en-cluster,pages.dashboard.grossRevenue,Gross Revenue
pages.dashboard,en,en-cluster,pages.dashboard.hero,Unified Ops Cockpit
pages.dashboard,en,en-cluster,pages.dashboard.heroDesc,Ads·Commerce·Attribution·Settlement·Graph·Price Opt — Single Ops Loop
pages.dashboard,en,en-cluster,pages.dashboard.allSystemsGo,All Systems Go
pages.dashboard,en,en-cluster,pages.dashboard.totalRevToday,Total Revenue Today
pages.dashboard,ja,,pages.dashboard.grossRevenue,総売上
pages.dashboard,zh,,pages.dashboard.grossRevenue,总收入
pages.dashboard,zh-TW,,pages.dashboard.grossRevenue,总收入
pages.dashboard,zh-TW,,pages.dashboard.hero,Unified Ops Cockpit
pages.dashboard,zh-TW,,pages.dashboard.heroDesc,Ads·Commerce·Attribution·Settlement·Graph·Price Opt — Single Ops Loop
pages.dashboard,zh-TW,,pages.dashboard.allSystemsGo,All Systems Go
pages.dashboard,zh-TW,,pages.dashboard.totalRevToday,Total Revenue Today
pages.dashboard,es,en-cluster,pages.dashboard.grossRevenue,Gross Revenue
pages.dashboard,es,en-cluster,pages.dashboard.hero,Unified Ops Cockpit
pages.dashboard,es,en-cluster,pages.dashboard.heroDesc,Ads·Commerce·Attribution·Settlement·Graph·Price Opt — Single Ops Loop
pages.dashboard,es,en-cluster,pages.dashboard.allSystemsGo,All Systems Go
pages.dashboard,es,en-cluster,pages.dashboard.totalRevToday,Total Revenue Today
pages.dashboard,fr,en-cluster,pages.dashboard.grossRevenue,Gross Revenue
pages.dashboard,fr,en-cluster,pages.dashboard.hero,Unified Ops Cockpit
pages.dashboard,fr,en-cluster,pages.dashboard.heroDesc,Ads·Commerce·Attribution·Settlement·Graph·Price Opt — Single Ops Loop
pages.dashboard,fr,en-cluster,pages.dashboard.allSystemsGo,All Systems Go
pages.dashboard,fr,en-cluster,pages.dashboard.totalRevToday,Total Revenue Today
pages.dashboard,de,,pages.dashboard.grossRevenue,Gross Revenue
pages.dashboard,de,,pages.dashboard.activeAlerts,Active Alerts
pages.dashboard,de,,pages.dashboard.activeAlertSub,Policy triggers
pages.dashboard,de,,pages.dashboard.achieveRate,Today Achievement
pages.dashboard,de,,pages.dashboard.revTarget,Revenue Target
pages.dashboard,pt,pt-cluster,pages.dashboard.hero,Unified Ops Cockpit
pages.dashboard,pt,pt-cluster,pages.dashboard.heroDesc,Ads·Commerce·Attribution·Settlement·Graph·Price Opt — Single Ops Loop
pages.dashboard,pt,pt-cluster,pages.dashboard.allSystemsGo,All Systems Go
pages.dashboard,pt,pt-cluster,pages.dashboard.totalRevToday,Total Revenue Today
pages.dashboard,pt,pt-cluster,pages.dashboard.orders,Orders
pages.dashboard,ru,pt-cluster,pages.dashboard.hero,Unified Ops Cockpit
pages.dashboard,ru,pt-cluster,pages.dashboard.heroDesc,Ads·Commerce·Attribution·Settlement·Graph·Price Opt — Single Ops Loop
pages.dashboard,ru,pt-cluster,pages.dashboard.allSystemsGo,All Systems Go
pages.dashboard,ru,pt-cluster,pages.dashboard.totalRevToday,Total Revenue Today
pages.dashboard,ru,pt-cluster,pages.dashboard.orders,Orders
pages.dashboard,ar,pt-cluster,pages.dashboard.hero,Unified Ops Cockpit
pages.dashboard,ar,pt-cluster,pages.dashboard.heroDesc,Ads·Commerce·Attribution·Settlement·Graph·Price Opt — Single Ops Loop
pages.dashboard,ar,pt-cluster,pages.dashboard.allSystemsGo,All Systems Go
pages.dashboard,ar,pt-cluster,pages.dashboard.totalRevToday,Total Revenue Today
pages.dashboard,ar,pt-cluster,pages.dashboard.orders,Orders
pages.dashboard,hi,pt-cluster,pages.dashboard.hero,Unified Ops Cockpit
pages.dashboard,hi,pt-cluster,pages.dashboard.heroDesc,Ads·Commerce·Attribution·Settlement·Graph·Price Opt — Single Ops Loop
pages.dashboard,hi,pt-cluster,pages.dashboard.allSystemsGo,All Systems Go
pages.dashboard,hi,pt-cluster,pages.dashboard.totalRevToday,Total Revenue Today
pages.dashboard,hi,pt-cluster,pages.dashboard.orders,Orders
pages.dashboard,id,,pages.dashboard.grossRevenue,総売上
pages.dashboard,id,,pages.dashboard.netPayoutSub,After fees & refunds
pages.dashboard,id,,pages.dashboard.activeAlertSub,Policy triggers
pages.dashboard,id,,pages.dashboard.channelMixSub,Revenue share by platform · Today
pages.dashboard,id,,pages.dashboard.recentEvents,Recent Events
pages.dashboard,th,,pages.dashboard.grossRevenue,Gross Revenue
pages.dashboard,th,,pages.dashboard.netPayoutSub,After fees & refunds
pages.dashboard,th,,pages.dashboard.activeAlertSub,Policy triggers
pages.dashboard,th,,pages.dashboard.channelMixSub,Revenue share by platform · Today
pages.dashboard,th,,pages.dashboard.recentEvents,Recent Events
pages.dashboard,vi,,pages.dashboard.grossRevenue,Pendapatan Kotor
pages.dashboard,vi,,pages.dashboard.netPayoutSub,After fees & refunds
pages.dashboard,vi,,pages.dashboard.activeAlertSub,Policy triggers
pages.dashboard,vi,,pages.dashboard.channelMixSub,Revenue share by platform · Today
pages.dashboard,vi,,pages.dashboard.recentEvents,Recent Events
operations.auto,vi,,operations.auto.new900, Channels Analyzed. Please confirm the scanned keys.
operations.auto,vi,,operations.auto.new901,API Key Application
operations.auto,vi,,operations.auto.new902, items
operations.auto,vi,,operations.auto.new903,Detected
operations.auto,vi,,operations.auto.new904,No Key
ruleEnginePage.kakao,zh-TW,,ruleEnginePage.kakao.title,Email Marketing
ruleEnginePage.kakao,zh-TW,,ruleEnginePage.kakao.subTitle,Campaign · Template · Settings Unified Email Marketing System
ruleEnginePage.kakao,zh-TW,,ruleEnginePage.kakao.tabCamp,Campaign Manager
ruleEnginePage.kakao,zh-TW,,ruleEnginePage.kakao.tabTpl,Template Management
ruleEnginePage.kakao,zh-TW,,ruleEnginePage.kakao.tabSet,Tab Set
ruleEnginePage.kakao,id,,ruleEnginePage.kakao.title,Email Marketing
ruleEnginePage.kakao,id,,ruleEnginePage.kakao.subTitle,Campaign · Template · Settings Unified Email Marketing System
ruleEnginePage.kakao,id,,ruleEnginePage.kakao.tabCamp,Campaign Manager
ruleEnginePage.kakao,id,,ruleEnginePage.kakao.tabTpl,Template Management
ruleEnginePage.kakao,id,,ruleEnginePage.kakao.tabSet,Tab Set
ruleEnginePage.kakao,th,,ruleEnginePage.kakao.title,Email Marketing
ruleEnginePage.kakao,th,,ruleEnginePage.kakao.subTitle,Campaign · Template · Settings Unified Email Marketing System
ruleEnginePage.kakao,th,,ruleEnginePage.kakao.tabCamp,ระดับแคมเปญ
ruleEnginePage.kakao,th,,ruleEnginePage.kakao.tabTpl,Template Management
ruleEnginePage.kakao,th,,ruleEnginePage.kakao.tabSet,Tab Set
cmpVal.aiPredict,en,en-cluster,cmpVal.aiPredict.kpi.target,Forecast Target
cmpVal.aiPredict,en,en-cluster,cmpVal.aiPredict.kpi.churnRisk,Churn Risk
cmpVal.aiPredict,en,en-cluster,cmpVal.aiPredict.kpi.churnAction,Immediate action needed
cmpVal.aiPredict,en,en-cluster,cmpVal.aiPredict.kpi.highLtv,High LTV Potential
cmpVal.aiPredict,en,en-cluster,cmpVal.aiPredict.kpi.highLtvSub,CLV ₩3M+
cmpVal.aiPredict,zh,,cmpVal.aiPredict.kpi.target,预测目标
cmpVal.aiPredict,zh,,cmpVal.aiPredict.kpi.churnRisk,流失风险
cmpVal.aiPredict,zh,,cmpVal.aiPredict.kpi.churnAction,需要立即行动
cmpVal.aiPredict,zh,,cmpVal.aiPredict.kpi.highLtv,高LTV潜力
cmpVal.aiPredict,zh,,cmpVal.aiPredict.kpi.highLtvSub,CLV ₩3M+
cmpVal.aiPredict,zh-TW,,cmpVal.aiPredict.kpi.target,預測目標
cmpVal.aiPredict,zh-TW,,cmpVal.aiPredict.kpi.churnRisk,流失風險
cmpVal.aiPredict,zh-TW,,cmpVal.aiPredict.kpi.churnAction,需要立即行動
cmpVal.aiPredict,zh-TW,,cmpVal.aiPredict.kpi.highLtv,高LTV潛力
cmpVal.aiPredict,zh-TW,,cmpVal.aiPredict.kpi.highLtvSub,CLV ₩3M+
cmpVal.aiPredict,es,en-cluster,cmpVal.aiPredict.kpi.target,Forecast Target
cmpVal.aiPredict,es,en-cluster,cmpVal.aiPredict.kpi.churnRisk,Churn Risk
cmpVal.aiPredict,es,en-cluster,cmpVal.aiPredict.kpi.churnAction,Immediate action needed
cmpVal.aiPredict,es,en-cluster,cmpVal.aiPredict.kpi.highLtv,High LTV Potential
cmpVal.aiPredict,es,en-cluster,cmpVal.aiPredict.kpi.highLtvSub,CLV ₩3M+
cmpVal.aiPredict,fr,en-cluster,cmpVal.aiPredict.kpi.target,Forecast Target
cmpVal.aiPredict,fr,en-cluster,cmpVal.aiPredict.kpi.churnRisk,Churn Risk
cmpVal.aiPredict,fr,en-cluster,cmpVal.aiPredict.kpi.churnAction,Immediate action needed
cmpVal.aiPredict,fr,en-cluster,cmpVal.aiPredict.kpi.highLtv,High LTV Potential
cmpVal.aiPredict,fr,en-cluster,cmpVal.aiPredict.kpi.highLtvSub,CLV ₩3M+
cmpVal.aiPredict,de,,cmpVal.aiPredict.kpi.target,Prognose-Zielgruppe
cmpVal.aiPredict,de,,cmpVal.aiPredict.kpi.churnRisk,Abwanderungsrisiko
cmpVal.aiPredict,de,,cmpVal.aiPredict.kpi.churnAction,Sofortmaßnahmen
cmpVal.aiPredict,de,,cmpVal.aiPredict.kpi.highLtv,Hohes LTV-Potenzial
cmpVal.aiPredict,de,,cmpVal.aiPredict.kpi.highLtvSub,CLV ₩3M+
cmpVal.aiPredict,pt,pt-cluster,cmpVal.aiPredict.kpi.target,Forecast Target
cmpVal.aiPredict,pt,pt-cluster,cmpVal.aiPredict.kpi.churnRisk,Churn Risk
cmpVal.aiPredict,pt,pt-cluster,cmpVal.aiPredict.kpi.churnAction,Immediate action needed
cmpVal.aiPredict,pt,pt-cluster,cmpVal.aiPredict.kpi.highLtv,High LTV Potential
